tag,tag_kind,tag_source,finding_id,name,pack_id,source_id,evaluation_mode,severity,status,maturity
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-datadog-api-key-resolution-used-in-tests,GitHub Secret Scanning Datadog Api Key Resolution Used In Tests,policy,policy,event,medium,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-datadog-api-key-resolution-wont-fix,GitHub Secret Scanning Datadog Api Key Resolution Wont Fix,policy,policy,event,medium,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-github-app-private-key-open,GitHub Secret Scanning GitHub App Private Key Alert Open,policy,policy,event,critical,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-github-app-private-key-push-protection-bypassed,GitHub Secret Scanning GitHub App Private Key Push Protection Bypassed,policy,policy,event,critical,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-github-app-private-key-resolution-false-positive,GitHub Secret Scanning GitHub App Private Key Resolution False Positive,policy,policy,event,high,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-github-app-private-key-resolution-used-in-tests,GitHub Secret Scanning GitHub App Private Key Resolution Used In Tests,policy,policy,event,high,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-github-app-private-key-resolution-wont-fix,GitHub Secret Scanning GitHub App Private Key Resolution Wont Fix,policy,policy,event,high,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-github-personal-access-token-open,GitHub Secret Scanning GitHub Personal Access Token Alert Open,policy,policy,event,critical,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-github-personal-access-token-push-protection-bypassed,GitHub Secret Scanning GitHub Personal Access Token Push Protection Bypassed,policy,policy,event,critical,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-github-personal-access-token-resolution-false-positive,GitHub Secret Scanning GitHub Personal Access Token Resolution False Positive,policy,policy,event,high,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-github-personal-access-token-resolution-used-in-tests,GitHub Secret Scanning GitHub Personal Access Token Resolution Used In Tests,policy,policy,event,high,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-github-personal-access-token-resolution-wont-fix,GitHub Secret Scanning GitHub Personal Access Token Resolution Wont Fix,policy,policy,event,high,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-google-cloud-service-account-open,GitHub Secret Scanning Google Cloud Service Account Alert Open,policy,policy,event,high,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-google-cloud-service-account-push-protection-bypassed,GitHub Secret Scanning Google Cloud Service Account Push Protection Bypassed,policy,policy,event,critical,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-google-cloud-service-account-resolution-false-positive,GitHub Secret Scanning Google Cloud Service Account Resolution False Positive,policy,policy,event,medium,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-google-cloud-service-account-resolution-used-in-tests,GitHub Secret Scanning Google Cloud Service Account Resolution Used In Tests,policy,policy,event,medium,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-google-cloud-service-account-resolution-wont-fix,GitHub Secret Scanning Google Cloud Service Account Resolution Wont Fix,policy,policy,event,medium,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-heroku-api-key-open,GitHub Secret Scanning Heroku Api Key Alert Open,policy,policy,event,high,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-heroku-api-key-push-protection-bypassed,GitHub Secret Scanning Heroku Api Key Push Protection Bypassed,policy,policy,event,critical,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-heroku-api-key-resolution-false-positive,GitHub Secret Scanning Heroku Api Key Resolution False Positive,policy,policy,event,medium,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-heroku-api-key-resolution-used-in-tests,GitHub Secret Scanning Heroku Api Key Resolution Used In Tests,policy,policy,event,medium,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-heroku-api-key-resolution-wont-fix,GitHub Secret Scanning Heroku Api Key Resolution Wont Fix,policy,policy,event,medium,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-mailchimp-api-key-open,GitHub Secret Scanning Mailchimp Api Key Alert Open,policy,policy,event,high,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-mailchimp-api-key-push-protection-bypassed,GitHub Secret Scanning Mailchimp Api Key Push Protection Bypassed,policy,policy,event,critical,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-mailchimp-api-key-resolution-false-positive,GitHub Secret Scanning Mailchimp Api Key Resolution False Positive,policy,policy,event,medium,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-mailchimp-api-key-resolution-used-in-tests,GitHub Secret Scanning Mailchimp Api Key Resolution Used In Tests,policy,policy,event,medium,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-mailchimp-api-key-resolution-wont-fix,GitHub Secret Scanning Mailchimp Api Key Resolution Wont Fix,policy,policy,event,medium,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-npm-token-open,GitHub Secret Scanning Npm Token Alert Open,policy,policy,event,high,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-npm-token-push-protection-bypassed,GitHub Secret Scanning Npm Token Push Protection Bypassed,policy,policy,event,critical,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-npm-token-resolution-false-positive,GitHub Secret Scanning Npm Token Resolution False Positive,policy,policy,event,medium,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-npm-token-resolution-used-in-tests,GitHub Secret Scanning Npm Token Resolution Used In Tests,policy,policy,event,medium,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-npm-token-resolution-wont-fix,GitHub Secret Scanning Npm Token Resolution Wont Fix,policy,policy,event,medium,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-openai-api-key-open,GitHub Secret Scanning Openai Api Key Alert Open,policy,policy,event,high,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-openai-api-key-push-protection-bypassed,GitHub Secret Scanning Openai Api Key Push Protection Bypassed,policy,policy,event,critical,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-openai-api-key-resolution-false-positive,GitHub Secret Scanning Openai Api Key Resolution False Positive,policy,policy,event,medium,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-openai-api-key-resolution-used-in-tests,GitHub Secret Scanning Openai Api Key Resolution Used In Tests,policy,policy,event,medium,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-openai-api-key-resolution-wont-fix,GitHub Secret Scanning Openai Api Key Resolution Wont Fix,policy,policy,event,medium,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-private-key-open,GitHub Secret Scanning Private Key Alert Open,policy,policy,event,critical,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-private-key-push-protection-bypassed,GitHub Secret Scanning Private Key Push Protection Bypassed,policy,policy,event,critical,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-private-key-resolution-false-positive,GitHub Secret Scanning Private Key Resolution False Positive,policy,policy,event,high,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-private-key-resolution-used-in-tests,GitHub Secret Scanning Private Key Resolution Used In Tests,policy,policy,event,high,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-private-key-resolution-wont-fix,GitHub Secret Scanning Private Key Resolution Wont Fix,policy,policy,event,high,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-pypi-upload-token-open,GitHub Secret Scanning Pypi Upload Token Alert Open,policy,policy,event,high,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-pypi-upload-token-push-protection-bypassed,GitHub Secret Scanning Pypi Upload Token Push Protection Bypassed,policy,policy,event,critical,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-pypi-upload-token-resolution-false-positive,GitHub Secret Scanning Pypi Upload Token Resolution False Positive,policy,policy,event,medium,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-pypi-upload-token-resolution-used-in-tests,GitHub Secret Scanning Pypi Upload Token Resolution Used In Tests,policy,policy,event,medium,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-pypi-upload-token-resolution-wont-fix,GitHub Secret Scanning Pypi Upload Token Resolution Wont Fix,policy,policy,event,medium,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-sendgrid-api-key-open,GitHub Secret Scanning Sendgrid Api Key Alert Open,policy,policy,event,high,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-sendgrid-api-key-push-protection-bypassed,GitHub Secret Scanning Sendgrid Api Key Push Protection Bypassed,policy,policy,event,critical,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-sendgrid-api-key-resolution-false-positive,GitHub Secret Scanning Sendgrid Api Key Resolution False Positive,policy,policy,event,medium,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-sendgrid-api-key-resolution-used-in-tests,GitHub Secret Scanning Sendgrid Api Key Resolution Used In Tests,policy,policy,event,medium,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-sendgrid-api-key-resolution-wont-fix,GitHub Secret Scanning Sendgrid Api Key Resolution Wont Fix,policy,policy,event,medium,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-slack-webhook-url-open,GitHub Secret Scanning Slack Webhook Url Alert Open,policy,policy,event,high,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-slack-webhook-url-push-protection-bypassed,GitHub Secret Scanning Slack Webhook Url Push Protection Bypassed,policy,policy,event,critical,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-slack-webhook-url-resolution-false-positive,GitHub Secret Scanning Slack Webhook Url Resolution False Positive,policy,policy,event,medium,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-slack-webhook-url-resolution-used-in-tests,GitHub Secret Scanning Slack Webhook Url Resolution Used In Tests,policy,policy,event,medium,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-slack-webhook-url-resolution-wont-fix,GitHub Secret Scanning Slack Webhook Url Resolution Wont Fix,policy,policy,event,medium,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-ssh-private-key-open,GitHub Secret Scanning Ssh Private Key Alert Open,policy,policy,event,critical,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-ssh-private-key-push-protection-bypassed,GitHub Secret Scanning Ssh Private Key Push Protection Bypassed,policy,policy,event,critical,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-ssh-private-key-resolution-false-positive,GitHub Secret Scanning Ssh Private Key Resolution False Positive,policy,policy,event,high,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-ssh-private-key-resolution-used-in-tests,GitHub Secret Scanning Ssh Private Key Resolution Used In Tests,policy,policy,event,high,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-ssh-private-key-resolution-wont-fix,GitHub Secret Scanning Ssh Private Key Resolution Wont Fix,policy,policy,event,high,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-stripe-live-secret-key-open,GitHub Secret Scanning Stripe Live Secret Key Alert Open,policy,policy,event,high,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-stripe-live-secret-key-push-protection-bypassed,GitHub Secret Scanning Stripe Live Secret Key Push Protection Bypassed,policy,policy,event,critical,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-stripe-live-secret-key-resolution-false-positive,GitHub Secret Scanning Stripe Live Secret Key Resolution False Positive,policy,policy,event,medium,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-stripe-live-secret-key-resolution-used-in-tests,GitHub Secret Scanning Stripe Live Secret Key Resolution Used In Tests,policy,policy,event,medium,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-stripe-live-secret-key-resolution-wont-fix,GitHub Secret Scanning Stripe Live Secret Key Resolution Wont Fix,policy,policy,event,medium,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-twilio-api-key-open,GitHub Secret Scanning Twilio Api Key Alert Open,policy,policy,event,high,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-twilio-api-key-push-protection-bypassed,GitHub Secret Scanning Twilio Api Key Push Protection Bypassed,policy,policy,event,critical,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-twilio-api-key-resolution-false-positive,GitHub Secret Scanning Twilio Api Key Resolution False Positive,policy,policy,event,medium,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-twilio-api-key-resolution-used-in-tests,GitHub Secret Scanning Twilio Api Key Resolution Used In Tests,policy,policy,event,medium,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-secops-secret-twilio-api-key-resolution-wont-fix,GitHub Secret Scanning Twilio Api Key Resolution Wont Fix,policy,policy,event,medium,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,github-vuln-medium,GitHub Repo Medium Vulnerabilities Addressed,policy,policy,event,medium,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,gitlab-runner-unprotected-tags,GitLab Runner Without Protected Tags,policy,policy,event,high,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,k8s-admission-controller-policy-missing,Kubernetes Admission Controller Policy Missing,policy,policy,event,medium,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,k8s-audit-logging-disabled,Kubernetes Audit Logging Disabled,policy,policy,event,medium,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,k8s-cluster-unsupported-version,Kubernetes Cluster on Unsupported Minor Version,policy,policy,event,medium,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,k8s-etcd-encryption-disabled,Kubernetes Etcd Encryption Disabled,policy,policy,event,medium,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,k8s-image-pull-policy-always-missing-for-latest,Kubernetes Image Pull Policy Always Missing For Latest,policy,policy,event,medium,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,k8s-ingress-tls-missing,Kubernetes Ingress TLS Missing,policy,policy,event,medium,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,k8s-mutating-webhook-failure-policy-ignore,Kubernetes Mutating Webhook Failure Policy Ignore,policy,policy,event,medium,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,k8s-namespace-pss-audit-missing,Kubernetes Namespace Pss Audit Missing,policy,policy,event,medium,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,k8s-namespace-pss-enforce-not-restricted,Kubernetes Namespace Pss Enforce Not Restricted,policy,policy,event,medium,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,k8s-namespace-pss-warn-missing,Kubernetes Namespace Pss Warn Missing,policy,policy,event,medium,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,k8s-network-policy-egress-default-deny-missing,Kubernetes Network Policy Egress Default Deny Missing,policy,policy,event,medium,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,k8s-pod-apparmor-unconfined,Kubernetes Pod Apparmor Unconfined,policy,policy,event,medium,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,k8s-pod-automount-service-account-token,Kubernetes Pod Automount Service Account Token,policy,policy,event,medium,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,k8s-pod-capability-net-raw,Kubernetes Pod Capability Net Raw,policy,policy,event,medium,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,k8s-pod-hostpath-sensitive-path,Kubernetes Pod Hostpath Sensitive Path,policy,policy,event,medium,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,k8s-pod-image-pinned-by-digest,Kubernetes Pod Images Pinned by Digest,policy,policy,event,medium,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,k8s-pod-image-tag-not-latest,Kubernetes Pod Image Tag Is Not Latest,policy,policy,event,medium,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,k8s-pod-proc-mount-unmasked,Kubernetes Pod Proc Mount Unmasked,policy,policy,event,medium,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,k8s-pod-sysctls-unsafe,Kubernetes Pod Sysctls Unsafe,policy,policy,event,medium,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,k8s-resource-no-deprecated-api,Kubernetes Resources Avoid Deprecated APIs,policy,policy,event,medium,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,k8s-secret-not-externalized,Kubernetes Secret Not Externalized,policy,policy,event,medium,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,k8s-service-account-cluster-admin,Kubernetes Service Account Cluster Admin,policy,policy,event,high,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,k8s-service-external-ip,Kubernetes Service with ExternalIP,policy,policy,event,high,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,k8s-validating-webhook-failure-policy-ignore,Kubernetes Validating Webhook Failure Policy Ignore,policy,policy,event,medium,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,k8s-workload-uses-default-service-account,Kubernetes Workload Uses Default Service Account,policy,policy,event,medium,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,log4shell-privileged,VM/serverless with high privileges vulnerable to CVE-2021-44228 (Log4Shell),policy,policy,event,critical,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,log4shell-public,Publicly exposed unprivileged VM/serverless vulnerable to CVE-2021-44228 (Log4Shell),policy,policy,event,critical,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,m365-dlp-policy-missing,M365 DLP Policy Configured,policy,policy,event,high,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,m365-email-security-baseline,M365 Email Security Baseline Configured,policy,policy,event,high,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,m365-risky-users,M365 Users with High Risk Level,policy,policy,event,high,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,ml-model-untrusted-source,ML Model from Untrusted Source,policy,policy,event,high,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,mlops-public-vuln,Publicly exposed VM/serverless with MLOps with initial access vulnerabilities,policy,policy,event,critical,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,okta-suspicious-login,Okta Suspicious Login Detected,policy,policy,event,high,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,openssl-vuln-internal,Internal VM/serverless vulnerable to CVE-2022-3602 or CVE-2022-3786 (OpenSSL vulnerability),policy,policy,event,high,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,pci-antivirus-enabled,Anti-Malware on Systems in CDE,policy,policy,event,high,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,pci-penetration-test-annual,Annual Penetration Testing,policy,policy,event,high,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,pci-vulnerability-scan-quarterly,Quarterly External Vulnerability Scans,policy,policy,event,high,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,runtime-c2-connection-critical-asset,Runtime C2 Connection Critical Asset,policy,policy,event,critical,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,runtime-cloudtrail-disabled-event,Runtime Cloudtrail Disabled Event,policy,policy,event,high,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,runtime-dns-newly-registered-domain,Runtime Dns Newly Registered Domain,policy,policy,event,medium,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,runtime-edr-disabled-after-alert,Runtime EDR Disabled After Alert,policy,policy,event,high,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,runtime-guardduty-finding-high-open,Runtime Guardduty Finding High Open,policy,policy,event,high,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,runtime-identity-provider-risky-session,Runtime Identity Provider Risky Session,policy,policy,event,medium,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,runtime-impossible-travel-admin,Runtime Impossible Travel Admin,policy,policy,event,high,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,runtime-k8s-exec-privileged-pod,Runtime Kubernetes Exec Privileged Pod,policy,policy,event,high,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,runtime-k8s-serviceaccount-token-access,Runtime Kubernetes Serviceaccount Token Access,policy,policy,event,medium,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,runtime-malware-not-contained,Runtime Malware Not Contained,policy,policy,event,critical,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,salesforce-admin-mfa-missing,Salesforce Admin MFA Missing,policy,policy,event,high,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,salesforce-connected-app-unreviewed,Salesforce Connected App Unreviewed,policy,policy,event,medium,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,salesforce-export-report-public-link,Salesforce Export Report Public Link,policy,policy,event,high,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,salesforce-profile-modify-all-data,Salesforce Profile Modify All Data,policy,policy,event,high,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,salesforce-user-never-logged-in-90d,Salesforce User Never Logged In 90d,policy,policy,event,medium,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,sentinelone-command-control,SentinelOne Command and Control Activity,policy,policy,event,critical,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,sentinelone-malware,SentinelOne Active Malware Threat,policy,policy,event,critical,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,sentinelone-threat-detected,SentinelOne Threat Detected,policy,policy,event,critical,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,sentinelone-vuln-medium,SentinelOne Agent Medium Vulnerabilities Addressed,policy,policy,event,medium,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,threat-intel-malicious-domain-resolution,DNS Resolution of Threat Intelligence Domain,policy,policy,event,high,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,threat-intel-malicious-ip-connection,Connection to Threat Intelligence IP,policy,policy,event,critical,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,vm-internet-vuln-privileged,Internet-facing VM with high privileges and initial access vulnerabilities,policy,policy,event,critical,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,vm-kernel-vuln-container,VM with kernel vulnerabilities is running a container,policy,policy,event,high,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,vm-medium-exposure-vuln-data,Internet-facing VM/serverless (medium exposure) with initial access vulnerabilities and data access to sensitive data,policy,policy,event,high,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,vm-public-eol,Publicly exposed VM with end-of-life software,policy,policy,event,high,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,vm-public-high-privileges,Internet-facing VM with high privileges,policy,policy,event,critical,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,vm-public-privileged-vuln-common-dep,Publicly exposed VM/serverless with high privileges and initial access vulnerabilities affecting a common dependency,policy,policy,event,critical,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,vm-public-vuln,Publicly exposed VM/serverless with initial access vulnerabilities,policy,policy,event,critical,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,vm-public-vuln-common-dep,Publicly exposed VM/serverless with initial access vulnerabilities affecting a common dependency,policy,policy,event,critical,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,vm-public-vuln-cross-account-keys,Publicly exposed VM/serverless with initial access vulnerabilities and cleartext cloud keys granting permissions in another subscription,policy,policy,event,critical,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,vm-vuln-cleartext-keys,Internet-facing VM/serverless with initial access vulnerabilities and cleartext cloud keys granting high privileges,policy,policy,event,critical,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,vm-vuln-data-access,Internet-facing VM/serverless with initial access vulnerabilities and data access to sensitive data,policy,policy,event,critical,active,candidate
control-family:nist-800-53-r5-si-system-and-information-integrity,compliance,control_ref,vm-vuln-keys-data-access,Internet-facing VM/serverless with initial access vulnerabilities and cleartext cloud keys with data access to sensitive data,policy,policy,event,critical,active,candidate
