rule_id,name,domain,path,status,severity,category,resource,resource_type,source_id,evidence_mode,evidence_type,assessment_methods,frameworks,control_refs,control_families,metadata_tags,derived_tags,all_tags,risk_categories,mitre,remediation,risk_statement,remediation_intent,auditor_guidance
backup-retention,Backup Retention Policy Compliance,backup,policies/backup/backup-retention.yaml,active,medium,backup,,backup,policy,query,resilience_control,examine,CIS Controls v8; HIPAA; ISO 27001:2022; NIST 800-53 r5; SOC 2,CIS Controls v8 11; HIPAA 164.312; ISO 27001:2022 A.8.13; ISO 27001:2022 A.8.14; NIST 800-53 r5 CP-10; NIST 800-53 r5 CP-2; NIST 800-53 r5 CP-4; NIST 800-53 r5 CP-9; SOC 2 A1.1; SOC 2 A1.3,CIS Controls v8 11 Data Recovery; HIPAA 164.312 Technical Safeguards; ISO 27001:2022 A.8 Technology Controls; NIST 800-53 r5 CP Contingency Planning; SOC 2 A1 Availability,backup; compliance; data-lifecycle; retention,assessment:examine; backup; evidence:resilience_control; policy; query,assessment:examine; backup; compliance; data-lifecycle; evidence:resilience_control; policy; query; retention,,,Configure backup retention to meet data classification requirements. Ensure compliance with regulatory requirements.,"Backup, retention, or recovery controls may not provide sufficient operating evidence for resilience requirements.",Enable the required backup or retention setting and preserve restore-test or configuration evidence.,"Review each returned query row as an exception candidate, validate row-level scope, and retain the query result as audit evidence."
backup-rpo-compliance,Recovery Point Objective (RPO) Compliance,backup,policies/backup/backup-rpo-compliance.yaml,active,high,backup,,backup,policy,query,resilience_control,examine,CIS Controls v8; ISO 27001:2022; NIST 800-53 r5; SOC 2,CIS Controls v8 11; ISO 27001:2022 A.8.13; ISO 27001:2022 A.8.14; NIST 800-53 r5 CP-10; NIST 800-53 r5 CP-2; NIST 800-53 r5 CP-4; NIST 800-53 r5 CP-9; SOC 2 A1.1; SOC 2 A1.3,CIS Controls v8 11 Data Recovery; ISO 27001:2022 A.8 Technology Controls; NIST 800-53 r5 CP Contingency Planning; SOC 2 A1 Availability,backup; bcdr; frequency; rpo,assessment:examine; backup; evidence:resilience_control; policy; query,assessment:examine; backup; bcdr; evidence:resilience_control; frequency; policy; query; rpo,,,Increase backup frequency to meet RPO requirements. Consider continuous replication for critical systems.,"Backup, retention, or recovery controls may not provide sufficient operating evidence for resilience requirements.",Enable the required backup or retention setting and preserve restore-test or configuration evidence.,"Review each returned query row as an exception candidate, validate row-level scope, and retain the query result as audit evidence."
backup-testing,Backup Restoration Testing,backup,policies/backup/backup-testing.yaml,active,high,backup,,backup,policy,query,resilience_control,examine,CIS Controls v8; ISO 27001:2022; NIST 800-53 r5; SOC 2,CIS Controls v8 11; ISO 27001:2022 A.8.13; ISO 27001:2022 A.8.14; NIST 800-53 r5 CP-10; NIST 800-53 r5 CP-2; NIST 800-53 r5 CP-4; NIST 800-53 r5 CP-9; SOC 2 A1.1; SOC 2 A1.3,CIS Controls v8 11 Data Recovery; ISO 27001:2022 A.8 Technology Controls; NIST 800-53 r5 CP Contingency Planning; SOC 2 A1 Availability,backup; bcdr; recovery; testing,assessment:examine; backup; evidence:resilience_control; policy; query,assessment:examine; backup; bcdr; evidence:resilience_control; policy; query; recovery; testing,,,Test backup restoration at least quarterly. Document results and time to restore.,"Backup, retention, or recovery controls may not provide sufficient operating evidence for resilience requirements.",Enable the required backup or retention setting and preserve restore-test or configuration evidence.,"Review each returned query row as an exception candidate, validate row-level scope, and retain the query result as audit evidence."
bedrock-excessive-permissions,Bedrock AI Service Role with Excessive Permissions,cerebro,policies/cerebro/bedrock-excessive-permissions.yaml,active,high,cerebro,aws::iam::role,,policy,cel,attack_path_context,examine; test,CIS Controls v8; NIST 800-53 r5; PCI DSS v4.0.1; SOC 2,CIS Controls v8 5; CIS Controls v8 6; NIST 800-53 r5 AC-2; NIST 800-53 r5 AC-6; PCI DSS v4.0.1 7.2; SOC 2 CC6.2,CIS Controls v8 5 Account Management; CIS Controls v8 6 Access Control Management; NIST 800-53 r5 AC Access Control; PCI DSS v4.0.1 7 Need-to-Know Access; SOC 2 CC6 Logical and Physical Access,ai; aws; bedrock; excessive-permissions; wiz,assessment:examine; assessment:test; cel; cerebro; evidence:attack_path_context; policy,ai; assessment:examine; assessment:test; aws; bedrock; cel; cerebro; evidence:attack_path_context; excessive-permissions; policy; wiz,,Persistence:T1098,Reduce Bedrock service role to minimum required permissions. Use specific model ARNs in policies.,"Correlated resource context indicates a control weakness that may increase privilege, exposure, or data-risk impact.","Remediate the underlying resource state, reduce the correlated attack path, and retain graph/evidence context for review.",Review the normalized resource snapshot and the evaluated policy conditions to confirm the failed configuration state.
bucket-cleartext-admin-keys,Bucket with cleartext highly privileged cloud keys,cerebro,policies/cerebro/bucket-cleartext-admin-keys.yaml,active,critical,cerebro,storage::bucket|storage::blob_container,,policy,cel,attack_path_context,examine; test,CIS Controls v8; NIST 800-53 r5; PCI DSS v4.0.1; SOC 2,CIS Controls v8 5; CIS Controls v8 6; NIST 800-53 r5 AC-2; NIST 800-53 r5 AC-6; NIST 800-53 r5 IA-5; NIST 800-53 r5 SC-12; PCI DSS v4.0.1 3.5; PCI DSS v4.0.1 7.2; PCI DSS v4.0.1 8.6; SOC 2 C1.1; SOC 2 CC6.1; SOC 2 CC6.2,CIS Controls v8 5 Account Management; CIS Controls v8 6 Access Control Management; NIST 800-53 r5 AC Access Control; NIST 800-53 r5 IA Identification and Authentication; NIST 800-53 r5 SC System and Communications Protection; PCI DSS v4.0.1 3 Account Data Protection; PCI DSS v4.0.1 7 Need-to-Know Access; PCI DSS v4.0.1 8 Identity and Authentication; SOC 2 C1 Confidentiality; SOC 2 CC6 Logical and Physical Access,admin; cleartext-keys; secrets; storage; wiz,assessment:examine; assessment:test; cel; cerebro; evidence:attack_path_context; policy,admin; assessment:examine; assessment:test; cel; cerebro; cleartext-keys; evidence:attack_path_context; policy; secrets; storage; wiz,IDENTITY_RISK; PRIVILEGE_ESCALATION; UNPROTECTED_DATA,Collection:T1530; Credential Access:T1552; Privilege Escalation:T1078,Remove cleartext keys immediately. Rotate all exposed credentials. Use IAM roles instead.,"Correlated resource context indicates a control weakness that may increase privilege, exposure, or data-risk impact.","Remediate the underlying resource state, reduce the correlated attack path, and retain graph/evidence context for review.",Review the normalized resource snapshot and the evaluated policy conditions to confirm the failed configuration state.
bucket-cleartext-keys-data,Bucket with cleartext cloud keys granting data access to sensitive data,cerebro,policies/cerebro/bucket-cleartext-keys-data.yaml,active,critical,cerebro,storage::bucket|storage::blob_container,,policy,cel,attack_path_context,examine; test,CIS Controls v8; NIST 800-53 r5; PCI DSS v4.0.1; SOC 2,CIS Controls v8 5; CIS Controls v8 6; NIST 800-53 r5 AC-2; NIST 800-53 r5 AC-6; NIST 800-53 r5 IA-5; NIST 800-53 r5 SC-12; PCI DSS v4.0.1 3.5; PCI DSS v4.0.1 7.2; PCI DSS v4.0.1 8.6; SOC 2 C1.1; SOC 2 CC6.1; SOC 2 CC6.2,CIS Controls v8 5 Account Management; CIS Controls v8 6 Access Control Management; NIST 800-53 r5 AC Access Control; NIST 800-53 r5 IA Identification and Authentication; NIST 800-53 r5 SC System and Communications Protection; PCI DSS v4.0.1 3 Account Data Protection; PCI DSS v4.0.1 7 Need-to-Know Access; PCI DSS v4.0.1 8 Identity and Authentication; SOC 2 C1 Confidentiality; SOC 2 CC6 Logical and Physical Access,cleartext-keys; data-access; secrets; storage; wiz,assessment:examine; assessment:test; cel; cerebro; evidence:attack_path_context; policy,assessment:examine; assessment:test; cel; cerebro; cleartext-keys; data-access; evidence:attack_path_context; policy; secrets; storage; wiz,UNPROTECTED_DATA,Collection:T1530; Credential Access:T1552,Remove cleartext keys. Use IAM roles. Rotate any exposed credentials immediately.,"Correlated resource context indicates a control weakness that may increase privilege, exposure, or data-risk impact.","Remediate the underlying resource state, reduce the correlated attack path, and retain graph/evidence context for review.",Review the normalized resource snapshot and the evaluated policy conditions to confirm the failed configuration state.
bucket-dormant-principal,Bucket with sensitive data can be accessed by a principal that has been inactive in the last 90 days,cerebro,policies/cerebro/bucket-dormant-principal.yaml,active,medium,cerebro,storage::bucket|storage::blob_container,,policy,cel,attack_path_context,examine; test,CIS Controls v8; NIST 800-53 r5; PCI DSS v4.0.1; SOC 2,CIS Controls v8 5; CIS Controls v8 6; NIST 800-53 r5 AC-2; NIST 800-53 r5 AC-6; PCI DSS v4.0.1 7.2; SOC 2 CC6.2,CIS Controls v8 5 Account Management; CIS Controls v8 6 Access Control Management; NIST 800-53 r5 AC Access Control; PCI DSS v4.0.1 7 Need-to-Know Access; SOC 2 CC6 Logical and Physical Access,dormant; sensitive-data; storage; wiz,assessment:examine; assessment:test; cel; cerebro; evidence:attack_path_context; policy,assessment:examine; assessment:test; cel; cerebro; dormant; evidence:attack_path_context; policy; sensitive-data; storage; wiz,UNPROTECTED_DATA,Collection:T1530,Review and remove access for dormant principals. Implement regular access certification.,"Correlated resource context indicates a control weakness that may increase privilege, exposure, or data-risk impact.","Remediate the underlying resource state, reduce the correlated attack path, and retain graph/evidence context for review.",Review the normalized resource snapshot and the evaluated policy conditions to confirm the failed configuration state.
bucket-keys-excessive-access,Bucket with cleartext cloud keys allowing high privileges can be accessed by an account with excessive data access,cerebro,policies/cerebro/bucket-keys-excessive-access.yaml,active,high,cerebro,storage::bucket|storage::blob_container,,policy,cel,attack_path_context,examine; test,CIS Controls v8; NIST 800-53 r5; PCI DSS v4.0.1; SOC 2,CIS Controls v8 5; CIS Controls v8 6; NIST 800-53 r5 AC-2; NIST 800-53 r5 AC-6; NIST 800-53 r5 IA-5; NIST 800-53 r5 SC-12; PCI DSS v4.0.1 3.5; PCI DSS v4.0.1 7.2; PCI DSS v4.0.1 8.6; SOC 2 C1.1; SOC 2 CC6.1; SOC 2 CC6.2,CIS Controls v8 5 Account Management; CIS Controls v8 6 Access Control Management; NIST 800-53 r5 AC Access Control; NIST 800-53 r5 IA Identification and Authentication; NIST 800-53 r5 SC System and Communications Protection; PCI DSS v4.0.1 3 Account Data Protection; PCI DSS v4.0.1 7 Need-to-Know Access; PCI DSS v4.0.1 8 Identity and Authentication; SOC 2 C1 Confidentiality; SOC 2 CC6 Logical and Physical Access,excessive-access; secrets; storage; wiz,assessment:examine; assessment:test; cel; cerebro; evidence:attack_path_context; policy,assessment:examine; assessment:test; cel; cerebro; evidence:attack_path_context; excessive-access; policy; secrets; storage; wiz,IDENTITY_RISK; PRIVILEGE_ESCALATION; UNPROTECTED_DATA,Collection:T1530; Credential Access:T1552; Privilege Escalation:T1078,Remove cleartext keys. Restrict bucket access to minimum required principals.,"Correlated resource context indicates a control weakness that may increase privilege, exposure, or data-risk impact.","Remediate the underlying resource state, reduce the correlated attack path, and retain graph/evidence context for review.",Review the normalized resource snapshot and the evaluated policy conditions to confirm the failed configuration state.
bucket-public-large-files,Publicly readable bucket contains large log and data files,cerebro,policies/cerebro/bucket-public-large-files.yaml,active,high,cerebro,storage::bucket|storage::blob_container,,policy,cel,attack_path_context,examine; test,CIS Controls v8; NIST 800-53 r5; PCI DSS v4.0.1; SOC 2,CIS Controls v8 12; CIS Controls v8 13; NIST 800-53 r5 AC-3; NIST 800-53 r5 SC-7; PCI DSS v4.0.1 1.3; PCI DSS v4.0.1 1.4; SOC 2 CC6.6,CIS Controls v8 12 Network Infrastructure Management; CIS Controls v8 13 Network Monitoring and Defense; NIST 800-53 r5 AC Access Control; NIST 800-53 r5 SC System and Communications Protection; PCI DSS v4.0.1 1 Network Security Controls; SOC 2 CC6 Logical and Physical Access,data-files; public-exposure; storage; wiz,assessment:examine; assessment:test; cel; cerebro; evidence:attack_path_context; policy,assessment:examine; assessment:test; cel; cerebro; data-files; evidence:attack_path_context; policy; public-exposure; storage; wiz,EXTERNAL_EXPOSURE; UNPROTECTED_DATA,Collection:T1530; Exfiltration:T1537; Initial Access:T1190,Remove public access. Review large files for sensitive content before any exposure.,"Correlated resource context indicates a control weakness that may increase privilege, exposure, or data-risk impact.","Remediate the underlying resource state, reduce the correlated attack path, and retain graph/evidence context for review.",Review the normalized resource snapshot and the evaluated policy conditions to confirm the failed configuration state.
bucket-public-low-exposure,Publicly readable non-empty bucket with low exposure level,cerebro,policies/cerebro/bucket-public-low-exposure.yaml,active,medium,cerebro,storage::bucket|storage::blob_container,,policy,cel,attack_path_context,examine; test,CIS Controls v8; NIST 800-53 r5; PCI DSS v4.0.1; SOC 2,CIS Controls v8 12; CIS Controls v8 13; CIS Controls v8 5; CIS Controls v8 6; NIST 800-53 r5 AC-2; NIST 800-53 r5 AC-3; NIST 800-53 r5 AC-6; NIST 800-53 r5 SC-7; PCI DSS v4.0.1 1.3; PCI DSS v4.0.1 1.4; PCI DSS v4.0.1 7.2; SOC 2 CC6.2; SOC 2 CC6.6,CIS Controls v8 12 Network Infrastructure Management; CIS Controls v8 13 Network Monitoring and Defense; CIS Controls v8 5 Account Management; CIS Controls v8 6 Access Control Management; NIST 800-53 r5 AC Access Control; NIST 800-53 r5 SC System and Communications Protection; PCI DSS v4.0.1 1 Network Security Controls; PCI DSS v4.0.1 7 Need-to-Know Access; SOC 2 CC6 Logical and Physical Access,public-exposure; storage,assessment:examine; assessment:test; cel; cerebro; evidence:attack_path_context; policy,assessment:examine; assessment:test; cel; cerebro; evidence:attack_path_context; policy; public-exposure; storage,EXTERNAL_EXPOSURE,Collection:T1530; Initial Access:T1190,Review if public access is required. Remove public access if not necessary for business operations.,"Correlated resource context indicates a control weakness that may increase privilege, exposure, or data-risk impact.","Remediate the underlying resource state, reduce the correlated attack path, and retain graph/evidence context for review.",Review the normalized resource snapshot and the evaluated policy conditions to confirm the failed configuration state.
bucket-public-sensitive,Publicly readable bucket contains sensitive data,cerebro,policies/cerebro/bucket-public-sensitive.yaml,active,critical,cerebro,gcp::storage::bucket,,policy,cel,attack_path_context,examine; test,CIS Controls v8; NIST 800-53 r5; PCI DSS v4.0.1; SOC 2,CIS Controls v8 12; CIS Controls v8 13; CIS Controls v8 3; NIST 800-53 r5 AC-3; NIST 800-53 r5 AC-6; NIST 800-53 r5 SC-7; PCI DSS v4.0.1 1.4; PCI DSS v4.0.1 3.3; PCI DSS v4.0.1 3.5; SOC 2 C1.1; SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.6,CIS Controls v8 12 Network Infrastructure Management; CIS Controls v8 13 Network Monitoring and Defense; CIS Controls v8 3 Data Protection; NIST 800-53 r5 AC Access Control; NIST 800-53 r5 SC System and Communications Protection; PCI DSS v4.0.1 1 Network Security Controls; PCI DSS v4.0.1 3 Account Data Protection; SOC 2 C1 Confidentiality; SOC 2 CC6 Logical and Physical Access,data-exposure; gcp; public-access; security; storage; toxic-combination,assessment:examine; assessment:test; cel; cerebro; evidence:attack_path_context; policy,assessment:examine; assessment:test; cel; cerebro; data-exposure; evidence:attack_path_context; gcp; policy; public-access; security; storage; toxic-combination,EXTERNAL_ATTACK_SURFACE; EXTERNAL_EXPOSURE; UNPROTECTED_DATA,Collection:T1530; Exfiltration:T1567,1. Remove public access by removing allUsers and allAuthenticatedUsers from IAM bindings. 2. Implement proper access controls using IAM. 3. Enable uniform bucket-level access. 4. Review bucket contents for sensitive data.,"Correlated resource context indicates a control weakness that may increase privilege, exposure, or data-risk impact.","Remediate the underlying resource state, reduce the correlated attack path, and retain graph/evidence context for review.",Review the normalized resource snapshot and the evaluated policy conditions to confirm the failed configuration state.
bucket-sensitive-no-lock,Bucket with sensitive data has object lock disabled,cerebro,policies/cerebro/bucket-sensitive-no-lock.yaml,active,medium,cerebro,storage::bucket,,policy,cel,attack_path_context,examine; test,CIS Controls v8; ISO 27001:2022; NIST 800-53 r5; SOC 2,CIS Controls v8 3; ISO 27001:2022 A.8.13; ISO 27001:2022 A.8.24; NIST 800-53 r5 CP-9; NIST 800-53 r5 SC-28; SOC 2 A1.2; SOC 2 CC6.7,CIS Controls v8 3 Data Protection; ISO 27001:2022 A.8 Technology Controls; NIST 800-53 r5 CP Contingency Planning; NIST 800-53 r5 SC System and Communications Protection; SOC 2 A1 Availability; SOC 2 CC6 Logical and Physical Access,object-lock; sensitive-data; storage,assessment:examine; assessment:test; cel; cerebro; evidence:attack_path_context; policy,assessment:examine; assessment:test; cel; cerebro; evidence:attack_path_context; object-lock; policy; sensitive-data; storage,MISCONFIGURATION; UNPROTECTED_DATA,Collection:T1530,Enable S3 Object Lock to prevent deletion or modification of sensitive data.,"Correlated resource context indicates a control weakness that may increase privilege, exposure, or data-risk impact.","Remediate the underlying resource state, reduce the correlated attack path, and retain graph/evidence context for review.",Review the normalized resource snapshot and the evaluated policy conditions to confirm the failed configuration state.
cert-expired,Expired SSL/TLS Certificates,certificate,policies/certificate/cert-expired.yaml,active,critical,certificate,,certificate,policy,query,cryptographic_control,examine,CIS Controls v8; ISO 27001:2022; NIST 800-53 r5; PCI DSS v4.0.1; SOC 2,CIS Controls v8 3; ISO 27001:2022 A.8.24; NIST 800-53 r5 SC-12; NIST 800-53 r5 SC-13; NIST 800-53 r5 SC-23; NIST 800-53 r5 SC-28; NIST 800-53 r5 SC-8; PCI DSS v4.0.1 4.2; SOC 2 CC6.7,CIS Controls v8 3 Data Protection; ISO 27001:2022 A.8 Technology Controls; NIST 800-53 r5 SC System and Communications Protection; PCI DSS v4.0.1 4 Transmission Protection; SOC 2 CC6 Logical and Physical Access,certificate; critical; expired; ssl; tls,assessment:examine; certificate; evidence:cryptographic_control; policy; query,assessment:examine; certificate; critical; evidence:cryptographic_control; expired; policy; query; ssl; tls,,,Immediately renew the expired certificate. Services using this certificate may be unavailable or showing security warnings to users.,"Certificate lifecycle or cryptographic configuration may not satisfy confidentiality, integrity, or availability expectations.","Renew, rotate, or reconfigure certificates and retain evidence of the effective cryptographic state.","Review each returned query row as an exception candidate, validate row-level scope, and retain the query result as audit evidence."
cert-expiry-30-days,SSL/TLS Certificates Expiring Within 30 Days,certificate,policies/certificate/cert-expiry-30-days.yaml,active,high,certificate,,certificate,policy,query,cryptographic_control,examine,CIS Controls v8; ISO 27001:2022; NIST 800-53 r5; PCI DSS v4.0.1; SOC 2,CIS Controls v8 11; CIS Controls v8 3; ISO 27001:2022 A.8.13; ISO 27001:2022 A.8.14; ISO 27001:2022 A.8.24; NIST 800-53 r5 CP-10; NIST 800-53 r5 CP-2; NIST 800-53 r5 CP-4; NIST 800-53 r5 CP-9; NIST 800-53 r5 SC-12; NIST 800-53 r5 SC-13; NIST 800-53 r5 SC-23; NIST 800-53 r5 SC-28; NIST 800-53 r5 SC-8; PCI DSS v4.0.1 4.2; SOC 2 A1.1; SOC 2 A1.3; SOC 2 CC6.7,CIS Controls v8 11 Data Recovery; CIS Controls v8 3 Data Protection; ISO 27001:2022 A.8 Technology Controls; NIST 800-53 r5 CP Contingency Planning; NIST 800-53 r5 SC System and Communications Protection; PCI DSS v4.0.1 4 Transmission Protection; SOC 2 A1 Availability; SOC 2 CC6 Logical and Physical Access,availability; certificate; expiry; ssl; tls,assessment:examine; certificate; evidence:cryptographic_control; policy; query,assessment:examine; availability; certificate; evidence:cryptographic_control; expiry; policy; query; ssl; tls,,,"Renew the certificate before expiration. Contact your certificate authority or use automated certificate management (e.g., Let's Encrypt, AWS ACM).","Certificate lifecycle or cryptographic configuration may not satisfy confidentiality, integrity, or availability expectations.","Renew, rotate, or reconfigure certificates and retain evidence of the effective cryptographic state.","Review each returned query row as an exception candidate, validate row-level scope, and retain the query result as audit evidence."
cert-self-signed,Self-Signed Certificates in Production,certificate,policies/certificate/cert-self-signed.yaml,active,medium,certificate,,certificate,policy,query,cryptographic_control,examine,CIS Controls v8; ISO 27001:2022; NIST 800-53 r5; PCI DSS v4.0.1; SOC 2,CIS Controls v8 3; ISO 27001:2022 A.8.24; NIST 800-53 r5 SC-12; NIST 800-53 r5 SC-13; NIST 800-53 r5 SC-23; NIST 800-53 r5 SC-28; NIST 800-53 r5 SC-8; PCI DSS v4.0.1 4.2; SOC 2 CC6.7,CIS Controls v8 3 Data Protection; ISO 27001:2022 A.8 Technology Controls; NIST 800-53 r5 SC System and Communications Protection; PCI DSS v4.0.1 4 Transmission Protection; SOC 2 CC6 Logical and Physical Access,certificate; self-signed; ssl; tls; trust,assessment:examine; certificate; evidence:cryptographic_control; policy; query,assessment:examine; certificate; evidence:cryptographic_control; policy; query; self-signed; ssl; tls; trust,,,Replace self-signed certificates with certificates issued by a trusted Certificate Authority (CA).,"Certificate lifecycle or cryptographic configuration may not satisfy confidentiality, integrity, or availability expectations.","Renew, rotate, or reconfigure certificates and retain evidence of the effective cryptographic state.","Review each returned query row as an exception candidate, validate row-level scope, and retain the query result as audit evidence."
cert-weak-key,Certificates Using Weak Key Sizes,certificate,policies/certificate/cert-weak-key.yaml,active,high,certificate,,certificate,policy,query,cryptographic_control,examine,CIS Controls v8; ISO 27001:2022; NIST 800-53 r5; PCI DSS v4.0.1; SOC 2,CIS Controls v8 3; ISO 27001:2022 A.8.24; NIST 800-53 r5 SC-12; NIST 800-53 r5 SC-13; NIST 800-53 r5 SC-23; NIST 800-53 r5 SC-28; NIST 800-53 r5 SC-8; PCI DSS v4.0.1 3.5; PCI DSS v4.0.1 4.2; SOC 2 C1.1; SOC 2 CC6.7,CIS Controls v8 3 Data Protection; ISO 27001:2022 A.8 Technology Controls; NIST 800-53 r5 SC System and Communications Protection; PCI DSS v4.0.1 3 Account Data Protection; PCI DSS v4.0.1 4 Transmission Protection; SOC 2 C1 Confidentiality; SOC 2 CC6 Logical and Physical Access,certificate; key-size; ssl; tls; weak-crypto,assessment:examine; certificate; evidence:cryptographic_control; policy; query,assessment:examine; certificate; evidence:cryptographic_control; key-size; policy; query; ssl; tls; weak-crypto,,,"Replace the certificate with one using RSA 2048-bit or higher, or ECC P-256 or higher keys.","Certificate lifecycle or cryptographic configuration may not satisfy confidentiality, integrity, or availability expectations.","Renew, rotate, or reconfigure certificates and retain evidence of the effective cryptographic state.","Review each returned query row as an exception candidate, validate row-level scope, and retain the query result as audit evidence."
cert-weak-signature,Certificates Using Weak Signature Algorithms,certificate,policies/certificate/cert-weak-signature.yaml,active,high,certificate,,certificate,policy,query,cryptographic_control,examine,CIS Controls v8; ISO 27001:2022; NIST 800-53 r5; PCI DSS v4.0.1; SOC 2,CIS Controls v8 3; ISO 27001:2022 A.8.24; NIST 800-53 r5 SC-12; NIST 800-53 r5 SC-13; NIST 800-53 r5 SC-23; NIST 800-53 r5 SC-28; NIST 800-53 r5 SC-8; PCI DSS v4.0.1 3.5; PCI DSS v4.0.1 4.2; SOC 2 C1.1; SOC 2 CC6.7,CIS Controls v8 3 Data Protection; ISO 27001:2022 A.8 Technology Controls; NIST 800-53 r5 SC System and Communications Protection; PCI DSS v4.0.1 3 Account Data Protection; PCI DSS v4.0.1 4 Transmission Protection; SOC 2 C1 Confidentiality; SOC 2 CC6 Logical and Physical Access,certificate; sha1; ssl; tls; weak-crypto,assessment:examine; certificate; evidence:cryptographic_control; policy; query,assessment:examine; certificate; evidence:cryptographic_control; policy; query; sha1; ssl; tls; weak-crypto,,,Replace the certificate with one using SHA-256 or stronger signature algorithm. Contact your certificate authority to issue a new certificate.,"Certificate lifecycle or cryptographic configuration may not satisfy confidentiality, integrity, or availability expectations.","Renew, rotate, or reconfigure certificates and retain evidence of the effective cryptographic state.","Review each returned query row as an exception candidate, validate row-level scope, and retain the query result as audit evidence."
cicd-artifact-signature-required,Cicd Artifact Signature Required,cicd,policies/cicd/cicd-artifact-signature-required.yaml,active,medium,cicd,cicd::artifact,,policy,cel,delivery_pipeline_control,examine; test,ISO 27001:2022; NIST 800-53 r5; SOC 2,ISO 27001:2022 A.8.25; ISO 27001:2022 A.8.32; ISO 27001:2022 A.8.8; NIST 800-53 r5 SA-10; NIST 800-53 r5 SA-15; NIST 800-53 r5 SR-4; SOC 2 CC6.1; SOC 2 CC7.1; SOC 2 CC8.1,ISO 27001:2022 A.8 Technology Controls; NIST 800-53 r5 SA System and Services Acquisition; NIST 800-53 r5 SR Supply Chain Risk Management; SOC 2 CC6 Logical and Physical Access; SOC 2 CC7 System Operations; SOC 2 CC8 Change Management,artifact; artifacts; cicd; generated; signing,assessment:examine; assessment:test; cel; cicd; evidence:delivery_pipeline_control; policy,artifact; artifacts; assessment:examine; assessment:test; cel; cicd; evidence:delivery_pipeline_control; generated; policy; signing,CHANGE_CONTROL; SUPPLY_CHAIN,,"Restore artifact signature required controls to the approved state, capture owner approval, and retain evidence from the authoritative system.","Build, deployment, or release controls may allow unauthorized changes, secret exposure, or unreviewed execution.","Harden pipeline configuration, protect credentials and runners, and retain pipeline configuration evidence.",Review the normalized resource snapshot and the evaluated policy conditions to confirm the failed configuration state.
cicd-build-logs-public,Cicd Build Logs Public,cicd,policies/cicd/cicd-build-logs-public.yaml,active,high,cicd,cicd::build,,policy,cel,delivery_pipeline_control,examine; test,ISO 27001:2022; NIST 800-53 r5; SOC 2,ISO 27001:2022 A.8.25; ISO 27001:2022 A.8.32; ISO 27001:2022 A.8.8; NIST 800-53 r5 SA-10; NIST 800-53 r5 SA-15; NIST 800-53 r5 SR-4; SOC 2 CC6.1; SOC 2 CC7.1; SOC 2 CC8.1,ISO 27001:2022 A.8 Technology Controls; NIST 800-53 r5 SA System and Services Acquisition; NIST 800-53 r5 SR Supply Chain Risk Management; SOC 2 CC6 Logical and Physical Access; SOC 2 CC7 System Operations; SOC 2 CC8 Change Management,build; cicd; generated; logs; public-access,assessment:examine; assessment:test; cel; cicd; evidence:delivery_pipeline_control; policy,assessment:examine; assessment:test; build; cel; cicd; evidence:delivery_pipeline_control; generated; logs; policy; public-access,CHANGE_CONTROL; SUPPLY_CHAIN,,"Restore build logs public controls to the approved state, capture owner approval, and retain evidence from the authoritative system.","Build, deployment, or release controls may allow unauthorized changes, secret exposure, or unreviewed execution.","Harden pipeline configuration, protect credentials and runners, and retain pipeline configuration evidence.",Review the normalized resource snapshot and the evaluated policy conditions to confirm the failed configuration state.
cicd-build-provenance-required,Cicd Build Provenance Required,cicd,policies/cicd/cicd-build-provenance-required.yaml,active,medium,cicd,cicd::build,,policy,cel,delivery_pipeline_control,examine; test,ISO 27001:2022; NIST 800-53 r5; SOC 2,ISO 27001:2022 A.8.25; ISO 27001:2022 A.8.32; ISO 27001:2022 A.8.8; NIST 800-53 r5 SA-10; NIST 800-53 r5 SA-15; NIST 800-53 r5 SR-4; SOC 2 CC6.1; SOC 2 CC7.1; SOC 2 CC8.1,ISO 27001:2022 A.8 Technology Controls; NIST 800-53 r5 SA System and Services Acquisition; NIST 800-53 r5 SR Supply Chain Risk Management; SOC 2 CC6 Logical and Physical Access; SOC 2 CC7 System Operations; SOC 2 CC8 Change Management,build; cicd; generated; provenance; slsa,assessment:examine; assessment:test; cel; cicd; evidence:delivery_pipeline_control; policy,assessment:examine; assessment:test; build; cel; cicd; evidence:delivery_pipeline_control; generated; policy; provenance; slsa,CHANGE_CONTROL; SUPPLY_CHAIN,,"Restore build provenance required controls to the approved state, capture owner approval, and retain evidence from the authoritative system.","Build, deployment, or release controls may allow unauthorized changes, secret exposure, or unreviewed execution.","Harden pipeline configuration, protect credentials and runners, and retain pipeline configuration evidence.",Review the normalized resource snapshot and the evaluated policy conditions to confirm the failed configuration state.
