framework,control_id,control_ref,control_family,related_framework,related_control_id,related_control_ref,related_control_family,relationship,evidence_use,finding_id,finding_name,pack_id,source_id,evaluation_mode,severity,status,maturity,rationale
ISO 27001:2022,A.8.15,ISO 27001:2022 A.8.15,ISO 27001:2022 A.8 Technology Controls,ISO 27001:2022,A.8.16,ISO 27001:2022 A.8.16,ISO 27001:2022 A.8 Technology Controls,evidence_dependency,review_hint,github-secops-secret-sendgrid-api-key-resolution-false-positive,GitHub Secret Scanning Sendgrid Api Key Resolution False Positive,policy,policy,event,medium,active,candidate,Logging evidence should be reviewed with monitoring evidence so retained events are tied to active detection or alert handling.
ISO 27001:2022,A.8.15,ISO 27001:2022 A.8.15,ISO 27001:2022 A.8 Technology Controls,ISO 27001:2022,A.8.16,ISO 27001:2022 A.8.16,ISO 27001:2022 A.8 Technology Controls,evidence_dependency,review_hint,github-secops-secret-sendgrid-api-key-resolution-used-in-tests,GitHub Secret Scanning Sendgrid Api Key Resolution Used In Tests,policy,policy,event,medium,active,candidate,Logging evidence should be reviewed with monitoring evidence so retained events are tied to active detection or alert handling.
ISO 27001:2022,A.8.15,ISO 27001:2022 A.8.15,ISO 27001:2022 A.8 Technology Controls,ISO 27001:2022,A.8.16,ISO 27001:2022 A.8.16,ISO 27001:2022 A.8 Technology Controls,evidence_dependency,review_hint,github-secops-secret-sendgrid-api-key-resolution-wont-fix,GitHub Secret Scanning Sendgrid Api Key Resolution Wont Fix,policy,policy,event,medium,active,candidate,Logging evidence should be reviewed with monitoring evidence so retained events are tied to active detection or alert handling.
ISO 27001:2022,A.8.15,ISO 27001:2022 A.8.15,ISO 27001:2022 A.8 Technology Controls,ISO 27001:2022,A.8.16,ISO 27001:2022 A.8.16,ISO 27001:2022 A.8 Technology Controls,evidence_dependency,review_hint,github-secops-secret-slack-webhook-url-open,GitHub Secret Scanning Slack Webhook Url Alert Open,policy,policy,event,high,active,candidate,Logging evidence should be reviewed with monitoring evidence so retained events are tied to active detection or alert handling.
ISO 27001:2022,A.8.15,ISO 27001:2022 A.8.15,ISO 27001:2022 A.8 Technology Controls,ISO 27001:2022,A.8.16,ISO 27001:2022 A.8.16,ISO 27001:2022 A.8 Technology Controls,evidence_dependency,review_hint,github-secops-secret-slack-webhook-url-push-protection-bypassed,GitHub Secret Scanning Slack Webhook Url Push Protection Bypassed,policy,policy,event,critical,active,candidate,Logging evidence should be reviewed with monitoring evidence so retained events are tied to active detection or alert handling.
ISO 27001:2022,A.8.15,ISO 27001:2022 A.8.15,ISO 27001:2022 A.8 Technology Controls,ISO 27001:2022,A.8.16,ISO 27001:2022 A.8.16,ISO 27001:2022 A.8 Technology Controls,evidence_dependency,review_hint,github-secops-secret-slack-webhook-url-resolution-false-positive,GitHub Secret Scanning Slack Webhook Url Resolution False Positive,policy,policy,event,medium,active,candidate,Logging evidence should be reviewed with monitoring evidence so retained events are tied to active detection or alert handling.
ISO 27001:2022,A.8.15,ISO 27001:2022 A.8.15,ISO 27001:2022 A.8 Technology Controls,ISO 27001:2022,A.8.16,ISO 27001:2022 A.8.16,ISO 27001:2022 A.8 Technology Controls,evidence_dependency,review_hint,github-secops-secret-slack-webhook-url-resolution-used-in-tests,GitHub Secret Scanning Slack Webhook Url Resolution Used In Tests,policy,policy,event,medium,active,candidate,Logging evidence should be reviewed with monitoring evidence so retained events are tied to active detection or alert handling.
ISO 27001:2022,A.8.15,ISO 27001:2022 A.8.15,ISO 27001:2022 A.8 Technology Controls,ISO 27001:2022,A.8.16,ISO 27001:2022 A.8.16,ISO 27001:2022 A.8 Technology Controls,evidence_dependency,review_hint,github-secops-secret-slack-webhook-url-resolution-wont-fix,GitHub Secret Scanning Slack Webhook Url Resolution Wont Fix,policy,policy,event,medium,active,candidate,Logging evidence should be reviewed with monitoring evidence so retained events are tied to active detection or alert handling.
ISO 27001:2022,A.8.15,ISO 27001:2022 A.8.15,ISO 27001:2022 A.8 Technology Controls,ISO 27001:2022,A.8.16,ISO 27001:2022 A.8.16,ISO 27001:2022 A.8 Technology Controls,evidence_dependency,review_hint,github-secops-secret-ssh-private-key-open,GitHub Secret Scanning Ssh Private Key Alert Open,policy,policy,event,critical,active,candidate,Logging evidence should be reviewed with monitoring evidence so retained events are tied to active detection or alert handling.
ISO 27001:2022,A.8.15,ISO 27001:2022 A.8.15,ISO 27001:2022 A.8 Technology Controls,ISO 27001:2022,A.8.16,ISO 27001:2022 A.8.16,ISO 27001:2022 A.8 Technology Controls,evidence_dependency,review_hint,github-secops-secret-ssh-private-key-push-protection-bypassed,GitHub Secret Scanning Ssh Private Key Push Protection Bypassed,policy,policy,event,critical,active,candidate,Logging evidence should be reviewed with monitoring evidence so retained events are tied to active detection or alert handling.
ISO 27001:2022,A.8.15,ISO 27001:2022 A.8.15,ISO 27001:2022 A.8 Technology Controls,ISO 27001:2022,A.8.16,ISO 27001:2022 A.8.16,ISO 27001:2022 A.8 Technology Controls,evidence_dependency,review_hint,github-secops-secret-ssh-private-key-resolution-false-positive,GitHub Secret Scanning Ssh Private Key Resolution False Positive,policy,policy,event,high,active,candidate,Logging evidence should be reviewed with monitoring evidence so retained events are tied to active detection or alert handling.
ISO 27001:2022,A.8.15,ISO 27001:2022 A.8.15,ISO 27001:2022 A.8 Technology Controls,ISO 27001:2022,A.8.16,ISO 27001:2022 A.8.16,ISO 27001:2022 A.8 Technology Controls,evidence_dependency,review_hint,github-secops-secret-ssh-private-key-resolution-used-in-tests,GitHub Secret Scanning Ssh Private Key Resolution Used In Tests,policy,policy,event,high,active,candidate,Logging evidence should be reviewed with monitoring evidence so retained events are tied to active detection or alert handling.
ISO 27001:2022,A.8.15,ISO 27001:2022 A.8.15,ISO 27001:2022 A.8 Technology Controls,ISO 27001:2022,A.8.16,ISO 27001:2022 A.8.16,ISO 27001:2022 A.8 Technology Controls,evidence_dependency,review_hint,github-secops-secret-ssh-private-key-resolution-wont-fix,GitHub Secret Scanning Ssh Private Key Resolution Wont Fix,policy,policy,event,high,active,candidate,Logging evidence should be reviewed with monitoring evidence so retained events are tied to active detection or alert handling.
ISO 27001:2022,A.8.15,ISO 27001:2022 A.8.15,ISO 27001:2022 A.8 Technology Controls,ISO 27001:2022,A.8.16,ISO 27001:2022 A.8.16,ISO 27001:2022 A.8 Technology Controls,evidence_dependency,review_hint,github-secops-secret-stripe-live-secret-key-open,GitHub Secret Scanning Stripe Live Secret Key Alert Open,policy,policy,event,high,active,candidate,Logging evidence should be reviewed with monitoring evidence so retained events are tied to active detection or alert handling.
ISO 27001:2022,A.8.15,ISO 27001:2022 A.8.15,ISO 27001:2022 A.8 Technology Controls,ISO 27001:2022,A.8.16,ISO 27001:2022 A.8.16,ISO 27001:2022 A.8 Technology Controls,evidence_dependency,review_hint,github-secops-secret-stripe-live-secret-key-push-protection-bypassed,GitHub Secret Scanning Stripe Live Secret Key Push Protection Bypassed,policy,policy,event,critical,active,candidate,Logging evidence should be reviewed with monitoring evidence so retained events are tied to active detection or alert handling.
ISO 27001:2022,A.8.15,ISO 27001:2022 A.8.15,ISO 27001:2022 A.8 Technology Controls,ISO 27001:2022,A.8.16,ISO 27001:2022 A.8.16,ISO 27001:2022 A.8 Technology Controls,evidence_dependency,review_hint,github-secops-secret-stripe-live-secret-key-resolution-false-positive,GitHub Secret Scanning Stripe Live Secret Key Resolution False Positive,policy,policy,event,medium,active,candidate,Logging evidence should be reviewed with monitoring evidence so retained events are tied to active detection or alert handling.
ISO 27001:2022,A.8.15,ISO 27001:2022 A.8.15,ISO 27001:2022 A.8 Technology Controls,ISO 27001:2022,A.8.16,ISO 27001:2022 A.8.16,ISO 27001:2022 A.8 Technology Controls,evidence_dependency,review_hint,github-secops-secret-stripe-live-secret-key-resolution-used-in-tests,GitHub Secret Scanning Stripe Live Secret Key Resolution Used In Tests,policy,policy,event,medium,active,candidate,Logging evidence should be reviewed with monitoring evidence so retained events are tied to active detection or alert handling.
ISO 27001:2022,A.8.15,ISO 27001:2022 A.8.15,ISO 27001:2022 A.8 Technology Controls,ISO 27001:2022,A.8.16,ISO 27001:2022 A.8.16,ISO 27001:2022 A.8 Technology Controls,evidence_dependency,review_hint,github-secops-secret-stripe-live-secret-key-resolution-wont-fix,GitHub Secret Scanning Stripe Live Secret Key Resolution Wont Fix,policy,policy,event,medium,active,candidate,Logging evidence should be reviewed with monitoring evidence so retained events are tied to active detection or alert handling.
ISO 27001:2022,A.8.15,ISO 27001:2022 A.8.15,ISO 27001:2022 A.8 Technology Controls,ISO 27001:2022,A.8.16,ISO 27001:2022 A.8.16,ISO 27001:2022 A.8 Technology Controls,evidence_dependency,review_hint,github-secops-secret-twilio-api-key-open,GitHub Secret Scanning Twilio Api Key Alert Open,policy,policy,event,high,active,candidate,Logging evidence should be reviewed with monitoring evidence so retained events are tied to active detection or alert handling.
ISO 27001:2022,A.8.15,ISO 27001:2022 A.8.15,ISO 27001:2022 A.8 Technology Controls,ISO 27001:2022,A.8.16,ISO 27001:2022 A.8.16,ISO 27001:2022 A.8 Technology Controls,evidence_dependency,review_hint,github-secops-secret-twilio-api-key-push-protection-bypassed,GitHub Secret Scanning Twilio Api Key Push Protection Bypassed,policy,policy,event,critical,active,candidate,Logging evidence should be reviewed with monitoring evidence so retained events are tied to active detection or alert handling.
ISO 27001:2022,A.8.15,ISO 27001:2022 A.8.15,ISO 27001:2022 A.8 Technology Controls,ISO 27001:2022,A.8.16,ISO 27001:2022 A.8.16,ISO 27001:2022 A.8 Technology Controls,evidence_dependency,review_hint,github-secops-secret-twilio-api-key-resolution-false-positive,GitHub Secret Scanning Twilio Api Key Resolution False Positive,policy,policy,event,medium,active,candidate,Logging evidence should be reviewed with monitoring evidence so retained events are tied to active detection or alert handling.
ISO 27001:2022,A.8.15,ISO 27001:2022 A.8.15,ISO 27001:2022 A.8 Technology Controls,ISO 27001:2022,A.8.16,ISO 27001:2022 A.8.16,ISO 27001:2022 A.8 Technology Controls,evidence_dependency,review_hint,github-secops-secret-twilio-api-key-resolution-used-in-tests,GitHub Secret Scanning Twilio Api Key Resolution Used In Tests,policy,policy,event,medium,active,candidate,Logging evidence should be reviewed with monitoring evidence so retained events are tied to active detection or alert handling.
ISO 27001:2022,A.8.15,ISO 27001:2022 A.8.15,ISO 27001:2022 A.8 Technology Controls,ISO 27001:2022,A.8.16,ISO 27001:2022 A.8.16,ISO 27001:2022 A.8 Technology Controls,evidence_dependency,review_hint,github-secops-secret-twilio-api-key-resolution-wont-fix,GitHub Secret Scanning Twilio Api Key Resolution Wont Fix,policy,policy,event,medium,active,candidate,Logging evidence should be reviewed with monitoring evidence so retained events are tied to active detection or alert handling.
ISO 27001:2022,A.8.15,ISO 27001:2022 A.8.15,ISO 27001:2022 A.8 Technology Controls,ISO 27001:2022,A.8.16,ISO 27001:2022 A.8.16,ISO 27001:2022 A.8 Technology Controls,evidence_dependency,review_hint,grc-failing-control-test-unhealthy-integration,GRC Failing Control Test On Unhealthy Integration,grc,grc,graph,high,open,test,Logging evidence should be reviewed with monitoring evidence so retained events are tied to active detection or alert handling.
ISO 27001:2022,A.8.15,ISO 27001:2022 A.8.15,ISO 27001:2022 A.8 Technology Controls,ISO 27001:2022,A.8.16,ISO 27001:2022 A.8.16,ISO 27001:2022 A.8 Technology Controls,evidence_dependency,review_hint,network-ids-coverage,Network IDS/IPS Coverage,policy,policy,event,high,active,candidate,Logging evidence should be reviewed with monitoring evidence so retained events are tied to active detection or alert handling.
ISO 27001:2022,A.8.15,ISO 27001:2022 A.8.15,ISO 27001:2022 A.8 Technology Controls,ISO 27001:2022,A.8.16,ISO 27001:2022 A.8.16,ISO 27001:2022 A.8 Technology Controls,evidence_dependency,review_hint,pci-audit-retention,Audit Log Retention 1 Year,policy,policy,event,high,active,candidate,Logging evidence should be reviewed with monitoring evidence so retained events are tied to active detection or alert handling.
ISO 27001:2022,A.8.15,ISO 27001:2022 A.8.15,ISO 27001:2022 A.8 Technology Controls,ISO 27001:2022,A.8.16,ISO 27001:2022 A.8.16,ISO 27001:2022 A.8 Technology Controls,evidence_dependency,review_hint,pci-audit-trail-enabled,Audit Trails Enabled for CDE Systems,policy,policy,event,high,active,candidate,Logging evidence should be reviewed with monitoring evidence so retained events are tied to active detection or alert handling.
ISO 27001:2022,A.8.15,ISO 27001:2022 A.8.15,ISO 27001:2022 A.8 Technology Controls,ISO 27001:2022,A.8.16,ISO 27001:2022 A.8.16,ISO 27001:2022 A.8 Technology Controls,evidence_dependency,review_hint,pci-unique-user-ids,Unique User IDs for CDE Access,policy,policy,event,high,active,candidate,Logging evidence should be reviewed with monitoring evidence so retained events are tied to active detection or alert handling.
ISO 27001:2022,A.8.15,ISO 27001:2022 A.8.15,ISO 27001:2022 A.8 Technology Controls,ISO 27001:2022,A.8.16,ISO 27001:2022 A.8.16,ISO 27001:2022 A.8 Technology Controls,evidence_dependency,review_hint,secrets-access-audit,Secrets Access Auditing Enabled,policy,policy,event,medium,active,candidate,Logging evidence should be reviewed with monitoring evidence so retained events are tied to active detection or alert handling.
ISO 27701,7.2.6,ISO 27701 7.2.6,ISO 27701 7 PII Controller Controls,ISO 27701,7.2.8,ISO 27701 7.2.8,ISO 27701 7 PII Controller Controls,sibling_scope,review_hint,vendor-dpa-exists,Vendor Data Processing Agreement Exists,policy,policy,event,high,active,candidate,Controller privacy findings should be reviewed with the adjacent controller evidence for the same processing activity.
ISO 27701,7.2.6,ISO 27701 7.2.6,ISO 27701 7 PII Controller Controls,ISO 27701,8.2.1,ISO 27701 8.2.1,ISO 27701 8 PII Processor Controls,processor_dependency,review_hint,vendor-dpa-exists,Vendor Data Processing Agreement Exists,policy,policy,event,high,active,candidate,Controller-side privacy evidence should prompt processor-side evidence review when a third party handles the same personal data.
ISO 42001,10.1,ISO 42001 10.1,ISO 42001 10 Improvement,ISO 42001,10.2,ISO 42001 10.2,ISO 42001 10 Improvement,corrective_action,review_hint,ai-incident-response,AI Incident Response Plan,policy,policy,event,high,active,candidate,AI nonconformity evidence should point reviewers to corrective-action evidence before the issue is treated as closed.
ISO 42001,6.1,ISO 42001 6.1,ISO 42001 6 Planning,ISO 42001,6.2,ISO 42001 6.2,ISO 42001 6 Planning,planning_dependency,review_hint,ai-bias-testing,AI Model Bias Testing Performed,policy,policy,event,high,active,candidate,AI risk-treatment findings should be reviewed with measurable AI objectives so risk work leads to tracked commitments.
ISO 42001,6.1,ISO 42001 6.1,ISO 42001 6 Planning,ISO 42001,6.2,ISO 42001 6.2,ISO 42001 6 Planning,planning_dependency,review_hint,ai-risk-assessment,AI Model Risk Assessment Completed,policy,policy,event,high,active,candidate,AI risk-treatment findings should be reviewed with measurable AI objectives so risk work leads to tracked commitments.
ISO 42001,6.1,ISO 42001 6.1,ISO 42001 6 Planning,ISO 42001,6.2,ISO 42001 6.2,ISO 42001 6 Planning,planning_dependency,review_hint,aws-bedrock-model-no-guardrails,Bedrock Model Without Guardrails,policy,policy,event,medium,active,candidate,AI risk-treatment findings should be reviewed with measurable AI objectives so risk work leads to tracked commitments.
ISO 42001,7.1,ISO 42001 7.1,ISO 42001 7 Support,ISO 42001,7.2,ISO 42001 7.2,ISO 42001 7 Support,evidence_dependency,review_hint,ai-model-inventory,AI Model Inventory Maintained,policy,policy,event,medium,active,candidate,AI resource findings should be reviewed with competence evidence for the teams operating or overseeing the system.
ISO 42001,7.1,ISO 42001 7.1,ISO 42001 7 Support,ISO 42001,7.3,ISO 42001 7.3,ISO 42001 7 Support,evidence_dependency,review_hint,ai-model-inventory,AI Model Inventory Maintained,policy,policy,event,medium,active,candidate,AI resource findings should be reviewed with awareness evidence so operators know the limits and required controls.
ISO 42001,9.1,ISO 42001 9.1,ISO 42001 9 Performance Evaluation,ISO 42001,9.3,ISO 42001 9.3,ISO 42001 9 Performance Evaluation,evidence_dependency,review_hint,ai-human-oversight,AI High-Risk Decisions Human Oversight,policy,policy,event,high,active,candidate,"AI monitoring findings should be reviewed with management-review evidence so drift, failures, or risk changes reach accountable owners."
ISO 42001,9.1,ISO 42001 9.1,ISO 42001 9 Performance Evaluation,ISO 42001,9.3,ISO 42001 9.3,ISO 42001 9 Performance Evaluation,evidence_dependency,review_hint,ai-model-monitoring,AI Model Performance Monitoring,policy,policy,event,medium,active,candidate,"AI monitoring findings should be reviewed with management-review evidence so drift, failures, or risk changes reach accountable owners."
ISO 42001,9.1,ISO 42001 9.1,ISO 42001 9 Performance Evaluation,ISO 42001,9.3,ISO 42001 9.3,ISO 42001 9 Performance Evaluation,evidence_dependency,review_hint,aws-bedrock-model-no-guardrails,Bedrock Model Without Guardrails,policy,policy,event,medium,active,candidate,"AI monitoring findings should be reviewed with management-review evidence so drift, failures, or risk changes reach accountable owners."
ISO 42001,A.2.2,ISO 42001 A.2.2,ISO 42001 A.2 Policies,ISO 42001,A.6.2.4,ISO 42001 A.6.2.4,ISO 42001 A.6 Lifecycle,operating_context,review_hint,ai-agent-human-approval-destructive-actions,AI Agent Human Approval Destructive Actions,policy,policy,event,high,active,candidate,AI policy or use-case findings should be reviewed with impact-assessment evidence for the affected AI system.
ISO 42001,A.2.2,ISO 42001 A.2.2,ISO 42001 A.2 Policies,ISO 42001,A.6.2.4,ISO 42001 A.6.2.4,ISO 42001 A.6 Lifecycle,operating_context,review_hint,ai-agent-secret-redaction,AI Agent Secret Redaction,policy,policy,event,medium,active,candidate,AI policy or use-case findings should be reviewed with impact-assessment evidence for the affected AI system.
ISO 42001,A.2.2,ISO 42001 A.2.2,ISO 42001 A.2 Policies,ISO 42001,A.6.2.4,ISO 42001 A.6.2.4,ISO 42001 A.6 Lifecycle,operating_context,review_hint,ai-agent-tool-allowlist-required,AI Agent Tool Allowlist Required,policy,policy,event,medium,active,candidate,AI policy or use-case findings should be reviewed with impact-assessment evidence for the affected AI system.
ISO 42001,A.2.2,ISO 42001 A.2.2,ISO 42001 A.2 Policies,ISO 42001,A.6.2.4,ISO 42001 A.6.2.4,ISO 42001 A.6 Lifecycle,operating_context,review_hint,ai-data-retention-reviewed,AI Data Retention Reviewed,policy,policy,event,medium,active,candidate,AI policy or use-case findings should be reviewed with impact-assessment evidence for the affected AI system.
ISO 42001,A.2.2,ISO 42001 A.2.2,ISO 42001 A.2 Policies,ISO 42001,A.6.2.4,ISO 42001 A.6.2.4,ISO 42001 A.6 Lifecycle,operating_context,review_hint,ai-embedding-store-encrypted,AI Embedding Store Encrypted,policy,policy,event,medium,active,candidate,AI policy or use-case findings should be reviewed with impact-assessment evidence for the affected AI system.
ISO 42001,A.2.2,ISO 42001 A.2.2,ISO 42001 A.2 Policies,ISO 42001,A.6.2.4,ISO 42001 A.6.2.4,ISO 42001 A.6 Lifecycle,operating_context,review_hint,ai-foundation-model-safety-card-required,AI Foundation Model Safety Card Required,policy,policy,event,medium,active,candidate,AI policy or use-case findings should be reviewed with impact-assessment evidence for the affected AI system.
ISO 42001,A.2.2,ISO 42001 A.2.2,ISO 42001 A.2 Policies,ISO 42001,A.6.2.4,ISO 42001 A.6.2.4,ISO 42001 A.6 Lifecycle,operating_context,review_hint,ai-genai-secure-development-review,AI Genai Secure Development Review,policy,policy,event,medium,active,candidate,AI policy or use-case findings should be reviewed with impact-assessment evidence for the affected AI system.
ISO 42001,A.2.2,ISO 42001 A.2.2,ISO 42001 A.2 Policies,ISO 42001,A.6.2.4,ISO 42001 A.6.2.4,ISO 42001 A.6 Lifecycle,operating_context,review_hint,ai-high-risk-use-case-registered,AI High Risk Use Case Registered,policy,policy,event,medium,active,candidate,AI policy or use-case findings should be reviewed with impact-assessment evidence for the affected AI system.
ISO 42001,A.2.2,ISO 42001 A.2.2,ISO 42001 A.2 Policies,ISO 42001,A.6.2.4,ISO 42001 A.6.2.4,ISO 42001 A.6 Lifecycle,operating_context,review_hint,ai-model-evaluation-before-release,AI Model Evaluation Before Release,policy,policy,event,medium,active,candidate,AI policy or use-case findings should be reviewed with impact-assessment evidence for the affected AI system.
ISO 42001,A.2.2,ISO 42001 A.2.2,ISO 42001 A.2 Policies,ISO 42001,A.6.2.4,ISO 42001 A.6.2.4,ISO 42001 A.6 Lifecycle,operating_context,review_hint,ai-model-incident-runbook,AI Model Incident Runbook,policy,policy,event,medium,active,candidate,AI policy or use-case findings should be reviewed with impact-assessment evidence for the affected AI system.
ISO 42001,A.2.2,ISO 42001 A.2.2,ISO 42001 A.2 Policies,ISO 42001,A.6.2.4,ISO 42001 A.6.2.4,ISO 42001 A.6 Lifecycle,operating_context,review_hint,ai-model-monitoring-drift-threshold,AI Model Monitoring Drift Threshold,policy,policy,event,medium,active,candidate,AI policy or use-case findings should be reviewed with impact-assessment evidence for the affected AI system.
ISO 42001,A.2.2,ISO 42001 A.2.2,ISO 42001 A.2 Policies,ISO 42001,A.6.2.4,ISO 42001 A.6.2.4,ISO 42001 A.6 Lifecycle,operating_context,review_hint,ai-model-rate-limit-cost-guardrail,AI Model Rate Limit Cost Guardrail,policy,policy,event,medium,active,candidate,AI policy or use-case findings should be reviewed with impact-assessment evidence for the affected AI system.
ISO 42001,A.2.2,ISO 42001 A.2.2,ISO 42001 A.2 Policies,ISO 42001,A.6.2.4,ISO 42001 A.6.2.4,ISO 42001 A.6 Lifecycle,operating_context,review_hint,ai-model-supply-chain-attestation,AI Model Supply Chain Attestation,policy,policy,event,medium,active,candidate,AI policy or use-case findings should be reviewed with impact-assessment evidence for the affected AI system.
ISO 42001,A.2.2,ISO 42001 A.2.2,ISO 42001 A.2 Policies,ISO 42001,A.6.2.4,ISO 42001 A.6.2.4,ISO 42001 A.6 Lifecycle,operating_context,review_hint,ai-prompt-injection-test-coverage,AI Prompt Injection Test Coverage,policy,policy,event,medium,active,candidate,AI policy or use-case findings should be reviewed with impact-assessment evidence for the affected AI system.
ISO 42001,A.2.2,ISO 42001 A.2.2,ISO 42001 A.2 Policies,ISO 42001,A.6.2.4,ISO 42001 A.6.2.4,ISO 42001 A.6 Lifecycle,operating_context,review_hint,ai-rag-source-citation-required,AI Rag Source Citation Required,policy,policy,event,medium,active,candidate,AI policy or use-case findings should be reviewed with impact-assessment evidence for the affected AI system.
ISO 42001,A.2.2,ISO 42001 A.2.2,ISO 42001 A.2 Policies,ISO 42001,A.6.2.4,ISO 42001 A.6.2.4,ISO 42001 A.6 Lifecycle,operating_context,review_hint,ai-rag-vector-index-access-control,AI Rag Vector Index Access Control,policy,policy,event,medium,active,candidate,AI policy or use-case findings should be reviewed with impact-assessment evidence for the affected AI system.
ISO 42001,A.2.2,ISO 42001 A.2.2,ISO 42001 A.2 Policies,ISO 42001,A.6.2.4,ISO 42001 A.6.2.4,ISO 42001 A.6 Lifecycle,operating_context,review_hint,ai-sensitive-output-filtering,AI Sensitive Output Filtering,policy,policy,event,medium,active,candidate,AI policy or use-case findings should be reviewed with impact-assessment evidence for the affected AI system.
ISO 42001,A.2.2,ISO 42001 A.2.2,ISO 42001 A.2 Policies,ISO 42001,A.6.2.4,ISO 42001 A.6.2.4,ISO 42001 A.6 Lifecycle,operating_context,review_hint,ai-system-owner-assigned,AI System Owner Assigned,policy,policy,event,medium,active,candidate,AI policy or use-case findings should be reviewed with impact-assessment evidence for the affected AI system.
ISO 42001,A.2.2,ISO 42001 A.2.2,ISO 42001 A.2 Policies,ISO 42001,A.6.2.4,ISO 42001 A.6.2.4,ISO 42001 A.6 Lifecycle,operating_context,review_hint,ai-third-party-model-risk-review,AI Third Party Model Risk Review,policy,policy,event,medium,active,candidate,AI policy or use-case findings should be reviewed with impact-assessment evidence for the affected AI system.
ISO 42001,A.2.2,ISO 42001 A.2.2,ISO 42001 A.2 Policies,ISO 42001,A.6.2.4,ISO 42001 A.6.2.4,ISO 42001 A.6 Lifecycle,operating_context,review_hint,ai-training-data-provenance,AI Training Data Provenance,policy,policy,event,medium,active,candidate,AI policy or use-case findings should be reviewed with impact-assessment evidence for the affected AI system.
ISO 42001,A.2.2,ISO 42001 A.2.2,ISO 42001 A.2 Policies,ISO 42001,A.6.2.4,ISO 42001 A.6.2.4,ISO 42001 A.6 Lifecycle,operating_context,review_hint,aws-bedrock-agent-action-group-approval-required,AWS Bedrock Agent Action Group Approval Required,policy,policy,event,high,active,candidate,AI policy or use-case findings should be reviewed with impact-assessment evidence for the affected AI system.
ISO 42001,A.2.2,ISO 42001 A.2.2,ISO 42001 A.2 Policies,ISO 42001,A.6.2.4,ISO 42001 A.6.2.4,ISO 42001 A.6 Lifecycle,operating_context,review_hint,aws-bedrock-guardrail-content-filter-enabled,AWS Bedrock Guardrail Content Filter Enabled,policy,policy,event,medium,active,candidate,AI policy or use-case findings should be reviewed with impact-assessment evidence for the affected AI system.
ISO 42001,A.2.2,ISO 42001 A.2.2,ISO 42001 A.2 Policies,ISO 42001,A.6.2.4,ISO 42001 A.6.2.4,ISO 42001 A.6 Lifecycle,operating_context,review_hint,aws-bedrock-knowledge-base-encrypted,AWS Bedrock Knowledge Base Encrypted,policy,policy,event,medium,active,candidate,AI policy or use-case findings should be reviewed with impact-assessment evidence for the affected AI system.
ISO 42001,A.2.2,ISO 42001 A.2.2,ISO 42001 A.2 Policies,ISO 42001,A.6.2.4,ISO 42001 A.6.2.4,ISO 42001 A.6 Lifecycle,operating_context,review_hint,aws-bedrock-model-invocation-logging-enabled,AWS Bedrock Model Invocation Logging Enabled,policy,policy,event,medium,active,candidate,AI policy or use-case findings should be reviewed with impact-assessment evidence for the affected AI system.
ISO 42001,A.2.2,ISO 42001 A.2.2,ISO 42001 A.2 Policies,ISO 42001,A.6.2.4,ISO 42001 A.6.2.4,ISO 42001 A.6 Lifecycle,operating_context,review_hint,aws-sagemaker-endpoint-network-isolated,AWS Sagemaker Endpoint Network Isolated,policy,policy,event,medium,active,candidate,AI policy or use-case findings should be reviewed with impact-assessment evidence for the affected AI system.
ISO 42001,A.2.2,ISO 42001 A.2.2,ISO 42001 A.2 Policies,ISO 42001,A.6.2.4,ISO 42001 A.6.2.4,ISO 42001 A.6 Lifecycle,operating_context,review_hint,aws-sagemaker-notebook-no-direct-internet,AWS Sagemaker Notebook No Direct Internet,policy,policy,event,medium,active,candidate,AI policy or use-case findings should be reviewed with impact-assessment evidence for the affected AI system.
ISO 42001,A.2.2,ISO 42001 A.2.2,ISO 42001 A.2 Policies,ISO 42001,A.6.2.4,ISO 42001 A.6.2.4,ISO 42001 A.6 Lifecycle,operating_context,review_hint,azure-openai-content-filter-enabled,Azure Openai Content Filter Enabled,policy,policy,event,medium,active,candidate,AI policy or use-case findings should be reviewed with impact-assessment evidence for the affected AI system.
ISO 42001,A.2.2,ISO 42001 A.2.2,ISO 42001 A.2 Policies,ISO 42001,A.6.2.4,ISO 42001 A.6.2.4,ISO 42001 A.6 Lifecycle,operating_context,review_hint,azure-openai-private-endpoint,Azure Openai Private Endpoint,policy,policy,event,medium,active,candidate,AI policy or use-case findings should be reviewed with impact-assessment evidence for the affected AI system.
ISO 42001,A.2.2,ISO 42001 A.2.2,ISO 42001 A.2 Policies,ISO 42001,A.6.2.4,ISO 42001 A.6.2.4,ISO 42001 A.6 Lifecycle,operating_context,review_hint,gcp-vertex-dataset-cmek,GCP Vertex Dataset Cmek,policy,policy,event,medium,active,candidate,AI policy or use-case findings should be reviewed with impact-assessment evidence for the affected AI system.
ISO 42001,A.2.2,ISO 42001 A.2.2,ISO 42001 A.2 Policies,ISO 42001,A.6.2.4,ISO 42001 A.6.2.4,ISO 42001 A.6 Lifecycle,operating_context,review_hint,gcp-vertex-model-endpoint-private,GCP Vertex Model Endpoint Private,policy,policy,event,medium,active,candidate,AI policy or use-case findings should be reviewed with impact-assessment evidence for the affected AI system.
