finding_id,name,pack_id,source_id,evaluation_mode,severity,status,maturity,resolved_audit_domain,audit_language_source,evidence_type,assessment_methods,control_ref_count,source_matched_control_ref_count,source_backed_control_ref_count,control_refs_without_source_match_count,control_refs_without_source_match,source_coverage_ref_count,source_coverage_support_levels,source_coverage_high_value_count,compliance_evidence_status,review_flags
finding-isolated-open-anchor,Open Finding Isolated From Resources,grc,graph,graph,low,open,test,grc,yaml:defaults; yaml:domain:grc,governance_risk_compliance,examine; interview,2,0,0,2,ISO 27001:2022 A.5.35; SOC 2 CC7.1,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
gcp-audit-logging-enabled,Audit Logging Enabled,policy,policy,event,high,active,candidate,gcp,catalog,cloud_configuration,examine; test,8,4,4,4,NIST 800-53 r5 AU-12; PCI DSS v4.0.1 10.2; PCI DSS v4.0.1 10.3; SOC 2 CC4,3,supported,3,partial_source_backed,partial_source_backed_control_refs
gcp-bigquery-dataset-no-default-cmek,GCP Bigquery Dataset No Default Cmek,policy,policy,event,medium,active,candidate,gcp,catalog,cloud_configuration,examine; test,9,7,7,2,CIS Controls v8 6; SOC 2 CC8.1,2,supported,2,partial_source_backed,partial_source_backed_control_refs
gcp-bigquery-no-cmek,GCP BigQuery No Customer Managed Encryption,policy,policy,event,medium,active,candidate,dspm,catalog,data_security_posture,examine; test,8,0,0,8,CIS Controls v8 3; NIST 800-53 r5 IA-5; NIST 800-53 r5 SC-12; NIST 800-53 r5 SC-13; NIST 800-53 r5 SC-28; PCI DSS v4.0.1 3.5; PCI DSS v4.0.1 4.2; PCI DSS v4.0.1 8.6,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
gcp-bigquery-public,BigQuery Dataset Publicly Accessible,policy,policy,event,critical,active,candidate,gcp,catalog,cloud_configuration,examine; test,13,1,1,12,CIS Controls v8 12; CIS Controls v8 13; CIS Controls v8 5; CIS Controls v8 6; NIST 800-53 r5 AC-2; NIST 800-53 r5 AC-6; NIST 800-53 r5 SC-7; PCI DSS v4.0.1 1.3; PCI DSS v4.0.1 1.4; PCI DSS v4.0.1 7.2; SOC 2 CC6.2; SOC 2 CC6.6,1,supported,1,partial_source_backed,partial_source_backed_control_refs
gcp-bigquery-public-dataset,GCP BigQuery Public Dataset,policy,policy,event,critical,active,candidate,dspm,catalog,data_security_posture,examine; test,13,1,1,12,CIS Controls v8 12; CIS Controls v8 13; CIS Controls v8 5; CIS Controls v8 6; NIST 800-53 r5 AC-2; NIST 800-53 r5 AC-6; NIST 800-53 r5 SC-7; PCI DSS v4.0.1 1.3; PCI DSS v4.0.1 1.4; PCI DSS v4.0.1 7.2; SOC 2 CC6.2; SOC 2 CC6.6,1,supported,1,partial_source_backed,partial_source_backed_control_refs
gcp-bigquery-table-public,GCP Bigquery Table Public,policy,policy,event,high,active,candidate,gcp,catalog,cloud_configuration,examine; test,9,7,7,2,CIS Controls v8 6; SOC 2 CC8.1,2,supported,2,partial_source_backed,partial_source_backed_control_refs
gcp-bucket-public-write,GCS Bucket Allows Public Write Access,policy,policy,event,critical,active,candidate,gcp,catalog,cloud_configuration,examine; test,13,1,1,12,CIS Controls v8 12; CIS Controls v8 13; CIS Controls v8 5; CIS Controls v8 6; NIST 800-53 r5 AC-2; NIST 800-53 r5 AC-6; NIST 800-53 r5 SC-7; PCI DSS v4.0.1 1.3; PCI DSS v4.0.1 1.4; PCI DSS v4.0.1 7.2; SOC 2 CC6.2; SOC 2 CC6.6,1,supported,1,partial_source_backed,partial_source_backed_control_refs
gcp-bucket-secrets,GCS Bucket Contains Potential Credentials,policy,policy,event,high,active,candidate,gcp,catalog,cloud_configuration,examine; test,13,2,2,11,CIS Controls v8 12; CIS Controls v8 13; NIST 800-53 r5 IA-5; NIST 800-53 r5 SC-12; NIST 800-53 r5 SC-7; PCI DSS v4.0.1 1.3; PCI DSS v4.0.1 1.4; PCI DSS v4.0.1 3.5; PCI DSS v4.0.1 8.6; SOC 2 C1.1; SOC 2 CC6.6,1,supported,1,partial_source_backed,partial_source_backed_control_refs
gcp-cloud-ids-notifications,GCP Cloud IDS Notifications Configured,policy,policy,event,high,active,candidate,gcp,catalog,cloud_configuration,examine; test,6,3,3,3,ISO 27001:2022 A.5.24; ISO 27001:2022 A.5.25; NIST 800-53 r5 IR-4,3,supported,3,partial_source_backed,partial_source_backed_control_refs
gcp-cloud-run-allow-unauthenticated,GCP Cloud Run Allow Unauthenticated,policy,policy,event,high,active,candidate,api,catalog,application_access_control,examine; test,5,0,0,5,CIS Controls v8 6; NIST 800-53 r5 IA-2; NIST 800-53 r5 IA-5; PCI DSS v4.0.1 8.3; PCI DSS v4.0.1 8.4,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
gcp-cloudrun-default-service-account,Cloud Run Service Using Default Compute Service Account,policy,policy,event,high,active,candidate,gcp,catalog,cloud_configuration,examine; test,5,0,0,5,CIS Controls v8 5; CIS Controls v8 6; NIST 800-53 r5 AC-2; NIST 800-53 r5 AC-6; SOC 2 CC6.2,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
gcp-cloudrun-ingress-all,GCP Cloudrun Ingress All,policy,policy,event,medium,active,candidate,gcp,catalog,cloud_configuration,examine; test,9,3,3,6,CIS Controls v8 4; CIS Controls v8 6; NIST 800-53 r5 AC-3; NIST 800-53 r5 CM-6; SOC 2 CC6.1; SOC 2 CC8.1,1,supported,1,partial_source_backed,partial_source_backed_control_refs
gcp-cloudrun-no-vpc-connector,Cloud Run Service Without VPC Connector,policy,policy,event,low,active,candidate,gcp,catalog,cloud_configuration,examine; test,2,0,0,2,CIS Controls v8 12; NIST 800-53 r5 SC-7,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
gcp-cloudrun-public-ingress,Cloud Run Service Allows Public Internet Access,policy,policy,event,medium,active,candidate,gcp,catalog,cloud_configuration,examine; test,5,1,1,4,CIS Controls v8 12; CIS Controls v8 13; NIST 800-53 r5 SC-7; SOC 2 CC6.6,1,supported,1,partial_source_backed,partial_source_backed_control_refs
gcp-cloudrun-service-account-default,GCP Cloudrun Service Account Default,policy,policy,event,medium,active,candidate,gcp,catalog,cloud_configuration,examine; test,9,7,7,2,CIS Controls v8 6; SOC 2 CC8.1,2,supported,2,partial_source_backed,partial_source_backed_control_refs
gcp-cloudsql-no-public-ip,Cloud SQL Public IP,policy,policy,event,high,active,candidate,database,catalog,cloud_configuration,examine; test,7,0,0,7,CIS Controls v8 12; CIS Controls v8 13; NIST 800-53 r5 AC-3; NIST 800-53 r5 SC-7; PCI DSS v4.0.1 1.3; PCI DSS v4.0.1 1.4; SOC 2 CC6.6,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
gcp-compute-metadata-v1,GCP Instance Metadata v1 Enabled,policy,policy,event,high,active,candidate,gcp,catalog,cloud_configuration,examine; test,4,1,1,3,CIS Benchmarks 4.4; NIST 800-53 r5 AC-6; NIST 800-53 r5 SC-7,1,supported,1,partial_source_backed,partial_source_backed_control_refs
gcp-compute-no-default-service-account,GCP Compute No Default Service Account,policy,policy,event,medium,active,candidate,gcp,catalog,cloud_configuration,examine; test,6,1,1,5,CIS Controls v8 5; CIS Controls v8 6; NIST 800-53 r5 AC-2; NIST 800-53 r5 AC-6; PCI DSS v4.0.1 7.2,1,supported,1,partial_source_backed,partial_source_backed_control_refs
gcp-compute-no-public-ip,Compute Instance Public IP,policy,policy,event,high,active,candidate,gcp,catalog,cloud_configuration,examine; test,7,1,1,6,CIS Controls v8 12; CIS Controls v8 13; NIST 800-53 r5 SC-7; PCI DSS v4.0.1 1.3; PCI DSS v4.0.1 1.4; SOC 2 CC6.6,1,supported,1,partial_source_backed,partial_source_backed_control_refs
gcp-compute-public-ssh,GCP Instance Public IP with SSH Exposed,policy,policy,event,critical,active,candidate,gcp,catalog,cloud_configuration,examine; test,7,1,1,6,CIS Controls v8 12; CIS Controls v8 13; NIST 800-53 r5 SC-7; PCI DSS v4.0.1 1.3; PCI DSS v4.0.1 1.4; SOC 2 CC6.6,1,supported,1,partial_source_backed,partial_source_backed_control_refs
gcp-compute-serial-port-disabled,GCP Compute Serial Port Disabled,policy,policy,event,medium,active,candidate,gcp,catalog,cloud_configuration,examine; test,6,0,0,6,CIS Controls v8 5; CIS Controls v8 6; NIST 800-53 r5 AC-2; NIST 800-53 r5 AC-6; PCI DSS v4.0.1 7.2; SOC 2 CC6.2,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
gcp-compute-shielded-vm,GCP Compute Shielded VM,policy,policy,event,medium,active,candidate,gcp,catalog,cloud_configuration,examine; test,3,1,1,2,CIS Benchmarks 4.8; NIST 800-53 r5 SI-7,2,supported,2,partial_source_backed,partial_source_backed_control_refs
gcp-container-vuln-critical,GCP Container Critical Vulnerabilities Addressed,policy,policy,event,critical,active,candidate,vulnerability,catalog,cloud_configuration,examine; test,8,1,1,7,CIS Controls v8 7; ISO 27001:2022 A.8.8; NIST 800-53 r5 RA-5; NIST 800-53 r5 SI-2; PCI DSS v4.0.1 11.3; PCI DSS v4.0.1 6.3; SOC 2 CC7.5,1,supported,1,partial_source_backed,partial_source_backed_control_refs
gcp-container-vuln-high,GCP Container High Vulnerabilities Addressed,policy,policy,event,high,active,candidate,vulnerability,catalog,cloud_configuration,examine; test,8,1,1,7,CIS Controls v8 7; ISO 27001:2022 A.8.8; NIST 800-53 r5 RA-5; NIST 800-53 r5 SI-2; PCI DSS v4.0.1 11.3; PCI DSS v4.0.1 6.3; SOC 2 CC7.5,1,supported,1,partial_source_backed,partial_source_backed_control_refs
gcp-container-vuln-low,GCP Container Low Vulnerabilities Addressed,policy,policy,event,low,active,candidate,vulnerability,catalog,cloud_configuration,examine; test,2,1,1,1,NIST 800-53 r5 RA-5,1,supported,1,partial_source_backed,partial_source_backed_control_refs
gcp-container-vuln-medium,GCP Container Medium Vulnerabilities Addressed,policy,policy,event,medium,active,candidate,vulnerability,catalog,cloud_configuration,examine; test,3,1,1,2,NIST 800-53 r5 RA-5; NIST 800-53 r5 SI-2,1,supported,1,partial_source_backed,partial_source_backed_control_refs
gcp-dns-dnssec,Cloud DNS DNSSEC Disabled,policy,policy,event,medium,active,candidate,gcp,catalog,cloud_configuration,examine; test,4,0,0,4,CIS Controls v8 12; NIST 800-53 r5 SC-20; NIST 800-53 r5 SC-21; SOC 2 CC6.6,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
gcp-external-domain-admin,User account with non organizational domain (gmail) and high/admin access in GCP,policy,policy,event,high,active,candidate,cerebro,catalog,attack_path_context,examine; test,7,1,1,6,CIS Controls v8 5; CIS Controls v8 6; NIST 800-53 r5 AC-2; NIST 800-53 r5 AC-6; PCI DSS v4.0.1 7.2; SOC 2 CC6.6,1,supported,1,partial_source_backed,partial_source_backed_control_refs
gcp-firewall-admin-port,GCP Firewall Allows Admin Ports from Internet,policy,policy,event,high,active,candidate,gcp,catalog,cloud_configuration,examine; test,7,0,0,7,CIS Controls v8 5; CIS Controls v8 6; NIST 800-53 r5 AC-2; NIST 800-53 r5 AC-6; PCI DSS v4.0.1 7.2; SOC 2 CC6.2; SOC 2 CC6.6,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
gcp-gke-auto-repair,GKE Node Pool Auto-Repair Enabled,policy,policy,event,low,active,candidate,gcp,catalog,cloud_configuration,examine; test,2,0,0,2,CIS GKE Benchmark v1.4 5.5.2; SOC 2 A1.1,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
gcp-gke-auto-upgrade,GKE Node Pool Auto-Upgrade Enabled,policy,policy,event,medium,active,candidate,gcp,catalog,cloud_configuration,examine; test,3,1,1,2,CIS GKE Benchmark v1.4 5.5.3; NIST 800-53 r5 SI-2,2,supported,2,partial_source_backed,partial_source_backed_control_refs
gcp-gke-binary-authorization-disabled,GCP Gke Binary Authorization Disabled,policy,policy,event,medium,active,candidate,gcp,catalog,cloud_configuration,examine; test,9,3,3,6,CIS Controls v8 4; CIS Controls v8 6; NIST 800-53 r5 AC-3; NIST 800-53 r5 CM-6; SOC 2 CC6.1; SOC 2 CC8.1,1,supported,1,partial_source_backed,partial_source_backed_control_refs
gcp-gke-cos-containerd,GKE Nodes Use Container-Optimized OS,policy,policy,event,low,active,candidate,gcp,catalog,cloud_configuration,examine; test,1,0,0,1,CIS GKE Benchmark v1.4 5.5.4,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
gcp-gke-dashboard-disabled,GKE Kubernetes Dashboard Disabled,policy,policy,event,medium,active,candidate,gcp,catalog,cloud_configuration,examine; test,2,0,0,2,CIS GKE Benchmark v1.4 5.6.1; NIST 800-53 r5 CM-7,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
gcp-gke-default-sa,GKE Node Pool Using Default Service Account,policy,policy,event,medium,active,candidate,gcp,catalog,cloud_configuration,examine; test,6,0,0,6,CIS Controls v8 5; CIS Controls v8 6; NIST 800-53 r5 AC-2; NIST 800-53 r5 AC-6; PCI DSS v4.0.1 7.2; SOC 2 CC6.2,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
gcp-gke-master-authorized-networks-disabled,GCP Gke Master Authorized Networks Disabled,policy,policy,event,medium,active,candidate,gcp,catalog,cloud_configuration,examine; test,9,3,3,6,CIS Controls v8 4; CIS Controls v8 6; NIST 800-53 r5 AC-3; NIST 800-53 r5 CM-6; SOC 2 CC6.1; SOC 2 CC8.1,1,supported,1,partial_source_backed,partial_source_backed_control_refs
gcp-gke-metadata-server,GKE Workload Identity (Metadata Server) Enabled,policy,policy,event,medium,active,candidate,gcp,catalog,cloud_configuration,examine; test,4,0,0,4,CIS GKE Benchmark v1.4 5.2.1; NIST 800-53 r5 AC-2; NIST 800-53 r5 IA-2; SOC 2 CC6.1,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
gcp-gke-network-policy-enabled,GKE Network Policy Enabled,policy,policy,event,medium,active,candidate,gcp,catalog,cloud_configuration,examine; test,4,0,0,4,CIS GKE Benchmark v1.4 5.6.3; NIST 800-53 r5 AC-4; NIST 800-53 r5 SC-7; SOC 2 CC6.6,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
gcp-gke-no-alpha-clusters,GKE Clusters No Alpha Features,policy,policy,event,medium,active,candidate,gcp,catalog,cloud_configuration,examine; test,1,0,0,1,CIS GKE Benchmark v1.4 5.1.1,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
gcp-gke-private-cluster,GKE Private Cluster,policy,policy,event,high,active,candidate,gcp,catalog,cloud_configuration,examine; test,7,1,1,6,CIS Controls v8 12; CIS Controls v8 13; NIST 800-53 r5 AC-3; NIST 800-53 r5 SC-7; PCI DSS v4.0.1 1.3; PCI DSS v4.0.1 1.4,1,supported,1,partial_source_backed,partial_source_backed_control_refs
gcp-gke-secrets-kms-encryption,GKE Secrets Encrypted with Cloud KMS,policy,policy,event,high,active,candidate,gcp,catalog,cloud_configuration,examine; test,5,0,0,5,CIS GKE Benchmark v1.4 5.3.1; NIST 800-53 r5 SC-12; NIST 800-53 r5 SC-28; PCI DSS v4.0.1 3.5.1; SOC 2 CC6.1,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
gcp-gke-shielded-nodes,GKE Shielded Nodes Enabled,policy,policy,event,medium,active,candidate,gcp,catalog,cloud_configuration,examine; test,2,0,0,2,CIS GKE Benchmark v1.4 5.5.1; NIST 800-53 r5 SI-7,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
gcp-gke-workload-identity-disabled,GCP Gke Workload Identity Disabled,policy,policy,event,medium,active,candidate,gcp,catalog,cloud_configuration,examine; test,9,3,3,6,CIS Controls v8 4; CIS Controls v8 6; NIST 800-53 r5 AC-3; NIST 800-53 r5 CM-6; SOC 2 CC6.1; SOC 2 CC8.1,1,supported,1,partial_source_backed,partial_source_backed_control_refs
gcp-iam-binding-no-allAuthenticatedUsers,GCP IAM Binding No allAuthenticatedUsers,policy,policy,event,high,active,candidate,gcp,catalog,cloud_configuration,examine; test,6,1,1,5,CIS Controls v8 5; CIS Controls v8 6; NIST 800-53 r5 AC-2; NIST 800-53 r5 AC-6; PCI DSS v4.0.1 7.2,1,supported,1,partial_source_backed,partial_source_backed_control_refs
gcp-iam-binding-no-allUsers,GCP IAM Binding No allUsers,policy,policy,event,critical,active,candidate,gcp,catalog,cloud_configuration,examine; test,13,1,1,12,CIS Controls v8 12; CIS Controls v8 13; CIS Controls v8 5; CIS Controls v8 6; NIST 800-53 r5 AC-2; NIST 800-53 r5 AC-3; NIST 800-53 r5 AC-6; NIST 800-53 r5 SC-7; PCI DSS v4.0.1 1.3; PCI DSS v4.0.1 1.4; PCI DSS v4.0.1 7.2; SOC 2 CC6.6,1,supported,1,partial_source_backed,partial_source_backed_control_refs
gcp-iam-minimize-user-managed-keys,GCP Minimize User Managed Service Account Keys,policy,policy,event,medium,active,candidate,gcp,catalog,cloud_configuration,examine; test,12,2,2,10,CIS Controls v8 5; CIS Controls v8 6; NIST 800-53 r5 AC-2; NIST 800-53 r5 AC-6; NIST 800-53 r5 IA-5; NIST 800-53 r5 SC-12; PCI DSS v4.0.1 3.5; PCI DSS v4.0.1 7.2; PCI DSS v4.0.1 8.6; SOC 2 C1.1,3,supported,3,partial_source_backed,partial_source_backed_control_refs
gcp-iam-sa-no-admin-privileges,GCP Service Account No Admin Privileges,policy,policy,event,high,active,candidate,gcp,catalog,cloud_configuration,examine; test,6,0,0,6,CIS Controls v8 5; CIS Controls v8 6; NIST 800-53 r5 AC-2; NIST 800-53 r5 AC-6; PCI DSS v4.0.1 7.2; SOC 2 CC6.2,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
gcp-kms-admin-combined,User account with both 'Cloud KMS Admin' and 'Cloud CryptoKey Encrypter/Decrypter' roles assigned,policy,policy,event,high,active,candidate,cerebro,catalog,attack_path_context,examine; test,8,0,0,8,CIS Controls v8 3; NIST 800-53 r5 IA-5; NIST 800-53 r5 SC-12; NIST 800-53 r5 SC-13; NIST 800-53 r5 SC-28; PCI DSS v4.0.1 3.5; PCI DSS v4.0.1 4.2; PCI DSS v4.0.1 8.6,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
gcp-kms-key-rotation-period-too-long,GCP KMS Key Rotation Period Too Long,policy,policy,event,medium,active,candidate,gcp,catalog,cloud_configuration,examine; test,9,7,7,2,CIS Controls v8 6; SOC 2 CC8.1,2,supported,2,partial_source_backed,partial_source_backed_control_refs
gcp-kms-public,KMS Key Publicly Accessible,policy,policy,event,critical,active,candidate,gcp,catalog,cloud_configuration,examine; test,24,3,3,21,CIS Controls v8 12; CIS Controls v8 13; CIS Controls v8 3; CIS Controls v8 5; CIS Controls v8 6; NIST 800-53 r5 AC-2; NIST 800-53 r5 AC-6; NIST 800-53 r5 IA-5; NIST 800-53 r5 SC-12; NIST 800-53 r5 SC-13; NIST 800-53 r5 SC-28; NIST 800-53 r5 SC-7; PCI DSS v4.0.1 1.3; PCI DSS v4.0.1 1.4; PCI DSS v4.0.1 3.5; PCI DSS v4.0.1 4.2; PCI DSS v4.0.1 7.2; PCI DSS v4.0.1 8.6; SOC 2 CC6.2; SOC 2 CC6.6; SOC 2 CC6.7,2,supported,2,partial_source_backed,partial_source_backed_control_refs
gcp-log-sink-access,GCP Log Sink Access Restricted,policy,policy,event,high,active,candidate,gcp,catalog,cloud_configuration,examine,10,6,6,4,NIST 800-53 r5 AU-12; PCI DSS v4.0.1 10.2; PCI DSS v4.0.1 10.3; SOC 2 CC4,3,supported,3,partial_source_backed,partial_source_backed_control_refs
gcp-logging-disabled,GCP Cloud Logging Disabled,policy,policy,event,high,active,candidate,compliance,catalog,cloud_configuration,examine; test,7,3,3,4,NIST 800-53 r5 AU-12; PCI DSS v4.0.1 10.2; PCI DSS v4.0.1 10.3; SOC 2 CC4,3,supported,3,partial_source_backed,partial_source_backed_control_refs
gcp-logging-sink-missing-security,GCP Logging Sink Missing Security,policy,policy,event,medium,active,candidate,gcp,catalog,cloud_configuration,examine; test,9,7,7,2,CIS Controls v8 6; SOC 2 CC8.1,2,supported,2,partial_source_backed,partial_source_backed_control_refs
gcp-organization-policy-disable-service-account-key-creation,GCP Organization Policy Disable Service Account Key Creation,policy,policy,event,medium,active,candidate,gcp,catalog,cloud_configuration,examine; test,9,7,7,2,CIS Controls v8 6; SOC 2 CC8.1,4,supported,4,partial_source_backed,partial_source_backed_control_refs
gcp-organization-policy-restrict-public-ip-cloudsql,GCP Organization Policy Restrict Public Ip Cloudsql,policy,policy,event,high,active,candidate,gcp,catalog,cloud_configuration,examine; test,9,7,7,2,CIS Controls v8 6; SOC 2 CC8.1,2,supported,2,partial_source_backed,partial_source_backed_control_refs
gcp-organization-policy-restrict-vm-external-ip,GCP Organization Policy Restrict Vm External Ip,policy,policy,event,medium,active,candidate,gcp,catalog,cloud_configuration,examine; test,9,7,7,2,CIS Controls v8 6; SOC 2 CC8.1,2,supported,2,partial_source_backed,partial_source_backed_control_refs
gcp-organization-policy-uniform-bucket-level-access,GCP Organization Policy Uniform Bucket Level Access,policy,policy,event,medium,active,candidate,gcp,catalog,cloud_configuration,examine; test,9,7,7,2,CIS Controls v8 6; SOC 2 CC8.1,2,supported,2,partial_source_backed,partial_source_backed_control_refs
gcp-project-audit-logs-data-access,GCP Project Audit Logs Data Access,policy,policy,event,medium,active,candidate,gcp,catalog,cloud_configuration,examine; test,9,7,7,2,CIS Controls v8 6; SOC 2 CC8.1,2,supported,2,partial_source_backed,partial_source_backed_control_refs
gcp-project-essential-contacts-security,GCP Project Essential Contacts Security,policy,policy,event,medium,active,candidate,gcp,catalog,cloud_configuration,examine; test,9,7,7,2,CIS Controls v8 6; SOC 2 CC8.1,2,supported,2,partial_source_backed,partial_source_backed_control_refs
gcp-sa-admin-privileges,GCP Service Account with Admin Privileges,policy,policy,event,high,active,candidate,gcp,catalog,cloud_configuration,examine; test,6,1,1,5,CIS Controls v8 5; CIS Controls v8 6; NIST 800-53 r5 AC-2; NIST 800-53 r5 AC-6; PCI DSS v4.0.1 7.2,1,partial,1,partial_source_backed,partial_source_backed_control_refs
gcp-sa-admin-user-combined,User account with both 'Service Account Admin' and 'Service Account User' roles assigned,policy,policy,event,high,active,candidate,cerebro,catalog,attack_path_context,examine; test,6,1,1,5,CIS Controls v8 5; CIS Controls v8 6; NIST 800-53 r5 AC-2; NIST 800-53 r5 AC-6; PCI DSS v4.0.1 7.2,1,supported,1,partial_source_backed,partial_source_backed_control_refs
gcp-sa-impersonation,GCP user account assigned with the 'Service Account User' or 'Service Account Token Creator' roles,policy,policy,event,medium,active,candidate,cerebro,catalog,attack_path_context,examine; test,8,2,2,6,CIS Controls v8 5; CIS Controls v8 6; NIST 800-53 r5 AC-2; NIST 800-53 r5 AC-6; PCI DSS v4.0.1 7.2; SOC 2 C1.1,2,supported,2,partial_source_backed,partial_source_backed_control_refs
gcp-sa-no-full-project-access,GCP Service Account No Full Access Scopes,policy,policy,event,high,active,candidate,gcp,catalog,cloud_configuration,examine; test,6,0,0,6,CIS Controls v8 5; CIS Controls v8 6; NIST 800-53 r5 AC-2; NIST 800-53 r5 AC-6; PCI DSS v4.0.1 7.2; SOC 2 CC6.2,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
gcp-scc-event-threat-detection-enabled,GCP SCC Event Threat Detection Enabled,policy,policy,event,medium,active,candidate,gcp,catalog,cloud_configuration,examine; test,9,3,3,6,CIS Controls v8 4; CIS Controls v8 6; NIST 800-53 r5 AC-3; NIST 800-53 r5 CM-6; SOC 2 CC6.1; SOC 2 CC8.1,1,supported,1,partial_source_backed,partial_source_backed_control_refs
gcp-scc-security-health-analytics-enabled,GCP SCC Security Health Analytics Enabled,policy,policy,event,medium,active,candidate,gcp,catalog,cloud_configuration,examine; test,9,3,3,6,CIS Controls v8 4; CIS Controls v8 6; NIST 800-53 r5 AC-3; NIST 800-53 r5 CM-6; SOC 2 CC6.1; SOC 2 CC8.1,1,supported,1,partial_source_backed,partial_source_backed_control_refs
gcp-secret-manager-secret-public,GCP Secret Manager Secret Public,policy,policy,event,high,active,candidate,gcp,catalog,cloud_configuration,examine; test,9,7,7,2,CIS Controls v8 6; SOC 2 CC8.1,3,supported,3,partial_source_backed,partial_source_backed_control_refs
gcp-secret-manager-secret-unreplicated,GCP Secret Manager Secret Unreplicated,policy,policy,event,medium,active,candidate,gcp,catalog,cloud_configuration,examine; test,9,7,7,2,CIS Controls v8 6; SOC 2 CC8.1,3,supported,3,partial_source_backed,partial_source_backed_control_refs
gcp-service-account-key-rotation,Service Account Key Rotation,policy,policy,event,medium,active,candidate,gcp,catalog,cloud_configuration,examine; test,12,1,1,11,CIS Controls v8 5; CIS Controls v8 6; NIST 800-53 r5 AC-2; NIST 800-53 r5 AC-6; NIST 800-53 r5 IA-5; NIST 800-53 r5 SC-12; PCI DSS v4.0.1 3.5; PCI DSS v4.0.1 7.2; PCI DSS v4.0.1 8.6; SOC 2 C1.1; SOC 2 CC6.2,2,supported,2,partial_source_backed,partial_source_backed_control_refs
gcp-sql-backup-enabled,GCP Cloud SQL Backup Enabled,policy,policy,event,medium,active,candidate,backup,catalog,cloud_configuration,examine; test,11,0,0,11,CIS Controls v8 11; ISO 27001:2022 A.5.30; ISO 27001:2022 A.8.13; ISO 27001:2022 A.8.14; NIST 800-53 r5 CP-10; NIST 800-53 r5 CP-2; NIST 800-53 r5 CP-4; NIST 800-53 r5 CP-9; SOC 2 A1.1; SOC 2 A1.2; SOC 2 A1.3,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
gcp-sql-ssl-required,GCP Cloud SQL SSL Required,policy,policy,event,high,active,candidate,database,catalog,cloud_configuration,examine; test,6,0,0,6,CIS Controls v8 3; NIST 800-53 r5 SC-12; NIST 800-53 r5 SC-13; NIST 800-53 r5 SC-28; PCI DSS v4.0.1 3.5; PCI DSS v4.0.1 4.2,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
gcp-storage-bucket-no-public,GCP Storage Bucket Public Access,policy,policy,event,critical,active,candidate,gcp,catalog,cloud_configuration,examine; test,13,0,0,13,CIS Controls v8 12; CIS Controls v8 13; CIS Controls v8 5; CIS Controls v8 6; NIST 800-53 r5 AC-2; NIST 800-53 r5 AC-3; NIST 800-53 r5 AC-6; NIST 800-53 r5 SC-7; PCI DSS v4.0.1 1.3; PCI DSS v4.0.1 1.4; PCI DSS v4.0.1 7.2; SOC 2 CC6.2; SOC 2 CC6.6,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
gcp-storage-no-public-allusers,GCP Storage No Public allUsers Access,policy,policy,event,critical,active,candidate,gcp,catalog,cloud_configuration,examine; test,13,0,0,13,CIS Controls v8 12; CIS Controls v8 13; CIS Controls v8 5; CIS Controls v8 6; NIST 800-53 r5 AC-2; NIST 800-53 r5 AC-3; NIST 800-53 r5 AC-6; NIST 800-53 r5 SC-7; PCI DSS v4.0.1 1.3; PCI DSS v4.0.1 1.4; PCI DSS v4.0.1 7.2; SOC 2 CC6.2; SOC 2 CC6.6,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
gcp-storage-uniform-bucket-access,GCP Storage Uniform Bucket Access,policy,policy,event,medium,active,candidate,gcp,catalog,cloud_configuration,examine; test,6,0,0,6,CIS Controls v8 5; CIS Controls v8 6; NIST 800-53 r5 AC-2; NIST 800-53 r5 AC-6; PCI DSS v4.0.1 7.2; SOC 2 CC6.2,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
