framework,area_id,area_name,evidence_use,area_control_refs,matched_control_refs,finding_id,finding_name,pack_id,source_id,evaluation_mode,severity,status,maturity,purpose
ISO 27001:2022,identity-access-chain,Identity and access chain,review_group,ISO 27001:2022 6.1.2; ISO 27001:2022 8.2; ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.17; ISO 27001:2022 A.5.18; ISO 27001:2022 A.6.1; ISO 27001:2022 A.6.2; ISO 27001:2022 A.6.3; ISO 27001:2022 A.8.1; ISO 27001:2022 A.8.2; ISO 27001:2022 A.8.3; ISO 27001:2022 A.8.5,ISO 27001:2022 A.5.15,github-secops-repo-owner-login-missing,GitHub Repository owner login should be projected for ownership routing,policy,policy,event,low,active,candidate,"Review whether access policy, identity proofing, authentication, entitlement review, and privilege-use findings support a complete access-control packet."
ISO 27001:2022,identity-access-chain,Identity and access chain,review_group,ISO 27001:2022 6.1.2; ISO 27001:2022 8.2; ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.17; ISO 27001:2022 A.5.18; ISO 27001:2022 A.6.1; ISO 27001:2022 A.6.2; ISO 27001:2022 A.6.3; ISO 27001:2022 A.8.1; ISO 27001:2022 A.8.2; ISO 27001:2022 A.8.3; ISO 27001:2022 A.8.5,ISO 27001:2022 A.5.15,github-secops-repo-private-all-dependabot-security-updates-disabled,GitHub Dependabot security updates Disabled For Private All,policy,policy,event,medium,active,candidate,"Review whether access policy, identity proofing, authentication, entitlement review, and privilege-use findings support a complete access-control packet."
ISO 27001:2022,identity-access-chain,Identity and access chain,review_group,ISO 27001:2022 6.1.2; ISO 27001:2022 8.2; ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.17; ISO 27001:2022 A.5.18; ISO 27001:2022 A.6.1; ISO 27001:2022 A.6.2; ISO 27001:2022 A.6.3; ISO 27001:2022 A.8.1; ISO 27001:2022 A.8.2; ISO 27001:2022 A.8.3; ISO 27001:2022 A.8.5,ISO 27001:2022 A.5.15,github-secops-repo-private-fork-dependabot-security-updates-disabled,GitHub Dependabot security updates Disabled For Private Fork,policy,policy,event,medium,active,candidate,"Review whether access policy, identity proofing, authentication, entitlement review, and privilege-use findings support a complete access-control packet."
ISO 27001:2022,identity-access-chain,Identity and access chain,review_group,ISO 27001:2022 6.1.2; ISO 27001:2022 8.2; ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.17; ISO 27001:2022 A.5.18; ISO 27001:2022 A.6.1; ISO 27001:2022 A.6.2; ISO 27001:2022 A.6.3; ISO 27001:2022 A.8.1; ISO 27001:2022 A.8.2; ISO 27001:2022 A.8.3; ISO 27001:2022 A.8.5,ISO 27001:2022 A.5.15,github-secops-repo-private-primary-dependabot-security-updates-disabled,GitHub Dependabot security updates Disabled For Private Primary,policy,policy,event,medium,active,candidate,"Review whether access policy, identity proofing, authentication, entitlement review, and privilege-use findings support a complete access-control packet."
ISO 27001:2022,identity-access-chain,Identity and access chain,review_group,ISO 27001:2022 6.1.2; ISO 27001:2022 8.2; ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.17; ISO 27001:2022 A.5.18; ISO 27001:2022 A.6.1; ISO 27001:2022 A.6.2; ISO 27001:2022 A.6.3; ISO 27001:2022 A.8.1; ISO 27001:2022 A.8.2; ISO 27001:2022 A.8.3; ISO 27001:2022 A.8.5,ISO 27001:2022 A.5.15,github-secops-repo-public-all-dependabot-security-updates-disabled,GitHub Dependabot security updates Disabled For Public All,policy,policy,event,high,active,candidate,"Review whether access policy, identity proofing, authentication, entitlement review, and privilege-use findings support a complete access-control packet."
ISO 27001:2022,identity-access-chain,Identity and access chain,review_group,ISO 27001:2022 6.1.2; ISO 27001:2022 8.2; ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.17; ISO 27001:2022 A.5.18; ISO 27001:2022 A.6.1; ISO 27001:2022 A.6.2; ISO 27001:2022 A.6.3; ISO 27001:2022 A.8.1; ISO 27001:2022 A.8.2; ISO 27001:2022 A.8.3; ISO 27001:2022 A.8.5,ISO 27001:2022 A.5.15,github-secops-repo-public-fork,GitHub Public fork should have a maintainer-approved exposure exception,policy,policy,event,medium,active,candidate,"Review whether access policy, identity proofing, authentication, entitlement review, and privilege-use findings support a complete access-control packet."
ISO 27001:2022,identity-access-chain,Identity and access chain,review_group,ISO 27001:2022 6.1.2; ISO 27001:2022 8.2; ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.17; ISO 27001:2022 A.5.18; ISO 27001:2022 A.6.1; ISO 27001:2022 A.6.2; ISO 27001:2022 A.6.3; ISO 27001:2022 A.8.1; ISO 27001:2022 A.8.2; ISO 27001:2022 A.8.3; ISO 27001:2022 A.8.5,ISO 27001:2022 A.5.15,github-secops-repo-public-fork-dependabot-security-updates-disabled,GitHub Dependabot security updates Disabled For Public Fork,policy,policy,event,high,active,candidate,"Review whether access policy, identity proofing, authentication, entitlement review, and privilege-use findings support a complete access-control packet."
ISO 27001:2022,identity-access-chain,Identity and access chain,review_group,ISO 27001:2022 6.1.2; ISO 27001:2022 8.2; ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.17; ISO 27001:2022 A.5.18; ISO 27001:2022 A.6.1; ISO 27001:2022 A.6.2; ISO 27001:2022 A.6.3; ISO 27001:2022 A.8.1; ISO 27001:2022 A.8.2; ISO 27001:2022 A.8.3; ISO 27001:2022 A.8.5,ISO 27001:2022 A.5.15,github-secops-repo-public-non-archived,GitHub Public non-archived repository requires explicit exposure review,policy,policy,event,high,active,candidate,"Review whether access policy, identity proofing, authentication, entitlement review, and privilege-use findings support a complete access-control packet."
ISO 27001:2022,identity-access-chain,Identity and access chain,review_group,ISO 27001:2022 6.1.2; ISO 27001:2022 8.2; ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.17; ISO 27001:2022 A.5.18; ISO 27001:2022 A.6.1; ISO 27001:2022 A.6.2; ISO 27001:2022 A.6.3; ISO 27001:2022 A.8.1; ISO 27001:2022 A.8.2; ISO 27001:2022 A.8.3; ISO 27001:2022 A.8.5,ISO 27001:2022 A.5.15,github-secops-repo-public-primary-dependabot-security-updates-disabled,GitHub Dependabot security updates Disabled For Public Primary,policy,policy,event,high,active,candidate,"Review whether access policy, identity proofing, authentication, entitlement review, and privilege-use findings support a complete access-control packet."
ISO 27001:2022,identity-access-chain,Identity and access chain,review_group,ISO 27001:2022 6.1.2; ISO 27001:2022 8.2; ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.17; ISO 27001:2022 A.5.18; ISO 27001:2022 A.6.1; ISO 27001:2022 A.6.2; ISO 27001:2022 A.6.3; ISO 27001:2022 A.8.1; ISO 27001:2022 A.8.2; ISO 27001:2022 A.8.3; ISO 27001:2022 A.8.5,ISO 27001:2022 A.5.15,github-secops-runner-active-default-group,GitHub Active Self-hosted Runner In Default Group,policy,policy,event,high,active,candidate,"Review whether access policy, identity proofing, authentication, entitlement review, and privilege-use findings support a complete access-control packet."
ISO 27001:2022,identity-access-chain,Identity and access chain,review_group,ISO 27001:2022 6.1.2; ISO 27001:2022 8.2; ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.17; ISO 27001:2022 A.5.18; ISO 27001:2022 A.6.1; ISO 27001:2022 A.6.2; ISO 27001:2022 A.6.3; ISO 27001:2022 A.8.1; ISO 27001:2022 A.8.2; ISO 27001:2022 A.8.3; ISO 27001:2022 A.8.5,ISO 27001:2022 A.5.15,github-secops-runner-host-not-trusted,GitHub Self-hosted Runner Host Not Trusted,policy,policy,event,high,active,candidate,"Review whether access policy, identity proofing, authentication, entitlement review, and privilege-use findings support a complete access-control packet."
ISO 27001:2022,identity-access-chain,Identity and access chain,review_group,ISO 27001:2022 6.1.2; ISO 27001:2022 8.2; ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.17; ISO 27001:2022 A.5.18; ISO 27001:2022 A.6.1; ISO 27001:2022 A.6.2; ISO 27001:2022 A.6.3; ISO 27001:2022 A.8.1; ISO 27001:2022 A.8.2; ISO 27001:2022 A.8.3; ISO 27001:2022 A.8.5,ISO 27001:2022 A.5.15,github-secops-runner-not-ephemeral,GitHub Self-hosted Runner Not Ephemeral,policy,policy,event,high,active,candidate,"Review whether access policy, identity proofing, authentication, entitlement review, and privilege-use findings support a complete access-control packet."
ISO 27001:2022,identity-access-chain,Identity and access chain,review_group,ISO 27001:2022 6.1.2; ISO 27001:2022 8.2; ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.17; ISO 27001:2022 A.5.18; ISO 27001:2022 A.6.1; ISO 27001:2022 A.6.2; ISO 27001:2022 A.6.3; ISO 27001:2022 A.8.1; ISO 27001:2022 A.8.2; ISO 27001:2022 A.8.3; ISO 27001:2022 A.8.5,ISO 27001:2022 A.5.15,github-secops-runner-org-scoped,GitHub Org-scoped Self-hosted Runner,policy,policy,event,high,active,candidate,"Review whether access policy, identity proofing, authentication, entitlement review, and privilege-use findings support a complete access-control packet."
ISO 27001:2022,identity-access-chain,Identity and access chain,review_group,ISO 27001:2022 6.1.2; ISO 27001:2022 8.2; ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.17; ISO 27001:2022 A.5.18; ISO 27001:2022 A.6.1; ISO 27001:2022 A.6.2; ISO 27001:2022 A.6.3; ISO 27001:2022 A.8.1; ISO 27001:2022 A.8.2; ISO 27001:2022 A.8.3; ISO 27001:2022 A.8.5,ISO 27001:2022 A.5.15,github-secops-runner-registered,GitHub Self-hosted Runner Registered,policy,policy,event,medium,active,candidate,"Review whether access policy, identity proofing, authentication, entitlement review, and privilege-use findings support a complete access-control packet."
ISO 27001:2022,identity-access-chain,Identity and access chain,review_group,ISO 27001:2022 6.1.2; ISO 27001:2022 8.2; ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.17; ISO 27001:2022 A.5.18; ISO 27001:2022 A.6.1; ISO 27001:2022 A.6.2; ISO 27001:2022 A.6.3; ISO 27001:2022 A.8.1; ISO 27001:2022 A.8.2; ISO 27001:2022 A.8.3; ISO 27001:2022 A.8.5,ISO 27001:2022 A.5.15,github-secops-runner-repo-scoped,GitHub Repo-scoped Self-hosted Runner,policy,policy,event,medium,active,candidate,"Review whether access policy, identity proofing, authentication, entitlement review, and privilege-use findings support a complete access-control packet."
ISO 27001:2022,identity-access-chain,Identity and access chain,review_group,ISO 27001:2022 6.1.2; ISO 27001:2022 8.2; ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.17; ISO 27001:2022 A.5.18; ISO 27001:2022 A.6.1; ISO 27001:2022 A.6.2; ISO 27001:2022 A.6.3; ISO 27001:2022 A.8.1; ISO 27001:2022 A.8.2; ISO 27001:2022 A.8.3; ISO 27001:2022 A.8.5,ISO 27001:2022 A.5.15,github-secops-runner-untrusted-host,GitHub Self-hosted Runner On Untrusted Host,policy,policy,event,critical,active,candidate,"Review whether access policy, identity proofing, authentication, entitlement review, and privilege-use findings support a complete access-control packet."
ISO 27001:2022,identity-access-chain,Identity and access chain,review_group,ISO 27001:2022 6.1.2; ISO 27001:2022 8.2; ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.17; ISO 27001:2022 A.5.18; ISO 27001:2022 A.6.1; ISO 27001:2022 A.6.2; ISO 27001:2022 A.6.3; ISO 27001:2022 A.8.1; ISO 27001:2022 A.8.2; ISO 27001:2022 A.8.3; ISO 27001:2022 A.8.5,ISO 27001:2022 A.5.15,github-secret-push-protection-disabled,Github Secret Push Protection Disabled,policy,policy,event,medium,active,candidate,"Review whether access policy, identity proofing, authentication, entitlement review, and privilege-use findings support a complete access-control packet."
ISO 27001:2022,identity-access-chain,Identity and access chain,review_group,ISO 27001:2022 6.1.2; ISO 27001:2022 8.2; ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.17; ISO 27001:2022 A.5.18; ISO 27001:2022 A.6.1; ISO 27001:2022 A.6.2; ISO 27001:2022 A.6.3; ISO 27001:2022 A.8.1; ISO 27001:2022 A.8.2; ISO 27001:2022 A.8.3; ISO 27001:2022 A.8.5,ISO 27001:2022 A.5.15,m365-admin-consent-workflow-disabled,M365 Admin Consent Workflow Disabled,policy,policy,event,high,active,candidate,"Review whether access policy, identity proofing, authentication, entitlement review, and privilege-use findings support a complete access-control packet."
ISO 27001:2022,identity-access-chain,Identity and access chain,review_group,ISO 27001:2022 6.1.2; ISO 27001:2022 8.2; ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.17; ISO 27001:2022 A.5.18; ISO 27001:2022 A.6.1; ISO 27001:2022 A.6.2; ISO 27001:2022 A.6.3; ISO 27001:2022 A.8.1; ISO 27001:2022 A.8.2; ISO 27001:2022 A.8.3; ISO 27001:2022 A.8.5,ISO 27001:2022 A.5.15,m365-external-forwarding-enabled,M365 External Forwarding Enabled,policy,policy,event,medium,active,candidate,"Review whether access policy, identity proofing, authentication, entitlement review, and privilege-use findings support a complete access-control packet."
ISO 27001:2022,identity-access-chain,Identity and access chain,review_group,ISO 27001:2022 6.1.2; ISO 27001:2022 8.2; ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.17; ISO 27001:2022 A.5.18; ISO 27001:2022 A.6.1; ISO 27001:2022 A.6.2; ISO 27001:2022 A.6.3; ISO 27001:2022 A.8.1; ISO 27001:2022 A.8.2; ISO 27001:2022 A.8.3; ISO 27001:2022 A.8.5,ISO 27001:2022 A.5.15,m365-mailbox-audit-disabled,M365 Mailbox Audit Disabled,policy,policy,event,medium,active,candidate,"Review whether access policy, identity proofing, authentication, entitlement review, and privilege-use findings support a complete access-control packet."
ISO 27001:2022,identity-access-chain,Identity and access chain,review_group,ISO 27001:2022 6.1.2; ISO 27001:2022 8.2; ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.17; ISO 27001:2022 A.5.18; ISO 27001:2022 A.6.1; ISO 27001:2022 A.6.2; ISO 27001:2022 A.6.3; ISO 27001:2022 A.8.1; ISO 27001:2022 A.8.2; ISO 27001:2022 A.8.3; ISO 27001:2022 A.8.5,ISO 27001:2022 A.5.15,m365-purview-audit-standard-missing,M365 Purview Audit Standard Missing,policy,policy,event,medium,active,candidate,"Review whether access policy, identity proofing, authentication, entitlement review, and privilege-use findings support a complete access-control packet."
ISO 27001:2022,identity-access-chain,Identity and access chain,review_group,ISO 27001:2022 6.1.2; ISO 27001:2022 8.2; ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.17; ISO 27001:2022 A.5.18; ISO 27001:2022 A.6.1; ISO 27001:2022 A.6.2; ISO 27001:2022 A.6.3; ISO 27001:2022 A.8.1; ISO 27001:2022 A.8.2; ISO 27001:2022 A.8.3; ISO 27001:2022 A.8.5,ISO 27001:2022 A.5.15,m365-safe-attachments-disabled,M365 Safe Attachments Disabled,policy,policy,event,medium,active,candidate,"Review whether access policy, identity proofing, authentication, entitlement review, and privilege-use findings support a complete access-control packet."
ISO 27001:2022,identity-access-chain,Identity and access chain,review_group,ISO 27001:2022 6.1.2; ISO 27001:2022 8.2; ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.17; ISO 27001:2022 A.5.18; ISO 27001:2022 A.6.1; ISO 27001:2022 A.6.2; ISO 27001:2022 A.6.3; ISO 27001:2022 A.8.1; ISO 27001:2022 A.8.2; ISO 27001:2022 A.8.3; ISO 27001:2022 A.8.5,ISO 27001:2022 A.5.15,m365-safe-links-disabled,M365 Safe Links Disabled,policy,policy,event,medium,active,candidate,"Review whether access policy, identity proofing, authentication, entitlement review, and privilege-use findings support a complete access-control packet."
ISO 27001:2022,identity-access-chain,Identity and access chain,review_group,ISO 27001:2022 6.1.2; ISO 27001:2022 8.2; ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.17; ISO 27001:2022 A.5.18; ISO 27001:2022 A.6.1; ISO 27001:2022 A.6.2; ISO 27001:2022 A.6.3; ISO 27001:2022 A.8.1; ISO 27001:2022 A.8.2; ISO 27001:2022 A.8.3; ISO 27001:2022 A.8.5,ISO 27001:2022 A.5.15,m365-sharepoint-external-sharing-anyone,M365 Sharepoint External Sharing Anyone,policy,policy,event,medium,active,candidate,"Review whether access policy, identity proofing, authentication, entitlement review, and privilege-use findings support a complete access-control packet."
ISO 27001:2022,identity-access-chain,Identity and access chain,review_group,ISO 27001:2022 6.1.2; ISO 27001:2022 8.2; ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.17; ISO 27001:2022 A.5.18; ISO 27001:2022 A.6.1; ISO 27001:2022 A.6.2; ISO 27001:2022 A.6.3; ISO 27001:2022 A.8.1; ISO 27001:2022 A.8.2; ISO 27001:2022 A.8.3; ISO 27001:2022 A.8.5,ISO 27001:2022 A.5.15,m365-tenant-legacy-auth-enabled,M365 Tenant Legacy Auth Enabled,policy,policy,event,medium,active,candidate,"Review whether access policy, identity proofing, authentication, entitlement review, and privilege-use findings support a complete access-control packet."
ISO 27001:2022,identity-access-chain,Identity and access chain,review_group,ISO 27001:2022 6.1.2; ISO 27001:2022 8.2; ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.17; ISO 27001:2022 A.5.18; ISO 27001:2022 A.6.1; ISO 27001:2022 A.6.2; ISO 27001:2022 A.6.3; ISO 27001:2022 A.8.1; ISO 27001:2022 A.8.2; ISO 27001:2022 A.8.3; ISO 27001:2022 A.8.5,ISO 27001:2022 A.5.15,salesforce-admin-mfa-missing,Salesforce Admin MFA Missing,policy,policy,event,high,active,candidate,"Review whether access policy, identity proofing, authentication, entitlement review, and privilege-use findings support a complete access-control packet."
ISO 27001:2022,identity-access-chain,Identity and access chain,review_group,ISO 27001:2022 6.1.2; ISO 27001:2022 8.2; ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.17; ISO 27001:2022 A.5.18; ISO 27001:2022 A.6.1; ISO 27001:2022 A.6.2; ISO 27001:2022 A.6.3; ISO 27001:2022 A.8.1; ISO 27001:2022 A.8.2; ISO 27001:2022 A.8.3; ISO 27001:2022 A.8.5,ISO 27001:2022 A.5.15,salesforce-connected-app-unreviewed,Salesforce Connected App Unreviewed,policy,policy,event,medium,active,candidate,"Review whether access policy, identity proofing, authentication, entitlement review, and privilege-use findings support a complete access-control packet."
ISO 27001:2022,identity-access-chain,Identity and access chain,review_group,ISO 27001:2022 6.1.2; ISO 27001:2022 8.2; ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.17; ISO 27001:2022 A.5.18; ISO 27001:2022 A.6.1; ISO 27001:2022 A.6.2; ISO 27001:2022 A.6.3; ISO 27001:2022 A.8.1; ISO 27001:2022 A.8.2; ISO 27001:2022 A.8.3; ISO 27001:2022 A.8.5,ISO 27001:2022 A.5.15,salesforce-export-report-public-link,Salesforce Export Report Public Link,policy,policy,event,high,active,candidate,"Review whether access policy, identity proofing, authentication, entitlement review, and privilege-use findings support a complete access-control packet."
ISO 27001:2022,identity-access-chain,Identity and access chain,review_group,ISO 27001:2022 6.1.2; ISO 27001:2022 8.2; ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.17; ISO 27001:2022 A.5.18; ISO 27001:2022 A.6.1; ISO 27001:2022 A.6.2; ISO 27001:2022 A.6.3; ISO 27001:2022 A.8.1; ISO 27001:2022 A.8.2; ISO 27001:2022 A.8.3; ISO 27001:2022 A.8.5,ISO 27001:2022 A.5.15,salesforce-profile-modify-all-data,Salesforce Profile Modify All Data,policy,policy,event,high,active,candidate,"Review whether access policy, identity proofing, authentication, entitlement review, and privilege-use findings support a complete access-control packet."
ISO 27001:2022,identity-access-chain,Identity and access chain,review_group,ISO 27001:2022 6.1.2; ISO 27001:2022 8.2; ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.17; ISO 27001:2022 A.5.18; ISO 27001:2022 A.6.1; ISO 27001:2022 A.6.2; ISO 27001:2022 A.6.3; ISO 27001:2022 A.8.1; ISO 27001:2022 A.8.2; ISO 27001:2022 A.8.3; ISO 27001:2022 A.8.5,ISO 27001:2022 A.5.15,salesforce-user-never-logged-in-90d,Salesforce User Never Logged In 90d,policy,policy,event,medium,active,candidate,"Review whether access policy, identity proofing, authentication, entitlement review, and privilege-use findings support a complete access-control packet."
ISO 27001:2022,identity-access-chain,Identity and access chain,review_group,ISO 27001:2022 6.1.2; ISO 27001:2022 8.2; ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.17; ISO 27001:2022 A.5.18; ISO 27001:2022 A.6.1; ISO 27001:2022 A.6.2; ISO 27001:2022 A.6.3; ISO 27001:2022 A.8.1; ISO 27001:2022 A.8.2; ISO 27001:2022 A.8.3; ISO 27001:2022 A.8.5,ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.18,identity-break-glass-account-review,Identity Break Glass Account Review,policy,policy,event,medium,active,candidate,"Review whether access policy, identity proofing, authentication, entitlement review, and privilege-use findings support a complete access-control packet."
ISO 27001:2022,identity-access-chain,Identity and access chain,review_group,ISO 27001:2022 6.1.2; ISO 27001:2022 8.2; ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.17; ISO 27001:2022 A.5.18; ISO 27001:2022 A.6.1; ISO 27001:2022 A.6.2; ISO 27001:2022 A.6.3; ISO 27001:2022 A.8.1; ISO 27001:2022 A.8.2; ISO 27001:2022 A.8.3; ISO 27001:2022 A.8.5,ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.18,identity-conditional-access-high-risk-signin,Identity Conditional Access High Risk Signin,policy,policy,event,medium,active,candidate,"Review whether access policy, identity proofing, authentication, entitlement review, and privilege-use findings support a complete access-control packet."
ISO 27001:2022,identity-access-chain,Identity and access chain,review_group,ISO 27001:2022 6.1.2; ISO 27001:2022 8.2; ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.17; ISO 27001:2022 A.5.18; ISO 27001:2022 A.6.1; ISO 27001:2022 A.6.2; ISO 27001:2022 A.6.3; ISO 27001:2022 A.8.1; ISO 27001:2022 A.8.2; ISO 27001:2022 A.8.3; ISO 27001:2022 A.8.5,ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.18,identity-idp-risky-user-unresolved,Identity Idp Risky User Unresolved,policy,policy,event,medium,active,candidate,"Review whether access policy, identity proofing, authentication, entitlement review, and privilege-use findings support a complete access-control packet."
ISO 27001:2022,identity-access-chain,Identity and access chain,review_group,ISO 27001:2022 6.1.2; ISO 27001:2022 8.2; ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.17; ISO 27001:2022 A.5.18; ISO 27001:2022 A.6.1; ISO 27001:2022 A.6.2; ISO 27001:2022 A.6.3; ISO 27001:2022 A.8.1; ISO 27001:2022 A.8.2; ISO 27001:2022 A.8.3; ISO 27001:2022 A.8.5,ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.18,identity-passkey-enrollment-admins,Identity Passkey Enrollment Admins,policy,policy,event,high,active,candidate,"Review whether access policy, identity proofing, authentication, entitlement review, and privilege-use findings support a complete access-control packet."
ISO 27001:2022,identity-access-chain,Identity and access chain,review_group,ISO 27001:2022 6.1.2; ISO 27001:2022 8.2; ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.17; ISO 27001:2022 A.5.18; ISO 27001:2022 A.6.1; ISO 27001:2022 A.6.2; ISO 27001:2022 A.6.3; ISO 27001:2022 A.8.1; ISO 27001:2022 A.8.2; ISO 27001:2022 A.8.3; ISO 27001:2022 A.8.5,ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.18,identity-phishing-resistant-mfa-admins,Identity Phishing Resistant MFA Admins,policy,policy,event,high,active,candidate,"Review whether access policy, identity proofing, authentication, entitlement review, and privilege-use findings support a complete access-control packet."
ISO 27001:2022,identity-access-chain,Identity and access chain,review_group,ISO 27001:2022 6.1.2; ISO 27001:2022 8.2; ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.17; ISO 27001:2022 A.5.18; ISO 27001:2022 A.6.1; ISO 27001:2022 A.6.2; ISO 27001:2022 A.6.3; ISO 27001:2022 A.8.1; ISO 27001:2022 A.8.2; ISO 27001:2022 A.8.3; ISO 27001:2022 A.8.5,ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.18,identity-privileged-access-review-overdue,Identity Privileged Access Review Overdue,policy,policy,event,high,active,candidate,"Review whether access policy, identity proofing, authentication, entitlement review, and privilege-use findings support a complete access-control packet."
ISO 27001:2022,identity-access-chain,Identity and access chain,review_group,ISO 27001:2022 6.1.2; ISO 27001:2022 8.2; ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.17; ISO 27001:2022 A.5.18; ISO 27001:2022 A.6.1; ISO 27001:2022 A.6.2; ISO 27001:2022 A.6.3; ISO 27001:2022 A.8.1; ISO 27001:2022 A.8.2; ISO 27001:2022 A.8.3; ISO 27001:2022 A.8.5,ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.18,identity-scim-deprovisioning-disabled,Identity Scim Deprovisioning Disabled,policy,policy,event,medium,active,candidate,"Review whether access policy, identity proofing, authentication, entitlement review, and privilege-use findings support a complete access-control packet."
ISO 27001:2022,identity-access-chain,Identity and access chain,review_group,ISO 27001:2022 6.1.2; ISO 27001:2022 8.2; ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.17; ISO 27001:2022 A.5.18; ISO 27001:2022 A.6.1; ISO 27001:2022 A.6.2; ISO 27001:2022 A.6.3; ISO 27001:2022 A.8.1; ISO 27001:2022 A.8.2; ISO 27001:2022 A.8.3; ISO 27001:2022 A.8.5,ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.18,identity-service-account-owner-missing,Identity Service Account Owner Missing,policy,policy,event,medium,active,candidate,"Review whether access policy, identity proofing, authentication, entitlement review, and privilege-use findings support a complete access-control packet."
ISO 27001:2022,identity-access-chain,Identity and access chain,review_group,ISO 27001:2022 6.1.2; ISO 27001:2022 8.2; ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.17; ISO 27001:2022 A.5.18; ISO 27001:2022 A.6.1; ISO 27001:2022 A.6.2; ISO 27001:2022 A.6.3; ISO 27001:2022 A.8.1; ISO 27001:2022 A.8.2; ISO 27001:2022 A.8.3; ISO 27001:2022 A.8.5,ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.18,identity-session-lifetime-too-long-admin,Identity Session Lifetime Too Long Admin,policy,policy,event,high,active,candidate,"Review whether access policy, identity proofing, authentication, entitlement review, and privilege-use findings support a complete access-control packet."
