framework,control_id,control_ref,control_family,coverage_status,coverage_lane,gap_type,direct_finding_count,source_backed_finding_count,source_matched_finding_count,source_capability_count,review_context_count,next_action
fedramprev5,SI-3,fedramprev5 SI-3,FedRAMP Rev. 5 SI System and Information Integrity,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
fedramprev5,SI-4,fedramprev5 SI-4,FedRAMP Rev. 5 SI System and Information Integrity,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
fedramprev5,SI-7,fedramprev5 SI-7,FedRAMP Rev. 5 SI System and Information Integrity,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
fedramprev5,SI-8,fedramprev5 SI-8,FedRAMP Rev. 5 SI System and Information Integrity,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
fedramprev5,SR-11,fedramprev5 SR-11,FedRAMP Rev. 5 SR Supply Chain Risk Management,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
fedramprev5,SR-6,fedramprev5 SR-6,FedRAMP Rev. 5 SR Supply Chain Risk Management,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
gdpr,ARTICLE12,gdpr ARTICLE12,GDPR Article Articles,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
gdpr,ARTICLE13,gdpr ARTICLE13,GDPR Article Articles,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
gdpr,ARTICLE14,gdpr ARTICLE14,GDPR Article Articles,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
gdpr,ARTICLE15,gdpr ARTICLE15,GDPR Article Articles,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
gdpr,ARTICLE16,gdpr ARTICLE16,GDPR Article Articles,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
gdpr,ARTICLE17,gdpr ARTICLE17,GDPR Article Articles,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
gdpr,ARTICLE18,gdpr ARTICLE18,GDPR Article Articles,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
gdpr,ARTICLE19,gdpr ARTICLE19,GDPR Article Articles,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
gdpr,ARTICLE20,gdpr ARTICLE20,GDPR Article Articles,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
gdpr,ARTICLE21,gdpr ARTICLE21,GDPR Article Articles,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
gdpr,ARTICLE22,gdpr ARTICLE22,GDPR Article Articles,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
gdpr,ARTICLE23,gdpr ARTICLE23,GDPR Article Articles,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
gdpr,ARTICLE24,gdpr ARTICLE24,GDPR Article Articles,direct_control_only,direct,missing_source_backing,2,0,0,0,2,Add source capability or evidence requirements for mapped findings.
gdpr,ARTICLE25,gdpr ARTICLE25,GDPR Article Articles,direct_control_only,direct,missing_source_backing,1,0,0,0,0,Add source capability or evidence requirements for mapped findings.
gdpr,ARTICLE27,gdpr ARTICLE27,GDPR Article Articles,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
gdpr,ARTICLE28,gdpr ARTICLE28,GDPR Article Articles,direct_control_only,direct,missing_source_backing,1,0,0,0,1,Add source capability or evidence requirements for mapped findings.
gdpr,ARTICLE30,gdpr ARTICLE30,GDPR Article Articles,direct_control_only,direct,missing_source_backing,5,0,0,0,1,Add source capability or evidence requirements for mapped findings.
gdpr,ARTICLE32,gdpr ARTICLE32,GDPR Article Articles,direct_control_only,direct,missing_source_backing,3,0,0,0,3,Add source capability or evidence requirements for mapped findings.
gdpr,ARTICLE33,gdpr ARTICLE33,GDPR Article Articles,direct_control_only,direct,missing_source_backing,1,0,0,0,2,Add source capability or evidence requirements for mapped findings.
gdpr,ARTICLE34,gdpr ARTICLE34,GDPR Article Articles,direct_control_only,direct,missing_source_backing,1,0,0,0,2,Add source capability or evidence requirements for mapped findings.
gdpr,ARTICLE35,gdpr ARTICLE35,GDPR Article Articles,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
gdpr,ARTICLE37,gdpr ARTICLE37,GDPR Article Articles,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
gdpr,ARTICLE38,gdpr ARTICLE38,GDPR Article Articles,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
gdpr,ARTICLE39,gdpr ARTICLE39,GDPR Article Articles,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
gdpr,ARTICLE44,gdpr ARTICLE44,GDPR Article Articles,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
gdpr,ARTICLE45,gdpr ARTICLE45,GDPR Article Articles,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
gdpr,ARTICLE46,gdpr ARTICLE46,GDPR Article Articles,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
gdpr,ARTICLE48,gdpr ARTICLE48,GDPR Article Articles,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
gdpr,ARTICLE5,gdpr ARTICLE5,GDPR Article Articles,direct_control_only,direct,missing_source_backing,6,0,0,0,2,Add source capability or evidence requirements for mapped findings.
gdpr,ARTICLE51,gdpr ARTICLE51,GDPR Article Articles,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
gdpr,ARTICLE6,gdpr ARTICLE6,GDPR Article Articles,direct_control_only,direct,missing_source_backing,1,0,0,0,0,Add source capability or evidence requirements for mapped findings.
gdpr,ARTICLE7,gdpr ARTICLE7,GDPR Article Articles,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.308(A)(1)(I),hipaa 164.308(A)(1)(I),HIPAA 164.308 Administrative Safeguards,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.308(A)(1)(II)(A),hipaa 164.308(A)(1)(II)(A),HIPAA 164.308 Administrative Safeguards,direct_control_only,direct,missing_source_backing,1,0,0,0,1,Add source capability or evidence requirements for mapped findings.
hipaa,164.308(A)(1)(II)(B),hipaa 164.308(A)(1)(II)(B),HIPAA 164.308 Administrative Safeguards,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.308(A)(1)(II)(C),hipaa 164.308(A)(1)(II)(C),HIPAA 164.308 Administrative Safeguards,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.308(A)(1)(II)(D),hipaa 164.308(A)(1)(II)(D),HIPAA 164.308 Administrative Safeguards,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.308(A)(2),hipaa 164.308(A)(2),HIPAA 164.308 Administrative Safeguards,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.308(A)(3)(I),hipaa 164.308(A)(3)(I),HIPAA 164.308 Administrative Safeguards,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.308(A)(3)(II)(A),hipaa 164.308(A)(3)(II)(A),HIPAA 164.308 Administrative Safeguards,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.308(A)(3)(II)(B),hipaa 164.308(A)(3)(II)(B),HIPAA 164.308 Administrative Safeguards,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.308(A)(3)(II)(C),hipaa 164.308(A)(3)(II)(C),HIPAA 164.308 Administrative Safeguards,direct_control_only,direct,missing_source_backing,1,0,0,0,1,Add source capability or evidence requirements for mapped findings.
hipaa,164.308(A)(4)(I),hipaa 164.308(A)(4)(I),HIPAA 164.308 Administrative Safeguards,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.308(A)(4)(II)(A),hipaa 164.308(A)(4)(II)(A),HIPAA 164.308 Administrative Safeguards,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.308(A)(4)(II)(B),hipaa 164.308(A)(4)(II)(B),HIPAA 164.308 Administrative Safeguards,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.308(A)(4)(II)(C),hipaa 164.308(A)(4)(II)(C),HIPAA 164.308 Administrative Safeguards,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.308(A)(5)(I),hipaa 164.308(A)(5)(I),HIPAA 164.308 Administrative Safeguards,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.308(A)(5)(II)(A),hipaa 164.308(A)(5)(II)(A),HIPAA 164.308 Administrative Safeguards,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.308(A)(5)(II)(B),hipaa 164.308(A)(5)(II)(B),HIPAA 164.308 Administrative Safeguards,direct_control_only,direct,missing_source_backing,2,0,0,0,1,Add source capability or evidence requirements for mapped findings.
hipaa,164.308(A)(5)(II)(C),hipaa 164.308(A)(5)(II)(C),HIPAA 164.308 Administrative Safeguards,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.308(A)(5)(II)(D),hipaa 164.308(A)(5)(II)(D),HIPAA 164.308 Administrative Safeguards,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.308(A)(6),hipaa 164.308(A)(6),HIPAA 164.308 Administrative Safeguards,direct_control_only,direct,missing_source_backing,1,0,0,0,2,Add source capability or evidence requirements for mapped findings.
hipaa,164.308(A)(6)(I),hipaa 164.308(A)(6)(I),HIPAA 164.308 Administrative Safeguards,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.308(A)(6)(II),hipaa 164.308(A)(6)(II),HIPAA 164.308 Administrative Safeguards,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.308(A)(7),hipaa 164.308(A)(7),HIPAA 164.308 Administrative Safeguards,direct_control_only,direct,missing_source_backing,1,0,0,0,1,Add source capability or evidence requirements for mapped findings.
hipaa,164.308(A)(7)(I),hipaa 164.308(A)(7)(I),HIPAA 164.308 Administrative Safeguards,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.308(A)(7)(II)(A),hipaa 164.308(A)(7)(II)(A),HIPAA 164.308 Administrative Safeguards,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.308(A)(7)(II)(B),hipaa 164.308(A)(7)(II)(B),HIPAA 164.308 Administrative Safeguards,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.308(A)(7)(II)(C),hipaa 164.308(A)(7)(II)(C),HIPAA 164.308 Administrative Safeguards,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.308(A)(7)(II)(D),hipaa 164.308(A)(7)(II)(D),HIPAA 164.308 Administrative Safeguards,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.308(A)(7)(II)(E),hipaa 164.308(A)(7)(II)(E),HIPAA 164.308 Administrative Safeguards,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.308(A)(8),hipaa 164.308(A)(8),HIPAA 164.308 Administrative Safeguards,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.308(B)(1),hipaa 164.308(B)(1),HIPAA 164.308 Administrative Safeguards,direct_control_only,direct,missing_source_backing,1,0,0,0,1,Add source capability or evidence requirements for mapped findings.
hipaa,164.308(B)(2),hipaa 164.308(B)(2),HIPAA 164.308 Administrative Safeguards,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.308(B)(3),hipaa 164.308(B)(3),HIPAA 164.308 Administrative Safeguards,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.308(B)(4),hipaa 164.308(B)(4),HIPAA 164.308 Administrative Safeguards,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.310(A)(1),hipaa 164.310(A)(1),HIPAA 164.310 Physical Safeguards,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.310(A)(2)(I),hipaa 164.310(A)(2)(I),HIPAA 164.310 Physical Safeguards,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.310(A)(2)(II),hipaa 164.310(A)(2)(II),HIPAA 164.310 Physical Safeguards,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.310(A)(2)(III),hipaa 164.310(A)(2)(III),HIPAA 164.310 Physical Safeguards,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.310(A)(2)(IV),hipaa 164.310(A)(2)(IV),HIPAA 164.310 Physical Safeguards,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.310(B),hipaa 164.310(B),HIPAA 164.310 Physical Safeguards,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.310(C),hipaa 164.310(C),HIPAA 164.310 Physical Safeguards,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.310(D)(1),hipaa 164.310(D)(1),HIPAA 164.310 Physical Safeguards,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.310(D)(2)(I),hipaa 164.310(D)(2)(I),HIPAA 164.310 Physical Safeguards,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.310(D)(2)(II),hipaa 164.310(D)(2)(II),HIPAA 164.310 Physical Safeguards,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.310(D)(2)(III),hipaa 164.310(D)(2)(III),HIPAA 164.310 Physical Safeguards,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.310(D)(2)(IV),hipaa 164.310(D)(2)(IV),HIPAA 164.310 Physical Safeguards,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.312,hipaa 164.312,HIPAA 164.312 Technical Safeguards,direct_control_only,direct,missing_source_backing,13,0,0,0,5,Add source capability or evidence requirements for mapped findings.
hipaa,164.312(A)(1),hipaa 164.312(A)(1),HIPAA 164.312 Technical Safeguards,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.312(A)(2)(I),hipaa 164.312(A)(2)(I),HIPAA 164.312 Technical Safeguards,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.312(A)(2)(II),hipaa 164.312(A)(2)(II),HIPAA 164.312 Technical Safeguards,direct_control_only,direct,missing_source_backing,1,0,0,0,2,Add source capability or evidence requirements for mapped findings.
hipaa,164.312(A)(2)(III),hipaa 164.312(A)(2)(III),HIPAA 164.312 Technical Safeguards,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.312(A)(2)(IV),hipaa 164.312(A)(2)(IV),HIPAA 164.312 Technical Safeguards,direct_control_only,direct,missing_source_backing,4,0,0,0,2,Add source capability or evidence requirements for mapped findings.
hipaa,164.312(B),hipaa 164.312(B),HIPAA 164.312 Technical Safeguards,direct_control_only,direct,missing_source_backing,1,0,0,0,3,Add source capability or evidence requirements for mapped findings.
hipaa,164.312(C)(1),hipaa 164.312(C)(1),HIPAA 164.312 Technical Safeguards,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.312(C)(2),hipaa 164.312(C)(2),HIPAA 164.312 Technical Safeguards,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.312(D),hipaa 164.312(D),HIPAA 164.312 Technical Safeguards,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.312(E)(1),hipaa 164.312(E)(1),HIPAA 164.312 Technical Safeguards,direct_control_only,direct,missing_source_backing,1,0,0,0,2,Add source capability or evidence requirements for mapped findings.
hipaa,164.312(E)(2)(I),hipaa 164.312(E)(2)(I),HIPAA 164.312 Technical Safeguards,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.312(E)(2)(II),hipaa 164.312(E)(2)(II),HIPAA 164.312 Technical Safeguards,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.314(A)(1),hipaa 164.314(A)(1),HIPAA 164.314 Organizational Requirements,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.314(A)(2)(I),hipaa 164.314(A)(2)(I),HIPAA 164.314 Organizational Requirements,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.314(A)(2)(II),hipaa 164.314(A)(2)(II),HIPAA 164.314 Organizational Requirements,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.314(A)(2)(III),hipaa 164.314(A)(2)(III),HIPAA 164.314 Organizational Requirements,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.314(B)(1),hipaa 164.314(B)(1),HIPAA 164.314 Organizational Requirements,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.314(B)(2),hipaa 164.314(B)(2),HIPAA 164.314 Organizational Requirements,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.314(B)(2)(I),hipaa 164.314(B)(2)(I),HIPAA 164.314 Organizational Requirements,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.314(B)(2)(II),hipaa 164.314(B)(2)(II),HIPAA 164.314 Organizational Requirements,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.314(B)(2)(III),hipaa 164.314(B)(2)(III),HIPAA 164.314 Organizational Requirements,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.314(B)(2)(IV),hipaa 164.314(B)(2)(IV),HIPAA 164.314 Organizational Requirements,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.316(A),hipaa 164.316(A),HIPAA 164.316 Policies and Documentation,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.316(B)(1)(I),hipaa 164.316(B)(1)(I),HIPAA 164.316 Policies and Documentation,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.316(B)(1)(II),hipaa 164.316(B)(1)(II),HIPAA 164.316 Policies and Documentation,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.316(B)(2)(I),hipaa 164.316(B)(2)(I),HIPAA 164.316 Policies and Documentation,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.316(B)(2)(II),hipaa 164.316(B)(2)(II),HIPAA 164.316 Policies and Documentation,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.316(B)(2)(III),hipaa 164.316(B)(2)(III),HIPAA 164.316 Policies and Documentation,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.404(2),hipaa 164.404(2),HIPAA 164.4 Breach Notification,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.404(A),hipaa 164.404(A),HIPAA 164.4 Breach Notification,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.404(B),hipaa 164.404(B),HIPAA 164.4 Breach Notification,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.404(C)(1),hipaa 164.404(C)(1),HIPAA 164.4 Breach Notification,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.404(C)(2),hipaa 164.404(C)(2),HIPAA 164.4 Breach Notification,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.404(D)(1)(I),hipaa 164.404(D)(1)(I),HIPAA 164.4 Breach Notification,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.404(D)(1)(II),hipaa 164.404(D)(1)(II),HIPAA 164.4 Breach Notification,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.404(D)(2),hipaa 164.404(D)(2),HIPAA 164.4 Breach Notification,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.404(D)(2)(I),hipaa 164.404(D)(2)(I),HIPAA 164.4 Breach Notification,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.404(D)(2)(II),hipaa 164.404(D)(2)(II),HIPAA 164.4 Breach Notification,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.404(D)(3),hipaa 164.404(D)(3),HIPAA 164.4 Breach Notification,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.406(A),hipaa 164.406(A),HIPAA 164.4 Breach Notification,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.406(B),hipaa 164.406(B),HIPAA 164.4 Breach Notification,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.406(C),hipaa 164.406(C),HIPAA 164.4 Breach Notification,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.408(A),hipaa 164.408(A),HIPAA 164.4 Breach Notification,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.408(B),hipaa 164.408(B),HIPAA 164.4 Breach Notification,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
