framework,control_id,control_ref,control_family,coverage_status,gap_type,candidate_priority,candidate_type,claim_status,suggested_finding_domain,suggested_evidence_type,claim_rule_ids,claim_strengths,sufficiency_rules,coverage_claims,requirement_profiles,requirement_sources,source_capability_refs,review_context_refs,overclaim_guards,adjacent_control_rationales,next_action,framework_version,framework_lifecycle,framework_authority,framework_source_type,framework_source_status,framework_source_url,framework_evidence_model
HITRUST e1,IM,HITRUST e1 IM,HITRUST e1 HITRUST HITRUST Control Domains,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,compliance_review,control_review,,control_owner_attested,owner_period_state_exception,supports_control_review,baseline-control-review,control_owner_review,,,Do not claim operating effectiveness until source evidence or a sampled evidence packet proves the control operated during the stated period.,Use the mapped control only when the evidence addresses that control objective; related controls stay review context until their own requirement is met.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",current,current,HITRUST,assurance_framework,official_landing,https://hitrustalliance.net/hitrust-csf/,"Control implementation, policy, procedure, sampled operation, and corrective-action evidence."
HITRUST e1,IPP,HITRUST e1 IPP,HITRUST e1 HITRUST HITRUST Control Domains,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,compliance_review,control_review,,control_owner_attested,owner_period_state_exception,supports_control_review,baseline-control-review,control_owner_review,,,Do not claim operating effectiveness until source evidence or a sampled evidence packet proves the control operated during the stated period.,Use the mapped control only when the evidence addresses that control objective; related controls stay review context until their own requirement is met.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",current,current,HITRUST,assurance_framework,official_landing,https://hitrustalliance.net/hitrust-csf/,"Control implementation, policy, procedure, sampled operation, and corrective-action evidence."
HITRUST e1,MDS,HITRUST e1 MDS,HITRUST e1 HITRUST HITRUST Control Domains,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,compliance_review,control_review,,control_owner_attested,owner_period_state_exception,supports_control_review,baseline-control-review,control_owner_review,,,Do not claim operating effectiveness until source evidence or a sampled evidence packet proves the control operated during the stated period.,Use the mapped control only when the evidence addresses that control objective; related controls stay review context until their own requirement is met.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",current,current,HITRUST,assurance_framework,official_landing,https://hitrustalliance.net/hitrust-csf/,"Control implementation, policy, procedure, sampled operation, and corrective-action evidence."
HITRUST e1,NP,HITRUST e1 NP,HITRUST e1 HITRUST HITRUST Control Domains,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,compliance_review,control_review,,control_owner_attested,owner_period_state_exception,supports_control_review,baseline-control-review,control_owner_review,,,Do not claim operating effectiveness until source evidence or a sampled evidence packet proves the control operated during the stated period.,Use the mapped control only when the evidence addresses that control objective; related controls stay review context until their own requirement is met.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",current,current,HITRUST,assurance_framework,official_landing,https://hitrustalliance.net/hitrust-csf/,"Control implementation, policy, procedure, sampled operation, and corrective-action evidence."
HITRUST e1,PES,HITRUST e1 PES,HITRUST e1 HITRUST HITRUST Control Domains,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,compliance_review,control_review,,control_owner_attested,owner_period_state_exception,supports_control_review,baseline-control-review,control_owner_review,,,Do not claim operating effectiveness until source evidence or a sampled evidence packet proves the control operated during the stated period.,Use the mapped control only when the evidence addresses that control objective; related controls stay review context until their own requirement is met.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",current,current,HITRUST,assurance_framework,official_landing,https://hitrustalliance.net/hitrust-csf/,"Control implementation, policy, procedure, sampled operation, and corrective-action evidence."
HITRUST e1,PM,HITRUST e1 PM,HITRUST e1 HITRUST HITRUST Control Domains,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,compliance_review,control_review,,control_owner_attested,owner_period_state_exception,supports_control_review,baseline-control-review,control_owner_review,,,Do not claim operating effectiveness until source evidence or a sampled evidence packet proves the control operated during the stated period.,Use the mapped control only when the evidence addresses that control objective; related controls stay review context until their own requirement is met.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",current,current,HITRUST,assurance_framework,official_landing,https://hitrustalliance.net/hitrust-csf/,"Control implementation, policy, procedure, sampled operation, and corrective-action evidence."
HITRUST e1,PMS,HITRUST e1 PMS,HITRUST e1 HITRUST HITRUST Control Domains,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,compliance_review,control_review,,control_owner_attested,owner_period_state_exception,supports_control_review,baseline-control-review,control_owner_review,,,Do not claim operating effectiveness until source evidence or a sampled evidence packet proves the control operated during the stated period.,Use the mapped control only when the evidence addresses that control objective; related controls stay review context until their own requirement is met.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",current,current,HITRUST,assurance_framework,official_landing,https://hitrustalliance.net/hitrust-csf/,"Control implementation, policy, procedure, sampled operation, and corrective-action evidence."
HITRUST e1,RM,HITRUST e1 RM,HITRUST e1 HITRUST HITRUST Control Domains,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,compliance_review,control_review,,control_owner_attested,owner_period_state_exception,supports_control_review,baseline-control-review,control_owner_review,,,Do not claim operating effectiveness until source evidence or a sampled evidence packet proves the control operated during the stated period.,Use the mapped control only when the evidence addresses that control objective; related controls stay review context until their own requirement is met.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",current,current,HITRUST,assurance_framework,official_landing,https://hitrustalliance.net/hitrust-csf/,"Control implementation, policy, procedure, sampled operation, and corrective-action evidence."
HITRUST e1,TP,HITRUST e1 TP,HITRUST e1 HITRUST HITRUST Control Domains,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,compliance_review,control_review,,control_owner_attested,owner_period_state_exception,supports_control_review,baseline-control-review,control_owner_review,,,Do not claim operating effectiveness until source evidence or a sampled evidence packet proves the control operated during the stated period.,Use the mapped control only when the evidence addresses that control objective; related controls stay review context until their own requirement is met.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",current,current,HITRUST,assurance_framework,official_landing,https://hitrustalliance.net/hitrust-csf/,"Control implementation, policy, procedure, sampled operation, and corrective-action evidence."
HITRUST e1,TPA,HITRUST e1 TPA,HITRUST e1 HITRUST HITRUST Control Domains,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,compliance_review,control_review,,control_owner_attested,owner_period_state_exception,supports_control_review,baseline-control-review,control_owner_review,,,Do not claim operating effectiveness until source evidence or a sampled evidence packet proves the control operated during the stated period.,Use the mapped control only when the evidence addresses that control objective; related controls stay review context until their own requirement is met.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",current,current,HITRUST,assurance_framework,official_landing,https://hitrustalliance.net/hitrust-csf/,"Control implementation, policy, procedure, sampled operation, and corrective-action evidence."
HITRUST e1,VM,HITRUST e1 VM,HITRUST e1 HITRUST HITRUST Control Domains,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,compliance_review,control_review,,control_owner_attested,owner_period_state_exception,supports_control_review,baseline-control-review,control_owner_review,,,Do not claim operating effectiveness until source evidence or a sampled evidence packet proves the control operated during the stated period.,Use the mapped control only when the evidence addresses that control objective; related controls stay review context until their own requirement is met.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",current,current,HITRUST,assurance_framework,official_landing,https://hitrustalliance.net/hitrust-csf/,"Control implementation, policy, procedure, sampled operation, and corrective-action evidence."
HITRUST e1,WS,HITRUST e1 WS,HITRUST e1 HITRUST HITRUST Control Domains,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,compliance_review,control_review,,control_owner_attested,owner_period_state_exception,supports_control_review,baseline-control-review,control_owner_review,,,Do not claim operating effectiveness until source evidence or a sampled evidence packet proves the control operated during the stated period.,Use the mapped control only when the evidence addresses that control objective; related controls stay review context until their own requirement is met.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",current,current,HITRUST,assurance_framework,official_landing,https://hitrustalliance.net/hitrust-csf/,"Control implementation, policy, procedure, sampled operation, and corrective-action evidence."
ISO 27001:2022,6.1.2,ISO 27001:2022 6.1.2,ISO 27001:2022 6 Planning,direct_control_only,missing_source_backing,high,source_backing_candidate,source_backing_required,compliance_review,control_review,iso-management-system-evidence,management_system_backed,scope_risk_treatment_operation_review,supports_management_system_control,baseline-control-review,control_owner_review,,ISO 27001:2022/identity-access-chain,"Do not claim certification readiness from one technical signal; require scope, risk treatment, control operation, monitoring, and review evidence where the clause requires it.","Use Annex, privacy, or AI controls only when the evidence ties to the stated management-system objective, not merely to a related security topic.",Add source coverage or evidence requirements that support the mapped finding-control edge.,2022,current,ISO/IEC,management_system_standard,official_standard_page,https://www.iso.org/standard/27001,"ISMS scope, risk treatment, Statement of Applicability, control operation, monitoring, and management review..."
ISO 27001:2022,8.2,ISO 27001:2022 8.2,ISO 27001:2022 8 Operation,direct_control_only,missing_source_backing,high,source_backing_candidate,source_backing_required,compliance_review,control_review,iso-management-system-evidence,management_system_backed,scope_risk_treatment_operation_review,supports_management_system_control,baseline-control-review,control_owner_review,,ISO 27001:2022/identity-access-chain,"Do not claim certification readiness from one technical signal; require scope, risk treatment, control operation, monitoring, and review evidence where the clause requires it.","Use Annex, privacy, or AI controls only when the evidence ties to the stated management-system objective, not merely to a related security topic.",Add source coverage or evidence requirements that support the mapped finding-control edge.,2022,current,ISO/IEC,management_system_standard,official_standard_page,https://www.iso.org/standard/27001,"ISMS scope, risk treatment, Statement of Applicability, control operation, monitoring, and management review..."
ISO 27001:2022,A.12.6,ISO 27001:2022 A.12.6,ISO 27001:2022 A.12 A.12 Controls,direct_control_only,missing_source_backing,high,source_backing_candidate,source_backing_required,compliance_review,control_review,iso-management-system-evidence,management_system_backed,scope_risk_treatment_operation_review,supports_management_system_control,baseline-control-review,control_owner_review,,,"Do not claim certification readiness from one technical signal; require scope, risk treatment, control operation, monitoring, and review evidence where the clause requires it.","Use Annex, privacy, or AI controls only when the evidence ties to the stated management-system objective, not merely to a related security topic.",Add source coverage or evidence requirements that support the mapped finding-control edge.,2022,current,ISO/IEC,management_system_standard,official_standard_page,https://www.iso.org/standard/27001,"ISMS scope, risk treatment, Statement of Applicability, control operation, monitoring, and management review..."
ISO 27001:2022,A.5.1,ISO 27001:2022 A.5.1,ISO 27001:2022 A.5 Organizational Controls,source_capability_only,missing_finding_mapping,high,missing_finding_candidate,finding_mapping_required,compliance_review,control_review,iso-management-system-evidence,management_system_backed,scope_risk_treatment_operation_review,supports_management_system_control,baseline-control-review,control_owner_review,ai_deployer_review/ai_deployer_obligations [supported]; ai_evaluation_store/ai_risk_evaluations [supported]; ai_system_register/ai_system_records [supported]; aws/bedrock_provisioned_model_throughput [supported]; consent_preference_platform/consent_preferences [supported]; data_inventory/processing_activities [supported]; grc/control_tests [supported]; grc/controls [supported]; hipaa_risk_assessment/safeguard_risk_records [supported]; hris_system/employee_lifecycle [supported]; hris_system/organization_assignments [supported]; microsoft_365/purview_dlp_policies [supported]; microsoft_365/purview_retention_policies [supported]; privacy_request_system/rights_requests [supported],,"Do not claim certification readiness from one technical signal; require scope, risk treatment, control operation, monitoring, and review evidence where the clause requires it.","Use Annex, privacy, or AI controls only when the evidence ties to the stated management-system objective, not merely to a related security topic.",Create or map a source-backed finding for the declared source capability.,2022,current,ISO/IEC,management_system_standard,official_standard_page,https://www.iso.org/standard/27001,"ISMS scope, risk treatment, Statement of Applicability, control operation, monitoring, and management review..."
ISO 27001:2022,A.5.10,ISO 27001:2022 A.5.10,ISO 27001:2022 A.5 Organizational Controls,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,compliance_review,control_review,iso-management-system-evidence,management_system_backed,scope_risk_treatment_operation_review,supports_management_system_control,baseline-control-review,control_owner_review,,,"Do not claim certification readiness from one technical signal; require scope, risk treatment, control operation, monitoring, and review evidence where the clause requires it.","Use Annex, privacy, or AI controls only when the evidence ties to the stated management-system objective, not merely to a related security topic.","Decide in-scope status, then add a finding, source capability, or documented exclusion.",2022,current,ISO/IEC,management_system_standard,official_standard_page,https://www.iso.org/standard/27001,"ISMS scope, risk treatment, Statement of Applicability, control operation, monitoring, and management review..."
ISO 27001:2022,A.5.12,ISO 27001:2022 A.5.12,ISO 27001:2022 A.5 Organizational Controls,direct_control_only,missing_source_backing,high,source_backing_candidate,source_backing_required,compliance_review,control_review,iso-management-system-evidence,management_system_backed,scope_risk_treatment_operation_review,supports_management_system_control,baseline-control-review,control_owner_review,,,"Do not claim certification readiness from one technical signal; require scope, risk treatment, control operation, monitoring, and review evidence where the clause requires it.","Use Annex, privacy, or AI controls only when the evidence ties to the stated management-system objective, not merely to a related security topic.",Add source coverage or evidence requirements that support the mapped finding-control edge.,2022,current,ISO/IEC,management_system_standard,official_standard_page,https://www.iso.org/standard/27001,"ISMS scope, risk treatment, Statement of Applicability, control operation, monitoring, and management review..."
ISO 27001:2022,A.5.13,ISO 27001:2022 A.5.13,ISO 27001:2022 A.5 Organizational Controls,direct_control_only,missing_source_backing,high,source_backing_candidate,source_backing_required,compliance_review,control_review,iso-management-system-evidence,management_system_backed,scope_risk_treatment_operation_review,supports_management_system_control,baseline-control-review,control_owner_review,,,"Do not claim certification readiness from one technical signal; require scope, risk treatment, control operation, monitoring, and review evidence where the clause requires it.","Use Annex, privacy, or AI controls only when the evidence ties to the stated management-system objective, not merely to a related security topic.",Add source coverage or evidence requirements that support the mapped finding-control edge.,2022,current,ISO/IEC,management_system_standard,official_standard_page,https://www.iso.org/standard/27001,"ISMS scope, risk treatment, Statement of Applicability, control operation, monitoring, and management review..."
ISO 27001:2022,A.5.2,ISO 27001:2022 A.5.2,ISO 27001:2022 A.5 Organizational Controls,direct_control_only,missing_source_backing,high,source_backing_candidate,source_backing_required,compliance_review,control_review,iso-management-system-evidence,management_system_backed,scope_risk_treatment_operation_review,supports_management_system_control,baseline-control-review,control_owner_review,,,"Do not claim certification readiness from one technical signal; require scope, risk treatment, control operation, monitoring, and review evidence where the clause requires it.","Use Annex, privacy, or AI controls only when the evidence ties to the stated management-system objective, not merely to a related security topic.",Add source coverage or evidence requirements that support the mapped finding-control edge.,2022,current,ISO/IEC,management_system_standard,official_standard_page,https://www.iso.org/standard/27001,"ISMS scope, risk treatment, Statement of Applicability, control operation, monitoring, and management review..."
ISO 27001:2022,A.5.21,ISO 27001:2022 A.5.21,ISO 27001:2022 A.5 Organizational Controls,direct_control_only,missing_source_backing,high,source_backing_candidate,source_backing_required,compliance_review,control_review,iso-management-system-evidence,management_system_backed,scope_risk_treatment_operation_review,supports_management_system_control,baseline-control-review,control_owner_review,business_associate_register/business_associate_agreements [supported]; grc/security_reviews [supported]; grc/vendors [supported],,"Do not claim certification readiness from one technical signal; require scope, risk treatment, control operation, monitoring, and review evidence where the clause requires it.","Use Annex, privacy, or AI controls only when the evidence ties to the stated management-system objective, not merely to a related security topic.",Add source coverage or evidence requirements that support the mapped finding-control edge.,2022,current,ISO/IEC,management_system_standard,official_standard_page,https://www.iso.org/standard/27001,"ISMS scope, risk treatment, Statement of Applicability, control operation, monitoring, and management review..."
ISO 27001:2022,A.5.22,ISO 27001:2022 A.5.22,ISO 27001:2022 A.5 Organizational Controls,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,compliance_review,control_review,iso-management-system-evidence,management_system_backed,scope_risk_treatment_operation_review,supports_management_system_control,baseline-control-review,control_owner_review,,,"Do not claim certification readiness from one technical signal; require scope, risk treatment, control operation, monitoring, and review evidence where the clause requires it.","Use Annex, privacy, or AI controls only when the evidence ties to the stated management-system objective, not merely to a related security topic.","Decide in-scope status, then add a finding, source capability, or documented exclusion.",2022,current,ISO/IEC,management_system_standard,official_standard_page,https://www.iso.org/standard/27001,"ISMS scope, risk treatment, Statement of Applicability, control operation, monitoring, and management review..."
ISO 27001:2022,A.5.23,ISO 27001:2022 A.5.23,ISO 27001:2022 A.5 Organizational Controls,direct_control_only,missing_source_backing,high,source_backing_candidate,source_backing_required,compliance_review,control_review,iso-management-system-evidence,management_system_backed,scope_risk_treatment_operation_review,supports_management_system_control,baseline-control-review,control_owner_review,,,"Do not claim certification readiness from one technical signal; require scope, risk treatment, control operation, monitoring, and review evidence where the clause requires it.","Use Annex, privacy, or AI controls only when the evidence ties to the stated management-system objective, not merely to a related security topic.",Add source coverage or evidence requirements that support the mapped finding-control edge.,2022,current,ISO/IEC,management_system_standard,official_standard_page,https://www.iso.org/standard/27001,"ISMS scope, risk treatment, Statement of Applicability, control operation, monitoring, and management review..."
ISO 27001:2022,A.5.27,ISO 27001:2022 A.5.27,ISO 27001:2022 A.5 Organizational Controls,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,compliance_review,control_review,iso-management-system-evidence,management_system_backed,scope_risk_treatment_operation_review,supports_management_system_control,baseline-control-review,control_owner_review,,,"Do not claim certification readiness from one technical signal; require scope, risk treatment, control operation, monitoring, and review evidence where the clause requires it.","Use Annex, privacy, or AI controls only when the evidence ties to the stated management-system objective, not merely to a related security topic.","Decide in-scope status, then add a finding, source capability, or documented exclusion.",2022,current,ISO/IEC,management_system_standard,official_standard_page,https://www.iso.org/standard/27001,"ISMS scope, risk treatment, Statement of Applicability, control operation, monitoring, and management review..."
ISO 27001:2022,A.5.28,ISO 27001:2022 A.5.28,ISO 27001:2022 A.5 Organizational Controls,direct_control_only,missing_source_backing,high,source_backing_candidate,source_backing_required,compliance_review,control_review,iso-management-system-evidence,management_system_backed,scope_risk_treatment_operation_review,supports_management_system_control,baseline-control-review,control_owner_review,,,"Do not claim certification readiness from one technical signal; require scope, risk treatment, control operation, monitoring, and review evidence where the clause requires it.","Use Annex, privacy, or AI controls only when the evidence ties to the stated management-system objective, not merely to a related security topic.",Add source coverage or evidence requirements that support the mapped finding-control edge.,2022,current,ISO/IEC,management_system_standard,official_standard_page,https://www.iso.org/standard/27001,"ISMS scope, risk treatment, Statement of Applicability, control operation, monitoring, and management review..."
ISO 27001:2022,A.5.3,ISO 27001:2022 A.5.3,ISO 27001:2022 A.5 Organizational Controls,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,compliance_review,control_review,iso-management-system-evidence,management_system_backed,scope_risk_treatment_operation_review,supports_management_system_control,baseline-control-review,control_owner_review,,,"Do not claim certification readiness from one technical signal; require scope, risk treatment, control operation, monitoring, and review evidence where the clause requires it.","Use Annex, privacy, or AI controls only when the evidence ties to the stated management-system objective, not merely to a related security topic.","Decide in-scope status, then add a finding, source capability, or documented exclusion.",2022,current,ISO/IEC,management_system_standard,official_standard_page,https://www.iso.org/standard/27001,"ISMS scope, risk treatment, Statement of Applicability, control operation, monitoring, and management review..."
ISO 27001:2022,A.5.31,ISO 27001:2022 A.5.31,ISO 27001:2022 A.5 Organizational Controls,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,compliance_review,control_review,iso-management-system-evidence,management_system_backed,scope_risk_treatment_operation_review,supports_management_system_control,baseline-control-review,control_owner_review,,,"Do not claim certification readiness from one technical signal; require scope, risk treatment, control operation, monitoring, and review evidence where the clause requires it.","Use Annex, privacy, or AI controls only when the evidence ties to the stated management-system objective, not merely to a related security topic.","Decide in-scope status, then add a finding, source capability, or documented exclusion.",2022,current,ISO/IEC,management_system_standard,official_standard_page,https://www.iso.org/standard/27001,"ISMS scope, risk treatment, Statement of Applicability, control operation, monitoring, and management review..."
ISO 27001:2022,A.5.32,ISO 27001:2022 A.5.32,ISO 27001:2022 A.5 Organizational Controls,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,compliance_review,control_review,iso-management-system-evidence,management_system_backed,scope_risk_treatment_operation_review,supports_management_system_control,baseline-control-review,control_owner_review,,,"Do not claim certification readiness from one technical signal; require scope, risk treatment, control operation, monitoring, and review evidence where the clause requires it.","Use Annex, privacy, or AI controls only when the evidence ties to the stated management-system objective, not merely to a related security topic.","Decide in-scope status, then add a finding, source capability, or documented exclusion.",2022,current,ISO/IEC,management_system_standard,official_standard_page,https://www.iso.org/standard/27001,"ISMS scope, risk treatment, Statement of Applicability, control operation, monitoring, and management review..."
ISO 27001:2022,A.5.33,ISO 27001:2022 A.5.33,ISO 27001:2022 A.5 Organizational Controls,direct_control_only,missing_source_backing,high,source_backing_candidate,source_backing_required,compliance_review,control_review,iso-management-system-evidence,management_system_backed,scope_risk_treatment_operation_review,supports_management_system_control,baseline-control-review,control_owner_review,,,"Do not claim certification readiness from one technical signal; require scope, risk treatment, control operation, monitoring, and review evidence where the clause requires it.","Use Annex, privacy, or AI controls only when the evidence ties to the stated management-system objective, not merely to a related security topic.",Add source coverage or evidence requirements that support the mapped finding-control edge.,2022,current,ISO/IEC,management_system_standard,official_standard_page,https://www.iso.org/standard/27001,"ISMS scope, risk treatment, Statement of Applicability, control operation, monitoring, and management review..."
ISO 27001:2022,A.5.34,ISO 27001:2022 A.5.34,ISO 27001:2022 A.5 Organizational Controls,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,compliance_review,control_review,iso-management-system-evidence,management_system_backed,scope_risk_treatment_operation_review,supports_management_system_control,baseline-control-review,control_owner_review,,,"Do not claim certification readiness from one technical signal; require scope, risk treatment, control operation, monitoring, and review evidence where the clause requires it.","Use Annex, privacy, or AI controls only when the evidence ties to the stated management-system objective, not merely to a related security topic.","Decide in-scope status, then add a finding, source capability, or documented exclusion.",2022,current,ISO/IEC,management_system_standard,official_standard_page,https://www.iso.org/standard/27001,"ISMS scope, risk treatment, Statement of Applicability, control operation, monitoring, and management review..."
ISO 27001:2022,A.5.37,ISO 27001:2022 A.5.37,ISO 27001:2022 A.5 Organizational Controls,direct_control_only,missing_source_backing,high,source_backing_candidate,source_backing_required,compliance_review,control_review,iso-management-system-evidence,management_system_backed,scope_risk_treatment_operation_review,supports_management_system_control,baseline-control-review,control_owner_review,,,"Do not claim certification readiness from one technical signal; require scope, risk treatment, control operation, monitoring, and review evidence where the clause requires it.","Use Annex, privacy, or AI controls only when the evidence ties to the stated management-system objective, not merely to a related security topic.",Add source coverage or evidence requirements that support the mapped finding-control edge.,2022,current,ISO/IEC,management_system_standard,official_standard_page,https://www.iso.org/standard/27001,"ISMS scope, risk treatment, Statement of Applicability, control operation, monitoring, and management review..."
ISO 27001:2022,A.5.4,ISO 27001:2022 A.5.4,ISO 27001:2022 A.5 Organizational Controls,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,compliance_review,control_review,iso-management-system-evidence,management_system_backed,scope_risk_treatment_operation_review,supports_management_system_control,baseline-control-review,control_owner_review,,,"Do not claim certification readiness from one technical signal; require scope, risk treatment, control operation, monitoring, and review evidence where the clause requires it.","Use Annex, privacy, or AI controls only when the evidence ties to the stated management-system objective, not merely to a related security topic.","Decide in-scope status, then add a finding, source capability, or documented exclusion.",2022,current,ISO/IEC,management_system_standard,official_standard_page,https://www.iso.org/standard/27001,"ISMS scope, risk treatment, Statement of Applicability, control operation, monitoring, and management review..."
ISO 27001:2022,A.5.5,ISO 27001:2022 A.5.5,ISO 27001:2022 A.5 Organizational Controls,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,compliance_review,control_review,iso-management-system-evidence,management_system_backed,scope_risk_treatment_operation_review,supports_management_system_control,baseline-control-review,control_owner_review,,,"Do not claim certification readiness from one technical signal; require scope, risk treatment, control operation, monitoring, and review evidence where the clause requires it.","Use Annex, privacy, or AI controls only when the evidence ties to the stated management-system objective, not merely to a related security topic.","Decide in-scope status, then add a finding, source capability, or documented exclusion.",2022,current,ISO/IEC,management_system_standard,official_standard_page,https://www.iso.org/standard/27001,"ISMS scope, risk treatment, Statement of Applicability, control operation, monitoring, and management review..."
ISO 27001:2022,A.5.6,ISO 27001:2022 A.5.6,ISO 27001:2022 A.5 Organizational Controls,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,compliance_review,control_review,iso-management-system-evidence,management_system_backed,scope_risk_treatment_operation_review,supports_management_system_control,baseline-control-review,control_owner_review,,,"Do not claim certification readiness from one technical signal; require scope, risk treatment, control operation, monitoring, and review evidence where the clause requires it.","Use Annex, privacy, or AI controls only when the evidence ties to the stated management-system objective, not merely to a related security topic.","Decide in-scope status, then add a finding, source capability, or documented exclusion.",2022,current,ISO/IEC,management_system_standard,official_standard_page,https://www.iso.org/standard/27001,"ISMS scope, risk treatment, Statement of Applicability, control operation, monitoring, and management review..."
ISO 27001:2022,A.5.7,ISO 27001:2022 A.5.7,ISO 27001:2022 A.5 Organizational Controls,direct_control_only,missing_source_backing,high,source_backing_candidate,source_backing_required,compliance_review,control_review,iso-management-system-evidence,management_system_backed,scope_risk_treatment_operation_review,supports_management_system_control,baseline-control-review,control_owner_review,,,"Do not claim certification readiness from one technical signal; require scope, risk treatment, control operation, monitoring, and review evidence where the clause requires it.","Use Annex, privacy, or AI controls only when the evidence ties to the stated management-system objective, not merely to a related security topic.",Add source coverage or evidence requirements that support the mapped finding-control edge.,2022,current,ISO/IEC,management_system_standard,official_standard_page,https://www.iso.org/standard/27001,"ISMS scope, risk treatment, Statement of Applicability, control operation, monitoring, and management review..."
ISO 27001:2022,A.5.8,ISO 27001:2022 A.5.8,ISO 27001:2022 A.5 Organizational Controls,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,compliance_review,control_review,iso-management-system-evidence,management_system_backed,scope_risk_treatment_operation_review,supports_management_system_control,baseline-control-review,control_owner_review,,,"Do not claim certification readiness from one technical signal; require scope, risk treatment, control operation, monitoring, and review evidence where the clause requires it.","Use Annex, privacy, or AI controls only when the evidence ties to the stated management-system objective, not merely to a related security topic.","Decide in-scope status, then add a finding, source capability, or documented exclusion.",2022,current,ISO/IEC,management_system_standard,official_standard_page,https://www.iso.org/standard/27001,"ISMS scope, risk treatment, Statement of Applicability, control operation, monitoring, and management review..."
