tag,tag_kind,tag_source,rule_id,name,domain,severity,evidence_mode,path
cis-aws-1.4,compliance,metadata,aws-iam-user-mfa-enabled,IAM User MFA Enabled,aws,high,cel,policies/aws/aws-iam-mfa.yaml
cis-aws-1.5,compliance,metadata,aws-iam-root-mfa-enabled,Root Account MFA Enabled,aws,critical,cel,policies/aws/aws-iam-root-mfa.yaml
cis-aws-1.8,compliance,metadata,aws-iam-password-policy,IAM Password Policy Requirements,aws,medium,cel,policies/aws/aws-iam-password-policy.yaml
cis-aws-1.8,compliance,metadata,aws-password-policy-minimum-length,IAM Password Policy Minimum Length,aws,medium,cel,policies/aws/aws-password-policy-length.yaml
cis-aws-1.9,compliance,metadata,aws-iam-password-policy,IAM Password Policy Requirements,aws,medium,cel,policies/aws/aws-iam-password-policy.yaml
cis-aws-1.9,compliance,metadata,aws-password-policy-no-reuse,IAM Password Policy Prevents Reuse,aws,medium,cel,policies/aws/aws-password-policy-reuse.yaml
cis-aws-2.1.1,compliance,metadata,aws-s3-bucket-encryption-enabled,S3 Bucket Encryption Enabled,aws,medium,cel,policies/aws/aws-s3-bucket-encryption.yaml
cis-aws-2.1.2,compliance,metadata,aws-s3-bucket-ssl-only,S3 Bucket Requires SSL,aws,medium,cel,policies/aws/aws-s3-bucket-ssl-only.yaml
cis-aws-2.1.2,compliance,metadata,aws-s3-https-only,S3 Buckets Enforce HTTPS Only,aws,medium,cel,policies/aws/aws-s3-https-only.yaml
cis-aws-2.1.5,compliance,metadata,aws-s3-bucket-no-public-access,S3 Bucket Public Access,aws,critical,cel,policies/aws/aws-s3-public.yaml
cis-aws-2.1.5,compliance,metadata,aws-s3-bucket-policy-public,S3 Bucket Policy Allows Public Access,aws,critical,cel,policies/aws/aws-s3-bucket-policy-public.yaml
cis-aws-2.2.1,compliance,metadata,aws-ebs-encryption-default,EBS Encryption by Default,aws,medium,cel,policies/aws/aws-ebs-encryption-default.yaml
cis-aws-2.2.1,compliance,metadata,aws-ec2-ebs-volume-encrypted,EBS Volume Encrypted,aws,medium,cel,policies/aws/aws-ec2-ebs-volume-encrypted.yaml
cis-aws-2.3.1,compliance,metadata,aws-rds-encryption-enabled,RDS Encryption Enabled,aws,high,cel,policies/aws/aws-rds-encryption.yaml
cis-aws-2.3.1,compliance,metadata,aws-redshift-public,Redshift Cluster Publicly Accessible,aws,critical,cel,policies/aws/aws-redshift-public.yaml
cis-aws-2.3.2,compliance,metadata,aws-redshift-no-encryption,AWS Redshift Not Encrypted,dspm,high,cel,policies/dspm/aws-redshift-encryption.yaml
cis-aws-2.3.3,compliance,metadata,aws-rds-no-public-access,RDS No Public Access,aws,critical,cel,policies/aws/aws-rds-public-access.yaml
cis-aws-2.6,compliance,metadata,aws-apigateway-public,API Gateway Publicly Accessible,aws,medium,cel,policies/aws/aws-apigateway-public.yaml
cis-aws-3.1,compliance,metadata,aws-cloudtrail-enabled,CloudTrail Enabled,aws,critical,cel,policies/aws/aws-cloudtrail-enabled.yaml
cis-aws-3.10,compliance,metadata,aws-cloudtrail-s3-data-events,CloudTrail S3 Data Events Logging,aws,medium,cel,policies/aws/aws-cloudtrail-s3-data-events.yaml
cis-aws-3.11,compliance,metadata,aws-cloudtrail-s3-data-events,CloudTrail S3 Data Events Logging,aws,medium,cel,policies/aws/aws-cloudtrail-s3-data-events.yaml
cis-aws-3.2,compliance,metadata,aws-cloudtrail-log-integrity,CloudTrail Log File Integrity Validation,aws,medium,cel,policies/aws/aws-cloudtrail-log-integrity.yaml
cis-aws-3.5,compliance,metadata,aws-config-enabled-all-regions,AWS Config Enabled All Regions,aws,medium,cel,policies/aws/aws-config-enabled.yaml
cis-aws-3.6,compliance,metadata,aws-s3-bucket-logging-enabled,S3 Bucket Logging Enabled,aws,medium,cel,policies/aws/aws-s3-bucket-logging.yaml
cis-aws-3.7,compliance,metadata,aws-cloudtrail-kms-encryption,CloudTrail KMS Encryption Enabled,aws,medium,cel,policies/aws/aws-cloudtrail-kms-encryption.yaml
cis-aws-3.8,compliance,metadata,aws-kms-key-rotation-enabled,KMS Key Rotation Enabled,aws,medium,cel,policies/aws/aws-kms-key-rotation.yaml
cis-aws-3.9,compliance,metadata,aws-vpc-flow-logs-enabled,VPC Flow Logs Enabled,aws,medium,cel,policies/aws/aws-vpc-flow-logs.yaml
cis-aws-4.1,compliance,metadata,aws-cloudwatch-alarm-missing,CloudTrail Without CloudWatch Alarm,aws,medium,cel,policies/aws/aws-cloudwatch-alarm-missing.yaml
cis-aws-4.15,compliance,metadata,aws-guardduty-disabled,GuardDuty Not Enabled,aws,high,cel,policies/aws/aws-guardduty-disabled.yaml
cis-aws-5.1,compliance,metadata,aws-nacl-admin-ports-restricted,Network ACLs Restrict Admin Port Access,aws,high,cel,policies/aws/aws-nacl-admin-ports.yaml
cis-aws-5.2,compliance,metadata,aws-ec2-public-ip-ssh,EC2 Public IP with SSH Exposed,aws,critical,cel,policies/aws/aws-ec2-public-ip-ssh.yaml
cis-aws-5.2,compliance,metadata,aws-security-group-restrict-ssh,Security Group SSH Restriction,aws,high,cel,policies/aws/aws-security-group-ssh.yaml
cis-aws-5.3,compliance,metadata,aws-ec2-public-ip-rdp,EC2 Public IP with RDP Exposed,aws,critical,cel,policies/aws/aws-ec2-public-ip-rdp.yaml
cis-aws-5.3,compliance,metadata,aws-security-group-restrict-rdp,Security Group RDP Restriction,aws,high,cel,policies/aws/aws-security-group-rdp.yaml
cis-aws-5.4,compliance,metadata,aws-default-sg-no-rules,Default Security Group Restricts All Traffic,aws,medium,cel,policies/aws/aws-default-sg-no-rules.yaml
cis-aws-5.4,compliance,metadata,aws-ec2-sg-no-all-traffic-ingress,Security Group No All Traffic Ingress,aws,critical,cel,policies/aws/aws-ec2-sg-all-traffic.yaml
cis-aws-5.6,compliance,metadata,aws-ec2-imdsv2-required,EC2 IMDSv2 Required,aws,high,cel,policies/aws/aws-ec2-imdsv2.yaml
cis-azure-1.1.1,compliance,metadata,azure-user-mfa-disabled,Azure AD User Without MFA,azure,high,cel,policies/azure/azure-user-mfa-disabled.yaml
cis-azure-1.3,compliance,metadata,azure-ad-guest-access-restricted,Azure AD Guest Access Restricted,azure,medium,cel,policies/azure/azure-ad-guest-unrestricted.yaml
cis-azure-3.1,compliance,metadata,azure-storage-https-only,Azure Storage HTTPS Only,azure,high,cel,policies/azure/azure-storage-https.yaml
cis-azure-3.15,compliance,metadata,azure-storage-minimum-tls-1-2,Azure Storage Minimum TLS 1.2,azure,medium,cel,policies/azure/azure-storage-min-tls.yaml
cis-azure-3.7,compliance,metadata,azure-storage-blob-public-access-disabled,Azure Storage Blob Public Access Disabled,azure,high,cel,policies/azure/azure-storage-blob-public.yaml
cis-azure-3.7,compliance,metadata,azure-storage-network-allow,Azure Storage Network Default Allow,azure,medium,cel,policies/azure/azure-storage-network-allow.yaml
cis-azure-3.8,compliance,metadata,azure-storage-network-default-deny,Azure Storage Network Default Deny,azure,medium,cel,policies/azure/azure-storage-network-default-deny.yaml
cis-azure-4.1.1,compliance,metadata,azure-sql-auditing-enabled,SQL Database Auditing,azure,medium,cel,policies/azure/azure-sql-auditing.yaml
cis-azure-4.1.2,compliance,metadata,azure-sql-transparent-data-encryption,Azure SQL Transparent Data Encryption,azure,high,cel,policies/azure/azure-sql-tde.yaml
cis-azure-4.3.1,compliance,metadata,azure-postgresql-ssl,PostgreSQL SSL Enforcement Disabled,azure,high,cel,policies/azure/azure-postgresql-ssl.yaml
cis-azure-4.4,compliance,metadata,azure-sql-azure-ad-admin,Azure SQL Azure AD Admin,azure,medium,cel,policies/azure/azure-sql-ad-admin.yaml
cis-azure-5.1.5,compliance,metadata,azure-keyvault-logging,Key Vault Diagnostic Logging Disabled,azure,medium,cel,policies/azure/azure-keyvault-logging.yaml
cis-azure-6.1,compliance,metadata,azure-nsg-admin-port,NSG Allows Admin Ports from Internet,azure,high,cel,policies/azure/azure-nsg-admin-port.yaml
cis-azure-6.1,compliance,metadata,azure-nsg-restrict-ssh,NSG SSH Restriction,azure,high,cel,policies/azure/azure-nsg-ssh.yaml
cis-azure-6.1,compliance,metadata,azure-vm-public-ip-ssh,Azure VM Public IP with SSH Exposed,azure,critical,cel,policies/azure/azure-vm-public-ip-ssh.yaml
cis-azure-6.2,compliance,metadata,azure-vm-public-ip-rdp,Azure VM Public IP with RDP Exposed,azure,critical,cel,policies/azure/azure-vm-public-ip-rdp.yaml
cis-azure-7.2,compliance,metadata,azure-vm-disk-encryption,Azure VM Disk Encryption,azure,high,cel,policies/azure/azure-vm-disk-encryption.yaml
cis-azure-8.1,compliance,metadata,azure-keyvault-key-expiry-set,Azure Key Vault Key Expiry Set,azure,medium,cel,policies/azure/azure-keyvault-expiry.yaml
cis-azure-8.4,compliance,metadata,azure-keyvault-soft-delete-enabled,Key Vault Soft Delete,azure,medium,cel,policies/azure/azure-keyvault-soft-delete.yaml
cis-azure-8.5,compliance,metadata,azure-keyvault-purge-protection,Azure Key Vault Purge Protection,azure,medium,cel,policies/azure/azure-keyvault-purge-protection.yaml
cis-eks-2.1.1,compliance,metadata,aws-eks-control-plane-logging,EKS Control Plane Logging,aws,medium,cel,policies/aws/aws-eks-logging.yaml
cis-eks-5.1.1,compliance,metadata,aws-eks-secrets-encryption,EKS Secrets Encryption,aws,high,cel,policies/aws/aws-eks-secrets-encryption.yaml
cis-gcp-1.1,compliance,metadata,gcp-iam-binding-no-allUsers,GCP IAM Binding No allUsers,gcp,critical,cel,policies/gcp/gcp-iam-binding-allUsers.yaml
cis-gcp-1.2,compliance,metadata,gcp-iam-binding-no-allAuthenticatedUsers,GCP IAM Binding No allAuthenticatedUsers,gcp,high,cel,policies/gcp/gcp-iam-binding-allAuthenticatedUsers.yaml
cis-gcp-1.4,compliance,metadata,gcp-iam-minimize-user-managed-keys,GCP Minimize User Managed Service Account Keys,gcp,medium,cel,policies/gcp/gcp-iam-user-managed-keys.yaml
cis-gcp-1.5,compliance,metadata,gcp-iam-sa-no-admin-privileges,GCP Service Account No Admin Privileges,gcp,high,cel,policies/gcp/gcp-iam-sa-admin-privileges.yaml
cis-gcp-1.5,compliance,metadata,gcp-sa-admin-privileges,GCP Service Account with Admin Privileges,gcp,high,cel,policies/gcp/gcp-sa-admin-privileges.yaml
cis-gcp-1.7,compliance,metadata,gcp-service-account-key-rotation,Service Account Key Rotation,gcp,medium,cel,policies/gcp/gcp-service-account-keys.yaml
cis-gcp-2.1,compliance,metadata,gcp-audit-logging-enabled,Audit Logging Enabled,gcp,high,cel,policies/gcp/gcp-audit-logging.yaml
cis-gcp-3.6,compliance,metadata,gcp-compute-public-ssh,GCP Instance Public IP with SSH Exposed,gcp,critical,cel,policies/gcp/gcp-compute-public-ssh.yaml
cis-gcp-3.6,compliance,metadata,gcp-firewall-admin-port,GCP Firewall Allows Admin Ports from Internet,gcp,high,cel,policies/gcp/gcp-firewall-admin-port.yaml
cis-gcp-4.1,compliance,metadata,gcp-compute-no-default-service-account,GCP Compute No Default Service Account,gcp,medium,cel,policies/gcp/gcp-compute-default-sa.yaml
cis-gcp-4.2,compliance,metadata,gcp-sa-no-full-project-access,GCP Service Account No Full Access Scopes,gcp,high,cel,policies/gcp/gcp-sa-full-project-access.yaml
cis-gcp-4.4,compliance,metadata,gcp-compute-metadata-v1,GCP Instance Metadata v1 Enabled,gcp,high,cel,policies/gcp/gcp-compute-metadata-v1.yaml
cis-gcp-4.5,compliance,metadata,gcp-compute-serial-port-disabled,GCP Compute Serial Port Disabled,gcp,medium,cel,policies/gcp/gcp-compute-serial-port.yaml
cis-gcp-4.8,compliance,metadata,gcp-compute-shielded-vm,GCP Compute Shielded VM,gcp,medium,cel,policies/gcp/gcp-compute-shielded-vm.yaml
cis-gcp-4.9,compliance,metadata,gcp-compute-no-public-ip,Compute Instance Public IP,gcp,high,cel,policies/gcp/gcp-compute-public-ip.yaml
cis-gcp-5.1,compliance,metadata,gcp-storage-bucket-no-public,GCP Storage Bucket Public Access,gcp,critical,cel,policies/gcp/gcp-storage-public.yaml
cis-gcp-5.1,compliance,metadata,gcp-storage-no-public-allusers,GCP Storage No Public allUsers Access,gcp,critical,cel,policies/gcp/gcp-storage-public-allusers.yaml
cis-gcp-5.2,compliance,metadata,gcp-storage-uniform-bucket-access,GCP Storage Uniform Bucket Access,gcp,medium,cel,policies/gcp/gcp-storage-uniform-access.yaml
cis-gcp-6.1,compliance,metadata,gcp-sql-ssl-required,GCP Cloud SQL SSL Required,gcp,high,cel,policies/gcp/gcp-sql-ssl-required.yaml
cis-gcp-6.2,compliance,metadata,gcp-cloudsql-no-public-ip,Cloud SQL Public IP,gcp,high,cel,policies/gcp/gcp-cloudsql-public.yaml
cis-gcp-6.7,compliance,metadata,gcp-sql-backup-enabled,GCP Cloud SQL Backup Enabled,gcp,medium,cel,policies/gcp/gcp-sql-backup.yaml
cis-gcp-7.17,compliance,metadata,gcp-gke-default-sa,GKE Node Pool Using Default Service Account,gcp,medium,cel,policies/gcp/gcp-gke-default-sa.yaml
cis-github-1.1.3,compliance,metadata,github-public-repo-branch-protection,GitHub Public Repository Without Branch Protection,github,high,cel,policies/github/github-repo-branch-protection.yaml
cis-github-1.1.3,compliance,metadata,github-repo-branch-protection,GitHub Repository Branch Protection,github,high,cel,policies/github/github-branch-protection.yaml
cis-github-1.3.1,compliance,metadata,github-org-2fa-disabled,GitHub Organization 2FA Not Required,github,high,cel,policies/github/github-org-2fa-disabled.yaml
cis-gke-6.6.2,compliance,metadata,gcp-gke-private-cluster,GKE Private Cluster,gcp,high,cel,policies/gcp/gcp-gke-private-cluster.yaml
cis-k8s-5.1.3,compliance,metadata,k8s-cluster-admin-wildcard,Kubernetes ClusterRole with Wildcard Permissions,kubernetes,high,cel,policies/kubernetes/k8s-cluster-admin-wildcard.yaml
cis-k8s-5.1.6,compliance,metadata,k8s-service-account-token-mount,Kubernetes Pod Auto-Mounts Service Account Token,kubernetes,low,cel,policies/kubernetes/k8s-service-account-token-mount.yaml
cis-k8s-5.2.1,compliance,metadata,k8s-pod-no-privileged,K8s Pod No Privileged Containers,kubernetes,critical,cel,policies/kubernetes/k8s-pod-privileged.yaml
cis-k8s-5.2.2,compliance,metadata,k8s-pod-no-host-pid,K8s Pod No Host PID,kubernetes,high,cel,policies/kubernetes/k8s-pod-host-pid.yaml
cis-k8s-5.2.4,compliance,metadata,k8s-pod-no-host-network,K8s Pod No Host Network,kubernetes,high,cel,policies/kubernetes/k8s-pod-host-network.yaml
cis-k8s-5.2.4,compliance,metadata,k8s-pod-readonly-root-filesystem,K8s Pod Read-Only Root Filesystem,kubernetes,medium,cel,policies/kubernetes/k8s-pod-readonly-root.yaml
cis-k8s-5.2.6,compliance,metadata,k8s-pod-no-run-as-root,K8s Pod No Run As Root,kubernetes,high,cel,policies/kubernetes/k8s-pod-root.yaml
cis-k8s-5.2.7,compliance,metadata,k8s-pod-drop-all-capabilities,K8s Pod Drop All Capabilities,kubernetes,medium,cel,policies/kubernetes/k8s-pod-capabilities.yaml
cis-k8s-5.3.2,compliance,metadata,k8s-network-policy-default-deny,Kubernetes Namespace Without Default Deny NetworkPolicy,kubernetes,medium,cel,policies/kubernetes/k8s-network-policy-default-deny.yaml
cisa,compliance,metadata,cisa-kev-vulnerability-present,CISA KEV Vulnerability Present,runtime,critical,cel,policies/runtime/kev-vulnerability-detected.yaml
cisa,compliance,metadata,vuln-known-exploited,Known Exploited Vulnerabilities Present,vulnerability,critical,query,policies/vulnerability/vuln-known-exploited.yaml
citations,routing,metadata,ai-rag-source-citation-required,AI Rag Source Citation Required,ai,medium,cel,policies/ai/ai-rag-source-citation-required.yaml
cleartext-keys,routing,metadata,bucket-cleartext-admin-keys,Bucket with cleartext highly privileged cloud keys,cerebro,critical,cel,policies/cerebro/bucket-cleartext-admin-keys.yaml
cleartext-keys,routing,metadata,bucket-cleartext-keys-data,Bucket with cleartext cloud keys granting data access to sensitive data,cerebro,critical,cel,policies/cerebro/bucket-cleartext-keys-data.yaml
cleartext-keys,routing,metadata,container-image-cleartext-keys,Container image with cleartext cloud keys granting high privileges,cerebro,critical,cel,policies/cerebro/container-image-cleartext-keys.yaml
cleartext-keys,routing,metadata,public-resource-cleartext-admin-keys,Publicly exposed resource with cleartext cloud keys granting admin privileges,cerebro,critical,cel,policies/cerebro/public-resource-cleartext-admin-keys.yaml
cleartext-keys,routing,metadata,public-resource-cleartext-keys,Publicly exposed resource with cleartext cloud keys granting high privileges,cerebro,critical,cel,policies/cerebro/public-resource-cleartext-keys.yaml
cleartext-keys,routing,metadata,resource-cleartext-keys-admin,Resource with cleartext cloud keys granting admin privileges,cerebro,critical,cel,policies/cerebro/resource-cleartext-keys-admin.yaml
cleartext-keys,routing,metadata,resource-cleartext-keys-privileged,Resource with cleartext cloud keys granting high privileges,cerebro,critical,cel,policies/cerebro/resource-cleartext-keys-privileged.yaml
cleartext-keys,routing,metadata,vm-cleartext-keys-cross-account,VM/serverless with cleartext cloud keys granting permission to access resources in external subscriptions,cerebro,high,cel,policies/cerebro/vm-cleartext-keys-cross-account.yaml
cleartext-keys,routing,metadata,vm-public-vuln-cross-account-keys,Publicly exposed VM/serverless with initial access vulnerabilities and cleartext cloud keys granting permissions in another subscription,cerebro,critical,cel,policies/cerebro/vm-public-vuln-cross-account-keys.yaml
cleartext-keys,routing,metadata,vm-vuln-cleartext-keys,Internet-facing VM/serverless with initial access vulnerabilities and cleartext cloud keys granting high privileges,cerebro,critical,cel,policies/cerebro/vm-vuln-cleartext-keys.yaml
cleartext-keys,routing,metadata,vm-vuln-keys-data-access,Internet-facing VM/serverless with initial access vulnerabilities and cleartext cloud keys with data access to sensitive data,cerebro,critical,cel,policies/cerebro/vm-vuln-keys-data-access.yaml
closed,routing,metadata,github-secops-pull-request-closed-tracked,GitHub Closed Pull Request Requires Review Evidence Tracked,github,low,cel,policies/github/github-secops-pull-request-closed-tracked.yaml
cloud-ids,routing,metadata,gcp-cloud-ids-notifications,GCP Cloud IDS Notifications Configured,gcp,high,cel,policies/gcp/gcp-cloud-ids-notifications.yaml
cloud-run,routing,metadata,gcp-cloud-run-allow-unauthenticated,GCP Cloud Run Allow Unauthenticated,api,high,cel,policies/api/gcp-cloud-run-no-auth.yaml
cloud-run,routing,metadata,gcp-cloudrun-ingress-all,GCP Cloudrun Ingress All,gcp,medium,cel,policies/gcp/gcp-cloudrun-ingress-all.yaml
cloud-run,routing,metadata,gcp-cloudrun-service-account-default,GCP Cloudrun Service Account Default,gcp,medium,cel,policies/gcp/gcp-cloudrun-service-account-default.yaml
cloudflare_api_token,routing,metadata,github-secops-secret-cloudflare-api-token-open,GitHub Secret Scanning Cloudflare Api Token Alert Open,github,high,cel,policies/github/github-secops-secret-cloudflare-api-token-open.yaml
cloudflare_api_token,routing,metadata,github-secops-secret-cloudflare-api-token-push-protection-bypassed,GitHub Secret Scanning Cloudflare Api Token Push Protection Bypassed,github,critical,cel,policies/github/github-secops-secret-cloudflare-api-token-push-protection-bypassed.yaml
cloudflare_api_token,routing,metadata,github-secops-secret-cloudflare-api-token-resolution-false-positive,GitHub Secret Scanning Cloudflare Api Token Resolution False Positive,github,medium,cel,policies/github/github-secops-secret-cloudflare-api-token-resolution-false-positive.yaml
cloudflare_api_token,routing,metadata,github-secops-secret-cloudflare-api-token-resolution-used-in-tests,GitHub Secret Scanning Cloudflare Api Token Resolution Used In Tests,github,medium,cel,policies/github/github-secops-secret-cloudflare-api-token-resolution-used-in-tests.yaml
cloudflare_api_token,routing,metadata,github-secops-secret-cloudflare-api-token-resolution-wont-fix,GitHub Secret Scanning Cloudflare Api Token Resolution Wont Fix,github,medium,cel,policies/github/github-secops-secret-cloudflare-api-token-resolution-wont-fix.yaml
cloudformation,routing,metadata,aws-cloudformation-stack-drift-detected,AWS Cloudformation Stack Drift Detected,aws,medium,cel,policies/aws/aws-cloudformation-stack-drift-detected.yaml
cloudformation,routing,metadata,aws-cloudformation-stack-termination-protection,AWS Cloudformation Stack Termination Protection,aws,medium,cel,policies/aws/aws-cloudformation-stack-termination-protection.yaml
cloudfront,routing,metadata,aws-cloudfront-http,CloudFront Distribution Allows HTTP,aws,medium,cel,policies/aws/aws-cloudfront-http.yaml
cloudfront,routing,metadata,aws-cloudfront-origin-access-control-required,AWS Cloudfront Origin Access Control Required,aws,medium,cel,policies/aws/aws-cloudfront-origin-access-control-required.yaml
cloudfront,routing,metadata,aws-cloudfront-response-headers-policy-security,AWS Cloudfront Response Headers Policy Security,aws,medium,cel,policies/aws/aws-cloudfront-response-headers-policy-security.yaml
cloudfront,routing,metadata,aws-cloudfront-waf-enabled,AWS Cloudfront Waf Enabled,aws,medium,cel,policies/aws/aws-cloudfront-waf-enabled.yaml
cloudfunctions,routing,metadata,serverless-unauthenticated-invocation,Publicly exposed serverless with high privileges can be invoked by unauthenticated users,cerebro,high,cel,policies/cerebro/serverless-unauthenticated.yaml
cloudrun,routing,metadata,gcp-cloudrun-default-service-account,Cloud Run Service Using Default Compute Service Account,gcp,high,cel,policies/gcp/gcp-cloudrun-default-sa.yaml
cloudrun,routing,metadata,gcp-cloudrun-ingress-all,GCP Cloudrun Ingress All,gcp,medium,cel,policies/gcp/gcp-cloudrun-ingress-all.yaml
cloudrun,routing,metadata,gcp-cloudrun-no-vpc-connector,Cloud Run Service Without VPC Connector,gcp,low,cel,policies/gcp/gcp-cloudrun-vpc-egress.yaml
cloudrun,routing,metadata,gcp-cloudrun-public-ingress,Cloud Run Service Allows Public Internet Access,gcp,medium,cel,policies/gcp/gcp-cloudrun-public.yaml
cloudrun,routing,metadata,gcp-cloudrun-service-account-default,GCP Cloudrun Service Account Default,gcp,medium,cel,policies/gcp/gcp-cloudrun-service-account-default.yaml
cloudsql,routing,metadata,gcp-cloudsql-no-public-ip,Cloud SQL Public IP,gcp,high,cel,policies/gcp/gcp-cloudsql-public.yaml
cloudsql,routing,metadata,gcp-organization-policy-restrict-public-ip-cloudsql,GCP Organization Policy Restrict Public Ip Cloudsql,gcp,high,cel,policies/gcp/gcp-organization-policy-restrict-public-ip-cloudsql.yaml
cloudsql,routing,metadata,gcp-sql-backup-enabled,GCP Cloud SQL Backup Enabled,gcp,medium,cel,policies/gcp/gcp-sql-backup.yaml
cloudsql,routing,metadata,gcp-sql-ssl-required,GCP Cloud SQL SSL Required,gcp,high,cel,policies/gcp/gcp-sql-ssl-required.yaml
cloudtrail,routing,metadata,aws-cloudtrail-enabled,CloudTrail Enabled,aws,critical,cel,policies/aws/aws-cloudtrail-enabled.yaml
cloudtrail,routing,metadata,aws-cloudtrail-kms-encryption,CloudTrail KMS Encryption Enabled,aws,medium,cel,policies/aws/aws-cloudtrail-kms-encryption.yaml
cloudtrail,routing,metadata,aws-cloudtrail-log-integrity,CloudTrail Log File Integrity Validation,aws,medium,cel,policies/aws/aws-cloudtrail-log-integrity.yaml
cloudtrail,routing,metadata,aws-cloudtrail-s3-data-events,CloudTrail S3 Data Events Logging,aws,medium,cel,policies/aws/aws-cloudtrail-s3-data-events.yaml
cloudtrail,routing,metadata,runtime-cloudtrail-disabled-event,Runtime Cloudtrail Disabled Event,runtime,high,cel,policies/runtime/runtime-cloudtrail-disabled-event.yaml
cloudtrail,routing,metadata,s3-read-logging-disabled,S3 Bucket with object-level read data events logging disabled,cerebro,low,cel,policies/cerebro/s3-read-logging-disabled.yaml
cloudtrail,routing,metadata,s3-write-logging-disabled,S3 Bucket with object-level write data events logging disabled,cerebro,medium,cel,policies/cerebro/s3-write-logging-disabled.yaml
cloudwatch,routing,metadata,aws-cloudwatch-alarm-missing,CloudTrail Without CloudWatch Alarm,aws,medium,cel,policies/aws/aws-cloudwatch-alarm-missing.yaml
cloudwatch,routing,metadata,aws-cloudwatch-log-group-encrypted,CloudWatch Log Group Encrypted,aws,medium,cel,policies/aws/aws-cloudwatch-log-group-encrypted.yaml
cloudwatch,routing,metadata,aws-cloudwatch-log-group-retention,CloudWatch Log Group Retention,aws,low,cel,policies/aws/aws-cloudwatch-log-group-retention.yaml
cloudwatch,routing,metadata,aws-logs-retention-365,CloudWatch Logs Retention 365 Days,aws,medium,query,policies/aws/aws-logs-retention-365.yaml
cmek,routing,metadata,gcp-bigquery-dataset-no-default-cmek,GCP Bigquery Dataset No Default Cmek,gcp,medium,cel,policies/gcp/gcp-bigquery-dataset-no-default-cmek.yaml
cmek,routing,metadata,gcp-bigquery-no-cmek,GCP BigQuery No Customer Managed Encryption,dspm,medium,cel,policies/dspm/gcp-bigquery-cmek.yaml
cmek,routing,metadata,gcp-vertex-dataset-cmek,GCP Vertex Dataset Cmek,ai,medium,cel,policies/ai/gcp-vertex-dataset-cmek.yaml
code-execution,routing,metadata,github-runner-public-repo,GitHub Self-Hosted Runner on Public Repository,github,critical,cel,policies/github/github-runner-public-repo.yaml
code-quality,routing,metadata,github-automated-checks,GitHub Code Changes Have Automated Checks,github,medium,query,policies/github/github-automated-checks.yaml
code-review,routing,metadata,github-branch-protection-admin,GitHub Branch Protection Enforced for Admins,github,high,query,policies/github/github-branch-protection-admin.yaml
code-scanning,routing,metadata,github-code-scanning-critical,GitHub Code Scanning Critical Alert,github,critical,cel,policies/github/github-code-scanning-critical.yaml
code-scanning,routing,metadata,telemetry-repo-secret-key,Repository Contains Hardcoded Secrets,telemetry,critical,cel,policies/telemetry/telemetry-repo-secret-key.yaml
code-security,routing,metadata,github-secops-repo-internal-all-dependabot-security-updates-disabled,GitHub Dependabot security updates Disabled For Internal All,github,medium,cel,policies/github/github-secops-repo-internal-all-dependabot-security-updates-disabled.yaml
code-security,routing,metadata,github-secops-repo-internal-all-push-protection-disabled,GitHub Secret scanning push protection Disabled For Internal All,github,high,cel,policies/github/github-secops-repo-internal-all-push-protection-disabled.yaml
code-security,routing,metadata,github-secops-repo-internal-all-secret-scanning-disabled,GitHub Secret scanning Disabled For Internal All,github,high,cel,policies/github/github-secops-repo-internal-all-secret-scanning-disabled.yaml
code-security,routing,metadata,github-secops-repo-internal-fork-dependabot-security-updates-disabled,GitHub Dependabot security updates Disabled For Internal Fork,github,medium,cel,policies/github/github-secops-repo-internal-fork-dependabot-security-updates-disabled.yaml
code-security,routing,metadata,github-secops-repo-internal-fork-push-protection-disabled,GitHub Secret scanning push protection Disabled For Internal Fork,github,high,cel,policies/github/github-secops-repo-internal-fork-push-protection-disabled.yaml
code-security,routing,metadata,github-secops-repo-internal-fork-secret-scanning-disabled,GitHub Secret scanning Disabled For Internal Fork,github,high,cel,policies/github/github-secops-repo-internal-fork-secret-scanning-disabled.yaml
code-security,routing,metadata,github-secops-repo-internal-primary-dependabot-security-updates-disabled,GitHub Dependabot security updates Disabled For Internal Primary,github,medium,cel,policies/github/github-secops-repo-internal-primary-dependabot-security-updates-disabled.yaml
code-security,routing,metadata,github-secops-repo-internal-primary-push-protection-disabled,GitHub Secret scanning push protection Disabled For Internal Primary,github,high,cel,policies/github/github-secops-repo-internal-primary-push-protection-disabled.yaml
code-security,routing,metadata,github-secops-repo-internal-primary-secret-scanning-disabled,GitHub Secret scanning Disabled For Internal Primary,github,high,cel,policies/github/github-secops-repo-internal-primary-secret-scanning-disabled.yaml
code-security,routing,metadata,github-secops-repo-private-all-dependabot-security-updates-disabled,GitHub Dependabot security updates Disabled For Private All,github,medium,cel,policies/github/github-secops-repo-private-all-dependabot-security-updates-disabled.yaml
code-security,routing,metadata,github-secops-repo-private-all-push-protection-disabled,GitHub Secret scanning push protection Disabled For Private All,github,high,cel,policies/github/github-secops-repo-private-all-push-protection-disabled.yaml
code-security,routing,metadata,github-secops-repo-private-all-secret-scanning-disabled,GitHub Secret scanning Disabled For Private All,github,high,cel,policies/github/github-secops-repo-private-all-secret-scanning-disabled.yaml
